bank,seed,kind,rank,existence,offset,counts,sign,bf_lambda_per_fold
shuffle68,68,shuffle,1,-0.002134273376275997,0.0,0.0,0.0,"[100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0]"
shuffle69,69,shuffle,1,-0.0013149005086754318,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0]"
shuffle70,70,shuffle,1,-0.00287728163911794,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle71,71,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle72,72,shuffle,1,0.0023058792468616087,0.0,0.0,0.0,"[3.0, 100.0, 100.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 100.0]"
shuffle73,73,shuffle,1,-0.002537715279925279,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 3.0, 100.0, 100.0]"
shuffle74,74,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle75,75,shuffle,1,-0.0006315792554537458,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 3.0, 3.0, 3.0, 100.0, 3.0]"
shuffle76,76,shuffle,1,-0.0017840170885242979,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 3.0, 3.0, 3.0, 100.0, 100.0]"
shuffle77,77,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle78,78,shuffle,1,-0.0009580970395562272,0.0,0.0,0.0,"[100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle79,79,shuffle,1,-7.661875958858144e-05,0.0,0.0,0.0,"[100.0, 3.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 3.0, 100.0]"
shuffle80,80,shuffle,1,-0.002449414831576374,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0]"
shuffle81,81,shuffle,1,-0.0008953964902899348,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle82,82,shuffle,1,-0.0029691783697614604,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 3.0, 3.0, 100.0, 100.0, 3.0, 100.0, 3.0]"
shuffle83,83,shuffle,1,-0.00012783562042461004,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 3.0, 3.0]"
shuffle84,84,shuffle,1,0.0012371847822403859,0.0,0.0,0.0,"[3.0, 100.0, 100.0, 3.0, 100.0, 3.0, 3.0, 100.0, 100.0, 3.0]"
shuffle85,85,shuffle,1,-0.003894238041709003,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle86,86,shuffle,1,-0.0007771673846659998,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 3.0, 3.0, 100.0, 100.0, 3.0, 100.0, 100.0]"
shuffle87,87,shuffle,1,-0.0019474997046202592,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 3.0]"
shuffle88,88,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle89,89,shuffle,1,-0.001328106695400766,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 100.0, 100.0, 100.0, 100.0, 3.0, 3.0, 3.0]"
shuffle90,90,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle91,91,shuffle,1,-0.0014120246783484447,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 3.0, 100.0, 3.0]"
shuffle92,92,shuffle,1,-0.0024085429822217285,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0]"
shuffle93,93,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle94,94,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle95,95,shuffle,1,-0.001578936081471871,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle96,96,shuffle,1,-0.0008097429029575553,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle97,97,shuffle,1,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle98,98,shuffle,1,-0.0003530143080262449,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 3.0, 100.0, 100.0, 3.0, 3.0, 100.0, 3.0]"
