bank,seed,kind,rank,existence,offset,counts,sign,bf_lambda_per_fold
real,,real,2,0.017962163411700767,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
shuffle0,0,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle1,1,shuffle,2,-0.002676679135557902,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle2,2,shuffle,2,-0.0017783623404601823,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle3,3,shuffle,2,-0.00017300230795302962,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 100.0, 3.0, 3.0, 100.0, 3.0, 3.0, 3.0]"
shuffle4,4,shuffle,2,0.001336035631734156,0.0,0.0,0.0,"[100.0, 3.0, 100.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
shuffle5,5,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle6,6,shuffle,2,-0.001194174564498729,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 100.0, 3.0]"
shuffle7,7,shuffle,2,-0.0005650169183300136,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0]"
shuffle8,8,shuffle,2,0.0034101113791559,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 3.0, 3.0, 100.0, 3.0, 3.0, 3.0, 100.0]"
shuffle9,9,shuffle,2,-0.004592883020558847,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 3.0, 100.0, 100.0, 100.0, 3.0, 3.0, 100.0]"
shuffle10,10,shuffle,2,-6.907533559206702e-05,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 100.0, 100.0, 3.0, 3.0, 100.0, 3.0, 3.0]"
shuffle11,11,shuffle,2,-0.000459309014972048,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle12,12,shuffle,2,-0.0022259046688104245,0.0,0.0,0.0,"[3.0, 100.0, 100.0, 100.0, 3.0, 3.0, 100.0, 3.0, 3.0, 3.0]"
shuffle13,13,shuffle,2,0.005374412549010105,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
shuffle14,14,shuffle,2,0.0016841491805466625,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 100.0, 100.0, 3.0, 100.0, 100.0, 3.0]"
shuffle15,15,shuffle,2,-0.002350076083326713,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0]"
shuffle16,16,shuffle,2,-0.004029181737747911,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 100.0]"
shuffle17,17,shuffle,2,0.00026607735318251446,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 100.0, 100.0, 3.0, 100.0, 3.0, 100.0, 3.0]"
shuffle18,18,shuffle,2,-0.00186876182024025,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle19,19,shuffle,2,3.930127402462236e-05,0.0,0.0,0.0,"[3.0, 100.0, 3.0, 100.0, 3.0, 100.0, 100.0, 3.0, 100.0, 100.0]"
shuffle20,20,shuffle,2,-0.0032481669148883285,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle21,21,shuffle,2,-0.0038608851533868892,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 100.0, 100.0, 100.0, 3.0, 100.0, 3.0, 100.0]"
shuffle22,22,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle23,23,shuffle,2,-0.0012016737891778595,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 100.0]"
shuffle24,24,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle25,25,shuffle,2,-0.002104162497462425,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0]"
shuffle26,26,shuffle,2,0.0003783070050164594,0.0,0.0,0.0,"[100.0, 3.0, 3.0, 3.0, 100.0, 100.0, 100.0, 100.0, 3.0, 3.0]"
shuffle27,27,shuffle,2,-0.0017398902011817041,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle28,28,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle29,29,shuffle,2,-0.0015823876493105237,0.0,0.0,0.0,"[100.0, 100.0, 3.0, 3.0, 100.0, 100.0, 3.0, 3.0, 3.0, 100.0]"
shuffle30,30,shuffle,2,-0.0014746920788311745,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 3.0, 3.0, 100.0, 100.0, 100.0, 100.0]"
shuffle31,31,shuffle,2,0.009250471331195886,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
shuffle32,32,shuffle,2,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle33,33,shuffle,2,-0.001662559580202938,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0]"
shuffle34,34,shuffle,2,-0.003533681725228699,0.0,0.0,0.0,"[3.0, 3.0, 100.0, 3.0, 100.0, 3.0, 3.0, 100.0, 100.0, 100.0]"
shuffle35,35,shuffle,2,-0.0019677363791510637,0.0,0.0,0.0,"[100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle36,36,shuffle,2,-0.0012773962270631878,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 3.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]"
shuffle37,37,shuffle,2,0.0002749449685103489,0.0,0.0,0.0,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 100.0, 100.0]"
shuffle38,38,shuffle,2,-0.0044893702765048445,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 3.0, 3.0, 100.0, 100.0, 100.0]"
