run,label,type,base_loss_16,delta_16,delta_norm_16,delta_13,delta_10,delta_item_sequence_02_ambush_2_split_00,delta_item_sequence_02_ambush_2_split_01,delta_item_sequence_02_ambush_2_split_02,delta_item_sequence_07_bamboo_1_split_00,delta_item_sequence_07_bamboo_1_split_01,delta_item_sequence_07_bamboo_1_split_02,delta_item_sequence_09_bandage_1_split_00,delta_item_sequence_09_bandage_1_split_01,delta_item_sequence_09_bandage_1_split_02,delta_item_sequence_12_cave_4_split_00,delta_item_sequence_13_market_2_split_00,delta_item_sequence_13_market_2_split_01,delta_item_sequence_13_market_2_split_02,delta_item_sequence_16_mountain_1_split_00,delta_item_sequence_16_mountain_1_split_01,delta_item_sequence_16_mountain_1_split_02
003,seed3,R1,1155.7706360816956,144.97861909866333,0.12543891891056447,177.68488546518176,195.18975906372071,12.47021484375,12.41943359375,-15.13525390625,270.2083053588867,252.98875427246094,250.01775360107422,131.50787353515625,113.3638916015625,113.1341552734375,199.76904296875,117.587890625,191.724365234375,254.72412109375,133.8026580810547,164.2327651977539,116.84193420410156
003,seed3,R2,1155.7706360816956,146.87932682037354,0.12708345603789106,191.96153024526745,234.01705474853514,-46.8642578125,-51.11767578125,-47.44873046875,32.45868682861328,32.00115203857422,26.92571258544922,79.27294921875,55.48150634765625,20.57489013671875,-2.2822265625,19.52093505859375,40.988372802734375,74.68450927734375,849.2231903076172,819.6550216674805,446.9951934814453
003,seed3,R3,1155.7706360816956,31.93983030319214,0.02763509411475866,42.66929685152496,44.87717208862307,-26.31103515625,-24.3984375,7.0458984375,70.7853012084961,57.74571228027344,35.626564025878906,48.3106689453125,32.29412841796875,25.3243408203125,-14.8907470703125,17.86688232421875,74.0360107421875,107.35516357421875,41.893951416015625,51.92589569091797,6.4269866943359375
003,seed3,R4,1155.7706360816956,-0.22357940673828125,-0.00019344617327903593,-0.2085054837740472,-0.0032714843749772626,0.64990234375,-0.46044921875,-1.05615234375,-0.0181427001953125,-0.00086212158203125,-0.00579071044921875,-0.03729248046875,-0.979248046875,-1.66131591796875,0.0,0.0145263671875,0.020172119140625,-0.0486297607421875,0.0009918212890625,0.0110321044921875,-0.006011962890625
003,seed3,R5,1155.7706360816956,1.8056483268737793,0.0015622894980229858,1.884126516488891,2.565990447998047,-3.158935546875,-2.20361328125,9.75927734375,1.1360321044921875,2.2562713623046875,2.5593490600585938,3.19818115234375,-1.19921875,-3.16522216796875,3.34228515625,4.6514892578125,0.40069580078125,-0.2187042236328125,3.579071044921875,6.3470611572265625,1.606353759765625
003,seed3,R6,1155.7706360816956,7.553051948547363,0.00653507859842658,8.956088726337157,9.912330627441406,-15.301025390625,-8.2275390625,27.9482421875,3.0929412841796875,5.1469879150390625,5.8007354736328125,11.55010986328125,10.04913330078125,-4.29339599609375,5.598876953125,16.11114501953125,0.90484619140625,-0.1014251708984375,22.155868530273438,30.903457641601562,9.509872436523438
003,seed3,R7,1155.7706360816956,18.592585563659668,0.016086743323651505,15.916817298302306,13.164390563964844,5.418212890625,23.505859375,61.638671875,11.061927795410156,14.857963562011719,17.200050354003906,21.80322265625,33.56591796875,19.90557861328125,9.9354248046875,31.2724609375,9.718597412109375,6.7435302734375,6.4763336181640625,12.654655456542969,11.72296142578125
003,seed3,R8,1155.7706360816956,54.804686069488525,0.04741830633047391,29.511716989370484,21.51022720336914,132.7431640625,160.21826171875,200.26123046875,14.633377075195312,11.658149719238281,14.798072814941406,51.34039306640625,69.86956787109375,47.340087890625,16.0882568359375,89.007080078125,36.091094970703125,12.614395141601562,14.00885009765625,-0.8546981811523438,7.0576934814453125
003,seed3,L1,1155.7706360816956,202.6465926170349,0.1753346090397739,194.21103316086987,225.81744003295904,165.75,218.18994140625,333.662109375,48.165306091308594,57.55097961425781,65.74471282958984,99.48785400390625,105.0181884765625,62.06298828125,20.67041015625,90.57928466796875,46.86810302734375,41.729522705078125,833.7768402099609,724.993278503418,328.09596252441406
003,seed3,L2,1155.7706360816956,50.914846420288086,0.04405272536850398,29.473508394681517,23.012380981445347,108.24560546875,141.09228515625,182.14404296875,10.583709716796875,7.154014587402344,13.469963073730469,40.75634765625,64.9521484375,47.32330322265625,15.27392578125,90.39068603515625,33.23809814453125,10.150787353515625,22.24163818359375,23.500946044921875,4.1200408935546875
