t_rel,util,mem_mib
786.41,98,15582
786.91,99,15582
787.41,99,15586
787.93,99,15586
788.44,99,15586
788.94,98,15586
789.45,99,15586
789.97,99,15586
790.48,99,15586
790.98,98,15586
791.48,98,15586
791.99,99,15586
792.49,98,15586
793.01,97,15582
793.51,95,15582
794.03,98,15582
794.54,97,15582
795.04,98,15582
795.55,99,15582
796.07,100,15582
796.58,100,15582
797.10,99,15582
797.60,99,15582
798.11,99,15582
798.62,99,15582
799.13,99,15582
799.65,99,15582
800.16,98,15582
800.67,98,15582
801.18,98,15582
801.68,97,15582
802.19,97,15582
802.69,99,15582
803.19,99,15582
803.70,98,15582
804.21,99,15582
804.73,98,15582
805.24,99,15582
805.74,98,15582
806.25,99,15582
806.76,99,15582
807.27,100,15582
807.77,99,15582
808.28,99,15582
808.78,99,15582
809.29,98,15582
809.80,98,15582
810.31,99,15582
810.82,97,15582
811.34,97,15582
811.85,99,15582
812.37,99,15582
812.87,98,15582
813.38,99,15582
813.89,99,15582
814.40,99,15582
814.91,99,15582
815.43,98,15582
815.93,98,15582
816.43,99,15582
816.95,100,15582
817.46,98,15582
817.96,99,15582
818.47,100,15582
818.98,99,15582
819.48,99,15582
819.98,99,15582
820.50,98,15582
821.01,99,15582
821.52,99,15582
822.02,99,15582
822.54,99,15582
823.05,98,15582
823.57,99,15582
824.08,98,15582
824.59,98,15582
825.11,96,15582
825.62,98,15582
826.13,99,15582
826.64,99,15582
827.14,97,15582
827.65,99,15582
828.15,100,15582
828.66,99,15582
829.17,99,15582
829.68,100,15582
830.19,99,15582
830.70,99,15582
831.21,98,15582
831.71,99,15582
832.23,99,15582
832.73,97,15582
833.24,97,15582
833.75,99,15582
834.26,98,15582
834.77,99,15582
835.28,97,15582
835.79,98,15582
836.30,98,15582
836.81,99,15582
837.32,98,15582
837.83,100,15582
838.33,100,15582
838.85,100,15582
839.36,99,15582
839.87,99,15582
840.37,100,15582
840.88,99,15582
841.38,99,15582
841.89,98,15582
842.39,99,15582
842.89,99,15582
843.41,98,15582
843.92,99,15582
844.42,98,15582
844.93,99,15582
845.44,99,15582
845.95,98,15582
846.45,99,15582
846.97,99,15586
847.48,99,15586
847.99,99,15586
848.49,98,15586
849.01,100,15586
849.51,99,15586
850.02,99,15586
850.52,100,15586
851.03,100,15586
851.53,99,15586
852.04,99,15586
852.54,99,15582
853.05,99,15582
853.56,98,15582
854.07,99,15582
854.58,99,15582
855.09,99,15582
855.61,99,15582
856.11,99,15582
856.62,98,15582
857.12,98,15582
857.64,99,15582
858.15,98,15582
858.66,97,15582
859.17,95,15582
859.68,98,15589
860.20,100,15590
860.71,100,15590
861.21,99,15590
861.72,99,15581
862.22,100,15581
862.73,99,15581
863.23,99,15581
863.74,99,15581
864.26,99,15581
864.77,99,15581
865.27,99,15581
865.78,99,15581
866.29,97,15581
866.80,98,15581
867.30,98,15581
867.81,98,15581
868.32,99,15581
868.83,99,15581
869.35,99,15581
869.86,99,15581
870.37,98,15581
870.88,100,15581
871.38,99,15581
871.89,100,15581
872.40,99,15581
872.91,99,15581
873.41,99,15581
873.92,99,15581
874.42,98,15581
874.93,99,15581
875.44,99,15581
875.96,98,15581
876.46,99,15581
876.97,99,15581
877.47,98,15581
877.98,98,15581
878.49,99,15581
879.00,99,15581
879.52,98,15581
880.03,98,15581
880.53,97,15581
881.05,98,15581
881.55,98,15581
882.06,99,15581
882.57,98,15581
883.08,99,15581
883.58,100,15581
884.09,100,15581
884.59,99,15581
885.10,99,15581
885.61,99,15581
886.12,99,15581
886.63,99,15581
887.15,99,15581
887.65,98,15581
888.16,99,15581
888.67,99,15581
889.18,99,15581
889.69,98,15581
890.21,97,15581
890.72,98,15581
891.23,99,15581
891.73,98,15581
892.24,97,15581
892.74,98,15581
893.25,98,15581
893.76,100,15581
894.27,99,15581
894.77,99,15581
895.27,99,15581
895.77,99,15581
896.28,99,15581
896.80,99,15581
897.31,99,15581
897.82,99,15581
898.33,99,15581
898.85,98,15581
899.36,98,15581
899.87,97,15581
900.38,98,15581
900.90,99,15581
901.41,99,15581
901.92,98,15581
902.43,98,15581
902.93,99,15581
903.44,99,15581
903.96,100,15581
904.47,99,15581
904.97,100,15581
905.48,99,15581
905.98,98,15581
906.49,99,15581
906.99,98,15581
907.49,99,15586
908.01,99,15586
908.52,98,15586
909.02,98,15586
909.53,99,15586
910.04,98,15586
910.55,99,15586
911.07,99,15586
911.58,98,15585
912.08,98,15585
912.59,98,15585
913.10,99,15581
913.61,99,15581
914.11,97,15581
914.62,100,15581
915.13,99,15581
915.64,99,15581
916.14,100,15581
916.65,100,15581
917.15,99,15581
917.66,99,15581
918.17,99,15581
918.68,99,15581
919.20,99,15581
919.70,99,15589
920.21,99,15589
920.71,98,15589
921.22,97,15589
921.73,97,15581
922.25,99,15581
922.76,98,15581
923.27,97,15581
923.77,98,15581
924.28,99,15581
924.79,99,15581
925.30,100,15581
925.80,99,15581
926.31,98,15581
926.82,100,15581
927.33,100,15581
927.83,99,15581
928.35,99,15581
928.86,99,15581
929.37,99,15581
929.87,98,15581
930.38,99,15581
930.89,99,15581
931.40,98,15581
931.91,99,15581
932.42,97,15581
932.93,99,15581
933.43,99,15581
933.93,99,15581
934.45,99,15581
934.95,98,15581
935.46,97,15581
935.98,99,15581
936.49,100,15581
936.99,99,15581
937.50,98,15581
938.02,98,15581
938.53,99,15581
939.04,99,15581
939.55,99,15581
940.05,99,15581
940.56,98,15581
941.08,99,15581
941.59,99,15581
942.10,99,15581
942.61,99,15581
943.13,98,15581
943.64,99,15581
944.14,99,15581
944.65,98,15581
945.16,96,15581
945.67,98,15581
946.17,99,15581
946.67,97,15581
947.17,98,15581
947.68,100,15581
948.20,96,15581
948.71,100,15581
949.21,100,15581
949.72,98,15581
950.24,99,15581
950.75,99,15581
951.26,99,15581
951.77,99,15581
952.28,98,15581
952.80,99,15581
953.31,98,15581
953.82,99,15581
954.33,97,15581
954.84,98,15581
955.35,99,15581
955.86,98,15581
956.36,96,15581
956.87,97,15581
957.39,99,15581
957.90,99,15581
958.40,99,15581
958.91,98,15581
959.43,99,15581
959.94,100,15581
960.44,100,15581
960.95,99,15581
961.46,98,15581
961.97,99,15581
962.47,97,15581
962.98,98,15581
963.49,99,15581
964.00,98,15581
964.51,98,15581
965.02,98,15581
965.53,99,15581
966.04,99,15581
966.55,98,15581
967.05,99,15586
967.56,99,15586
968.07,99,15586
968.57,98,15586
969.08,99,15586
969.60,98,15586
970.11,99,15586
970.61,99,15586
971.12,99,15585
971.62,100,15585
972.13,99,15585
972.63,98,15581
973.14,98,15581
973.66,99,15581
974.17,99,15581
974.68,98,15581
975.19,99,15581
975.69,99,15581
976.20,98,15581
976.72,98,15581
977.23,99,15581
977.73,99,15581
978.24,98,15581
978.75,97,15581
979.27,96,15581
979.78,98,15581
980.28,99,15581
980.79,99,15581
981.30,100,15581
981.81,99,15581
982.33,99,15581
982.84,99,15581
983.35,99,15581
983.86,98,15581
984.37,99,15581
984.88,98,15581
985.39,99,15581
985.90,98,15581
986.41,97,15581
986.92,98,15581
987.42,98,15581
987.93,97,15581
988.45,98,15581
988.96,99,15581
989.46,98,15581
989.97,99,15581
990.48,98,15581
990.99,100,15581
991.51,99,15581
992.02,99,15581
992.52,100,15581
993.03,100,15581
993.54,99,15581
994.04,99,15581
994.55,99,15581
995.07,99,15581
995.58,98,15581
996.09,98,15581
996.61,99,15581
997.12,98,15581
997.62,98,15581
998.13,99,15581
998.65,99,15581
999.16,99,15581
999.66,98,15581
1000.17,98,15581
1000.69,99,15581
1001.20,99,15581
1001.70,99,15581
1002.21,100,15581
1002.72,99,15581
1003.24,97,15581
1003.75,99,15581
1004.26,100,15581
1004.77,99,15581
1005.29,99,15581
1005.80,99,15581
1006.31,99,15581
1006.81,99,15581
1007.32,98,15581
1007.82,99,15581
1008.33,99,15581
1008.83,99,15581
1009.34,98,15581
1009.85,99,15581
1010.36,99,15581
1010.86,98,15581
1011.37,98,15581
1011.88,96,15581
1012.39,99,15581
1012.89,100,15581
1013.40,100,15581
1013.92,99,15581
1014.43,98,15581
1014.93,100,15581
1015.44,99,15581
1015.95,99,15581
1016.46,99,15581
1016.97,99,15581
1017.49,99,15581
1018.00,99,15581
1018.51,98,15581
1019.02,99,15581
1019.54,97,15581
1020.04,99,15581
1020.55,98,15581
1021.07,97,15581
1021.58,98,15581
1022.08,99,15581
1022.59,99,15581
1023.10,99,15581
1023.62,98,15581
1024.12,100,15581
1024.63,99,15581
1025.14,100,15581
1025.64,99,15581
1026.14,98,15581
1026.66,99,15581
1027.17,99,15581
1027.67,98,15586
1028.19,99,15586
1028.70,99,15586
1029.20,99,15586
1029.71,99,15586
1030.21,99,15586
1030.72,99,15586
1031.22,98,15586
1031.73,99,15585
1032.24,99,15585
1032.75,99,15585
1033.25,98,15581
1033.76,98,15581
1034.26,98,15581
1034.77,99,15581
1035.29,99,15581
1035.80,100,15581
1036.31,98,15581
1036.82,98,15581
1037.33,99,15581
1037.84,99,15581
1038.35,99,15581
1038.87,99,15581
1039.37,99,15581
1039.88,99,15581
1040.39,99,15581
1040.91,99,15581
1041.42,99,15581
1041.93,99,15581
1042.44,98,15581
1042.95,97,15581
1043.46,98,15581
1043.96,99,15581
1044.47,97,15581
1044.98,98,15581
1045.49,97,15581
1046.00,97,15581
1046.51,97,15581
1047.01,96,15581
1047.52,95,15581
1048.03,95,15581
1048.54,95,15581
1049.05,99,15581
1049.57,100,15581
1050.07,98,15581
1050.58,100,15581
1051.09,99,15581
1051.60,97,15581
1052.10,96,15581
1052.61,97,15581
1053.11,97,15581
1053.62,96,15581
1054.13,98,15581
1054.64,91,15581
1055.16,87,15581
1055.67,0,16871
1056.17,99,16871
1056.69,98,16871
1057.20,100,16871
1057.71,100,16871
1058.22,99,16880
1058.72,99,16880
1059.22,100,16880
1059.73,99,16880
1060.25,97,16879
1060.76,98,16878
1061.27,99,16877
1061.79,97,16877
1062.29,99,16873
1062.80,99,16873
1063.30,99,16873
1063.80,99,16873
1064.30,99,16873
1064.81,99,16871
1065.32,99,16871
1065.83,99,16871
1066.33,97,16871
1066.84,98,16871
1067.34,99,16871
1067.85,97,16871
1068.35,100,16871
1068.87,99,16871
1069.38,98,16871
1069.89,99,16871
1070.40,99,16871
1070.91,99,16871
1071.42,99,16871
1071.93,99,16871
1072.43,99,16871
1072.94,99,16871
1073.46,99,16871
1073.97,99,16871
1074.48,99,16871
1074.99,97,16871
1075.51,99,16871
1076.02,97,16871
1076.53,98,16871
1077.04,97,16871
1077.54,97,16871
1078.06,98,16871
1078.56,99,16871
1079.07,100,16871
1079.57,98,16871
1080.08,100,16871
1080.59,99,16871
1081.10,99,16871
1081.60,99,16871
1082.11,99,16871
1082.62,99,16871
1083.13,99,16871
1083.63,99,16871
1084.14,99,16871
1084.64,99,16871
1085.15,96,16871
1085.65,99,16871
1086.17,98,16871
1086.68,98,16871
1087.19,98,16876
1087.71,98,16876
1088.21,99,16876
1088.71,99,16876
1089.22,98,16876
1089.72,99,16876
1090.23,99,16876
1090.75,100,16876
1091.26,98,16875
1091.77,100,16875
1092.28,99,16875
1092.78,99,16871
1093.29,99,16871
1093.81,99,16871
1094.32,99,16871
1094.82,99,16871
1095.33,99,16871
1095.85,99,16871
1096.36,98,16871
1096.86,99,16871
1097.38,99,16871
1097.88,98,16871
1098.39,98,16871
1098.89,97,16871
1099.40,99,16871
1099.91,99,16871
1100.42,98,16871
1100.93,98,16871
1101.44,97,16871
1101.95,100,16871
1102.46,98,16871
1102.97,100,16871
1103.48,99,16871
1103.98,99,16871
1104.49,99,16871
1104.99,99,16871
1105.50,99,16871
1106.00,99,16871
1106.51,99,16871
1107.03,99,16871
1107.54,99,16871
1108.06,97,16871
1108.57,97,16871
1109.08,99,16871
1109.60,97,16871
1110.10,98,16871
1110.61,98,16871
1111.12,99,16871
1111.62,98,16871
1112.13,99,16871
1112.64,99,16871
1113.15,99,16871
1113.67,100,16871
1114.18,99,16871
1114.69,100,16871
1115.20,98,16871
1115.70,99,16871
1116.21,99,16871
1116.71,99,16871
1117.23,99,16871
1117.74,99,16871
1118.25,97,16871
1118.77,97,16871
1119.28,99,16871
1119.80,98,16871
1120.31,99,16871
1120.82,99,16871
1121.33,99,16871
1121.83,99,16871
1122.34,98,16871
1122.86,97,16871
1123.37,98,16871
1123.88,97,16871
1124.39,97,16871
1124.91,100,16871
1125.42,99,16871
1125.93,99,16871
1126.45,98,16871
1126.95,100,16871
1127.46,99,16871
1127.96,99,16871
1128.47,99,16871
1128.97,99,16871
1129.48,98,16871
1129.98,99,16871
1130.49,99,16871
1131.01,99,16871
1131.52,98,16871
1132.02,99,16871
1132.53,99,16871
1133.04,98,16871
1133.55,99,16871
1134.06,99,16871
1134.57,97,16871
1135.08,99,16871
1135.60,99,16871
1136.10,99,16871
1136.61,99,16871
1137.12,100,16871
1137.63,99,16871
1138.14,100,16871
1138.65,100,16871
1139.16,99,16871
1139.67,99,16871
1140.19,99,16871
1140.70,98,16871
1141.21,97,16871
1141.72,97,16871
1142.22,99,16871
1142.74,97,16871
1143.24,99,16871
1143.75,98,16871
1144.25,99,16871
1144.76,99,16871
1145.27,98,16871
1145.78,99,16871
1146.30,99,16871
1146.81,98,16871
1147.31,99,16871
1147.81,100,16876
1148.31,99,16876
1148.82,98,16876
1149.33,99,16876
1149.84,99,16876
1150.34,99,16876
1150.85,99,16876
1151.37,99,16876
1151.87,99,16875
1152.37,99,16875
1152.88,99,16875
1153.40,98,16871
1153.91,99,16871
1154.43,99,16871
1154.93,99,16871
1155.44,99,16871
1155.96,98,16871
1156.46,97,16871
1156.97,99,16871
1157.48,97,16871
1157.99,97,16871
1158.50,100,16871
1159.02,100,16871
1159.52,99,16871
1160.03,100,16871
1160.54,99,16880
1161.06,99,16882
1161.57,99,16884
1162.07,99,16886
1162.58,99,16886
1163.10,99,16886
1163.61,99,16871
1164.11,99,16871
1164.62,99,16871
1165.13,99,16871
1165.64,98,16871
1166.16,98,16871
1166.67,99,16871
1167.18,97,16871
1167.69,98,16871
1168.20,99,16871
1168.71,99,16871
1169.22,99,16871
1169.73,98,16871
1170.23,99,16871
1170.74,100,16871
1171.25,99,16871
1171.76,100,16871
1172.27,99,16871
1172.78,99,16871
1173.29,99,16871
1173.81,98,16871
1174.31,99,16871
1174.82,99,16871
1175.34,99,16871
1175.85,99,16871
1176.36,99,16871
1176.87,98,16871
1177.37,99,16871
1177.88,99,16871
1178.40,98,16871
1178.91,99,16871
1179.41,99,16871
1179.92,97,16871
1180.43,97,16871
1180.94,100,16871
1181.44,99,16871
1181.95,100,16871
1182.47,98,16871
1182.98,100,16871
1183.49,99,16871
1184.01,99,16871
1184.51,99,16871
1185.02,99,16871
1185.54,98,16871
1186.05,99,16871
1186.56,99,16871
1187.07,98,16871
1187.58,99,16871
1188.10,98,16871
1188.61,98,16871
1189.12,98,16871
1189.62,97,16871
1190.13,98,16871
1190.64,99,16871
1191.15,98,16871
1191.66,98,16871
1192.17,99,16871
1192.69,100,16871
1193.20,99,16871
1193.70,98,16871
1194.21,99,16871
1194.72,99,16871
1195.23,99,16871
1195.75,99,16871
1196.26,99,16871
1196.77,98,16871
1197.28,99,16871
1197.79,98,16871
1198.30,97,16871
1198.81,98,16871
1199.32,97,16871
1199.84,99,16871
1200.35,99,16871
1200.86,99,16871
1201.37,99,16871
1201.89,99,16871
1202.40,98,16871
1202.90,99,16871
1203.41,100,16871
1203.93,100,16871
1204.44,97,16871
1204.95,100,16871
1205.47,100,16871
1205.97,99,16871
1206.49,98,16871
1206.99,99,16871
1207.50,97,16876
1208.01,99,16876
1208.52,99,16876
1209.03,99,16876
1209.54,99,16876
1210.05,99,16876
1210.55,98,16876
1211.07,99,16876
1211.57,99,16875
1212.08,98,16875
1212.59,98,16875
1213.10,98,16871
1213.61,99,16871
1214.12,97,16871
1214.62,98,16871
1215.13,100,16871
1215.63,100,16871
1216.14,98,16871
1216.66,100,16871
1217.17,100,16871
1217.68,99,16871
1218.20,98,16871
1218.71,99,16871
1219.21,99,16871
1219.73,99,16879
1220.24,99,16879
1220.75,98,16880
1221.26,99,16880
1221.77,98,16871
1222.28,96,16871
1222.79,97,16871
1223.30,99,16871
1223.82,99,16871
1224.33,99,16871
1224.84,99,16871
1225.36,98,16871
1225.87,99,16871
1226.39,100,16871
1226.90,100,16871
1227.41,98,16871
1227.93,100,16871
1228.44,100,16871
1228.95,98,16871
1229.46,98,16871
1229.98,98,16871
1230.49,99,16871
1231.00,99,16879
1231.51,99,16879
1232.01,98,16878
1232.52,99,16878
1233.04,99,16878
1233.55,98,16878
1234.06,99,16878
1234.57,99,16878
1235.07,98,16874
1235.58,99,16874
1236.10,98,16874
1236.61,97,16871
1237.12,98,16871
1237.63,99,16871
1238.14,100,16871
1238.65,100,16871
1239.16,99,16878
1239.67,100,16878
1240.18,99,16878
1240.70,98,16878
1241.20,99,16878
1241.71,99,16878
1242.23,99,16878
1242.74,99,16878
1243.25,99,16874
1243.76,98,16874
1244.27,99,16874
1244.78,99,16871
1245.28,99,16871
1245.79,99,16871
1246.29,99,16871
1246.81,97,16871
1247.32,99,16871
1247.83,97,16871
1248.34,99,16871
1248.84,98,16871
1249.35,100,16871
1249.85,100,16871
1250.36,98,16871
1250.88,100,16871
1251.39,99,16871
1251.89,99,16871
1252.40,99,16871
1252.92,99,16871
1253.42,99,16871
1253.94,99,16871
1254.45,99,16871
1254.96,99,16871
1255.47,98,16871
1255.98,99,16871
1256.49,99,16871
1256.99,98,16871
1257.50,99,16871
1258.01,98,16871
1258.52,99,16871
1259.03,99,16871
1259.54,98,16871
1260.05,99,16871
1260.56,97,16871
1261.08,100,16871
1261.59,100,16871
1262.09,98,16871
1262.59,100,16871
1263.11,99,16871
1263.61,99,16871
1264.12,99,16871
1264.63,99,16871
1265.14,99,16871
1265.65,99,16871
1266.17,99,16871
1266.68,99,16871
1267.18,99,16876
1267.69,99,16876
1268.21,99,16876
1268.72,98,16876
1269.22,99,16876
1269.73,99,16876
1270.23,97,16876
1270.74,98,16876
1271.25,98,16875
1271.76,98,16875
1272.27,96,16871
1272.79,99,16871
1273.29,100,16871
1273.80,99,16871
1274.30,99,16871
1274.81,99,16871
1275.31,100,16871
1275.82,99,16871
1276.32,99,16871
1276.83,99,16871
1277.34,98,16871
1277.86,99,16871
1278.37,98,16871
1278.88,97,16871
1279.38,97,16871
1279.89,99,16871
1280.39,98,16871
1280.90,99,16871
1281.42,99,16871
1281.93,99,16871
1282.44,99,16871
1282.95,99,16871
1283.47,98,16871
1283.97,98,16871
1284.48,98,16871
1284.98,99,16871
1285.50,99,16871
1286.01,100,16871
1286.51,99,16871
1287.02,99,16871
1287.52,99,16871
1288.04,99,16871
1288.55,98,16871
1289.05,99,16871
1289.57,99,16871
1290.08,98,16871
1290.58,99,16871
1291.09,99,16871
1291.59,98,16871
1292.11,98,16871
1292.62,99,16871
1293.13,97,16871
1293.64,96,16871
1294.15,97,16871
1294.65,98,16871
1295.17,98,16871
1295.68,97,16871
1296.19,100,16871
1296.71,100,16871
1297.22,99,16871
1297.73,99,16871
1298.24,100,16871
1298.75,99,16871
1299.26,99,16871
1299.76,99,16871
1300.27,99,16871
1300.78,99,16871
1301.29,98,16871
1301.80,98,16871
1302.31,99,16871
1302.82,98,16871
1303.34,99,16871
1303.85,99,16871
1304.36,97,16871
1304.86,99,16871
1305.37,98,16871
1305.87,99,16871
1306.38,99,16871
1306.88,99,16871
1307.39,100,16871
1307.90,100,16871
1308.41,99,16871
1308.93,100,16871
1309.44,98,16871
1309.96,99,16871
1310.46,99,16871
1310.96,99,16871
1311.46,98,16871
1311.97,98,16871
1312.47,97,16871
1312.99,99,16871
1313.50,99,16871
1314.01,99,16871
1314.52,99,16871
1315.03,99,16871
1315.53,98,16871
1316.04,99,16871
1316.55,99,16871
1317.06,98,16871
1317.57,97,16871
1318.08,98,16871
1318.58,99,16871
1319.10,100,16871
1319.61,99,16871
1320.12,100,16871
1320.62,99,16871
1321.13,100,16871
1321.65,99,16871
1322.16,99,16871
1322.66,99,16871
1323.17,98,16871
1323.68,99,16871
1324.18,99,16871
1324.69,96,16871
1325.21,99,16871
1325.72,99,16871
1326.23,99,16871
1326.74,97,16871
1327.24,99,16871
1327.74,98,16876
1328.25,97,16876
1328.75,99,16876
1329.26,97,16876
1329.78,99,16876
1330.29,99,16876
1330.79,99,16876
1331.30,100,16876
1331.82,99,16875
1332.33,100,16875
1332.83,99,16875
1333.34,99,16871
1333.85,99,16871
1334.36,99,16871
1334.87,99,16871
1335.38,98,16871
1335.90,98,16871
1336.40,99,16871
1336.91,99,16871
1337.42,98,16871
1337.93,99,16871
1338.45,99,16871
1338.96,99,16871
1339.47,99,16871
1339.99,98,16871
1340.49,99,16871
1341.00,99,16871
1341.51,97,16871
1342.01,98,16871
1342.53,100,16871
1343.03,100,16871
1343.54,98,16871
1344.05,99,16871
1344.56,100,16871
1345.06,99,16871
1345.57,99,16871
1346.09,99,16871
1346.60,99,16871
1347.11,99,16871
1347.62,98,16871
1348.12,99,16871
1348.63,98,16871
1349.15,99,16871
1349.66,99,16871
1350.17,98,16871
1350.69,98,16871
1351.20,99,16871
1351.71,99,16871
1352.23,97,16871
1352.73,99,16871
1353.25,99,16871
1353.76,98,16871
1354.28,99,16871
1354.78,100,16871
1355.30,99,16871
1355.81,99,16871
1356.31,100,16871
1356.82,99,16871
1357.33,99,16871
1357.84,99,16871
1358.36,98,16871
1358.87,99,16871
1359.37,98,16871
1359.88,97,16871
1360.38,99,16871
1360.89,97,16871
1361.39,98,16871
1361.90,99,16871
1362.40,99,16871
1362.92,98,16871
1363.42,99,16871
1363.93,99,16871
1364.44,98,16871
1364.95,100,16871
1365.46,99,16871
1365.97,100,16871
1366.47,99,16871
1366.97,99,16871
1367.49,99,16871
1368.00,99,16871
1368.51,99,16871
1369.02,98,16871
1369.53,99,16871
1370.03,99,16871
1370.54,99,16871
1371.05,99,16871
1371.55,99,16871
1372.06,98,16871
1372.56,99,16871
1373.07,99,16871
1373.57,98,16871
1374.08,99,16871
1374.60,99,16871
1375.11,99,16871
1375.62,97,16871
1376.14,99,16871
1376.65,100,16871
1377.15,99,16871
1377.66,100,16871
1378.17,99,16871
1378.68,99,16871
1379.20,100,16871
1379.70,99,16871
1380.22,99,16871
1380.73,99,16871
1381.23,99,16871
1381.74,99,16871
1382.26,99,16871
1382.77,99,16871
1383.28,98,16871
1383.79,99,16871
1384.31,99,16871
1384.82,97,16871
1385.33,99,16871
1385.84,98,16871
1386.34,98,16871
1386.85,98,16871
1387.36,99,16876
1387.87,99,16876
1388.39,99,16876
1388.90,100,16876
1389.41,99,16876
1389.93,98,16876
1390.44,99,16876
1390.95,99,16875
1391.46,98,16875
1391.97,99,16875
1392.48,98,16871
1392.98,99,16871
1393.50,99,16871
1394.01,99,16871
1394.52,99,16871
1395.04,98,16871
1395.55,98,16871
1396.06,99,16871
1396.56,99,16871
1397.07,98,16871
1397.59,99,16871
1398.10,99,16871
1398.61,100,16871
1399.12,100,16871
1399.63,99,16879
1400.13,100,16880
1400.65,100,16880
1401.16,98,16880
1401.66,98,16871
1402.17,99,16871
1402.68,99,16871
1403.20,99,16871
1403.71,99,16871
1404.22,99,16871
1404.74,99,16871
1405.24,99,16871
1405.76,99,16871
1406.27,98,16871
1406.78,99,16871
1407.29,98,16871
1407.81,97,16871
1408.31,99,16871
1408.82,98,16871
1409.33,97,16871
1409.84,98,16871
1410.35,100,16871
1410.86,99,16871
1411.37,100,16871
1411.87,99,16871
1412.38,99,16871
1412.88,99,16871
1413.39,99,16871
1413.91,99,16871
1414.41,98,16871
1414.93,98,16871
1415.44,97,16871
1415.95,99,16871
1416.47,98,16871
1416.98,98,16871
1417.48,98,16871
1417.99,99,16871
1418.50,98,16871
1419.01,98,16871
1419.52,99,16871
1420.03,99,16871
1420.54,99,16871
1421.05,100,16871
1421.56,100,16871
1422.07,99,16871
1422.58,100,16871
1423.09,99,16871
1423.60,99,16871
1424.11,99,16871
1424.63,99,16871
1425.14,98,16871
1425.65,99,16871
1426.16,99,16871
1426.66,99,16871
1427.17,99,16871
1427.67,99,16871
1428.19,99,16871
1428.69,99,16871
1429.20,98,16871
1429.70,99,16871
1430.21,99,16871
1430.72,98,16871
1431.22,98,16871
1431.72,99,16871
1432.23,98,16871
1432.73,100,16871
1433.24,99,16871
1433.76,100,16871
1434.27,98,16871
1434.78,100,16871
1435.29,99,16871
1435.81,99,16871
1436.32,99,16871
1436.84,99,16871
1437.35,97,16871
1437.86,99,16871
1438.37,98,16871
1438.89,98,16871
1439.40,99,16871
1439.91,98,16871
1440.42,98,16871
1440.93,99,16871
1441.44,99,16871
1441.95,98,16871
1442.46,99,16871
1442.97,98,16871
1443.49,98,16871
1443.99,99,16871
1444.50,100,16871
1445.01,99,16871
1445.52,100,16871
1446.02,100,16871
1446.54,99,16871
1447.04,98,16871
1447.54,98,16876
1448.04,99,16876
1448.55,99,16876
1449.06,98,16876
1449.57,99,16876
1450.07,99,16876
1450.58,98,16876
1451.09,99,16876
1451.60,99,16876
1452.11,98,16875
1452.63,99,16875
1453.14,99,16871
1453.65,98,16871
1454.15,99,16871
1454.66,99,16871
1455.16,100,16871
1455.67,100,16871
1456.17,99,16871
1456.68,100,16871
1457.19,100,16871
1457.70,98,16871
1458.21,98,16871
1458.72,99,16871
1459.24,99,16871
1459.74,99,16879
1460.25,99,16881
1460.76,98,16883
1461.27,99,16885
1461.78,99,16885
1462.29,99,16885
1462.80,99,16872
1463.31,98,16872
1463.82,98,16872
1464.33,99,16872
1464.84,98,16872
1465.35,97,16872
1465.87,99,16872
1466.37,99,16872
1466.87,98,16872
1467.38,100,16872
1467.89,100,16872
1468.39,99,16872
1468.90,99,16872
1469.41,99,16872
1469.93,99,16872
1470.43,99,16872
1470.94,99,16872
1471.44,98,16872
1471.95,97,16872
1472.46,97,16872
1472.97,99,16872
1473.48,97,16872
1474.00,98,16872
1474.51,98,16872
1475.02,98,16872
1475.53,99,16872
1476.03,99,16872
1476.54,99,16872
1477.06,99,16872
1477.57,99,16872
1478.07,100,16872
1478.58,99,16872
1479.08,100,16872
1479.59,98,16872
1480.09,99,16872
1480.60,99,16872
1481.10,99,16872
1481.62,99,16872
1482.12,98,16872
1482.63,99,16872
1483.14,99,16872
1483.65,98,16872
1484.17,99,16872
1484.68,99,16872
1485.18,99,16872
1485.69,99,16872
1486.19,99,16872
1486.70,99,16872
1487.20,98,16872
1487.71,97,16872
1488.22,99,16872
1488.73,98,16872
1489.25,99,16872
1489.76,97,16872
1490.28,100,16872
1490.79,100,16872
1491.29,98,16872
1491.80,99,16872
1492.30,99,16872
1492.81,99,16872
1493.31,99,16872
1493.83,99,16872
1494.34,99,16872
1494.85,98,16872
1495.35,99,16872
1495.85,98,16872
1496.36,98,16872
1496.87,99,16872
1497.38,97,16872
1497.88,98,16872
1498.40,98,16872
1498.91,99,16872
1499.41,98,16872
1499.92,100,16872
1500.42,100,16872
1500.93,99,16872
1501.43,100,16872
1501.94,100,16872
1502.46,98,16872
1502.97,98,16872
1503.48,98,16872
1503.99,99,16872
1504.50,99,16872
1505.01,99,16872
1505.51,98,16872
1506.02,98,16872
1506.53,99,16872
1507.04,99,16872
1507.55,99,16876
1508.06,99,16876
1508.56,98,16876
1509.07,99,16876
1509.59,99,16876
1510.10,99,16876
1510.62,98,16876
1511.12,99,16876
1511.63,98,16876
1512.15,98,16876
1512.65,99,16876
1513.16,100,16872
1513.68,99,16872
1514.19,98,16872
1514.70,99,16872
1515.21,99,16872
1515.72,99,16872
1516.23,99,16872
1516.74,98,16872
1517.26,99,16872
1517.77,99,16872
1518.28,98,16872
1518.78,99,16872
1519.29,99,16872
