# source=flyvis 1.2.0 : connectome/fib25-fib19_v2.2.json; json_sha256=bfbb0766251ff09e22723d0ebbf7b14793e70b3ae8ad0eea64eac9d28223351a; compiled=FLYVIS_ROOT_DIR/connectome/ConnectomeFromAvgFilters_0000 (extent 15, n_syn_fill 1); script=results/genome/bank/extract_bank.py sha256=eea3815e8b0b79290d77b22dc3a5085bd8f3ee8ed4299ea1d449bc02b475f4c6; see bank.meta.json
pair_birth_id,src,tar,du,dv,n_syn,n_syn_json,sign,provenance,json_index,json_offset_order
3c6174ab5da5,Lawf2,L3,3,1,1.9090908765792847,1.9090909090909092,1,in_json,119,24
69418d53cf85,Lawf2,Lawf2,-3,-1,1.4,1.4,1,dropped,120,0
69418d53cf85,Lawf2,Lawf2,-2,-1,1.4,1.4,1,dropped,120,1
69418d53cf85,Lawf2,Lawf2,-1,-1,1.4,1.4,1,dropped,120,2
69418d53cf85,Lawf2,Lawf2,0,-1,1.4,1.4,1,dropped,120,3
69418d53cf85,Lawf2,Lawf2,1,-1,1.4,1.4,1,dropped,120,4
69418d53cf85,Lawf2,Lawf2,2,-1,1.4,1.4,1,dropped,120,5
69418d53cf85,Lawf2,Lawf2,3,-1,1.4,1.4,1,dropped,120,6
69418d53cf85,Lawf2,Lawf2,4,-1,1.4,1.4,1,dropped,120,7
69418d53cf85,Lawf2,Lawf2,-4,0,1.4,1.4,1,dropped,120,8
69418d53cf85,Lawf2,Lawf2,-3,0,1.399999976158142,1.4,1,in_json,120,9
69418d53cf85,Lawf2,Lawf2,-2,0,1.4,1.4,1,dropped,120,10
69418d53cf85,Lawf2,Lawf2,-1,0,1.4,1.4,1,dropped,120,11
69418d53cf85,Lawf2,Lawf2,1,0,1.4,1.4,1,dropped,120,12
69418d53cf85,Lawf2,Lawf2,2,0,1.4,1.4,1,dropped,120,13
69418d53cf85,Lawf2,Lawf2,3,0,1.399999976158142,1.4,1,in_json,120,14
69418d53cf85,Lawf2,Lawf2,4,0,1.4,1.4,1,dropped,120,15
69418d53cf85,Lawf2,Lawf2,-4,1,1.4,1.4,1,dropped,120,16
69418d53cf85,Lawf2,Lawf2,-3,1,1.4,1.4,1,dropped,120,17
69418d53cf85,Lawf2,Lawf2,-2,1,1.4,1.4,1,dropped,120,18
69418d53cf85,Lawf2,Lawf2,-1,1,1.4,1.4,1,dropped,120,19
69418d53cf85,Lawf2,Lawf2,0,1,1.4,1.4,1,dropped,120,20
69418d53cf85,Lawf2,Lawf2,1,1,1.4,1.4,1,dropped,120,21
69418d53cf85,Lawf2,Lawf2,2,1,1.4,1.4,1,dropped,120,22
69418d53cf85,Lawf2,Lawf2,3,1,1.4,1.4,1,dropped,120,23
69418d53cf85,Lawf2,Lawf2,0,0,1.0,,1,hull_filled,120,
a0def5452e33,Lawf2,Am,-3,-1,3.2727272510528564,3.272727272727273,1,in_json,121,0
a0def5452e33,Lawf2,Am,-2,-1,3.2727272510528564,3.272727272727273,1,in_json,121,1
a0def5452e33,Lawf2,Am,-1,-1,3.2727272510528564,3.272727272727273,1,in_json,121,2
a0def5452e33,Lawf2,Am,0,-1,3.2727272510528564,3.272727272727273,1,in_json,121,3
a0def5452e33,Lawf2,Am,1,-1,3.2727272510528564,3.272727272727273,1,in_json,121,4
a0def5452e33,Lawf2,Am,2,-1,3.2727272510528564,3.272727272727273,1,in_json,121,5
a0def5452e33,Lawf2,Am,3,-1,3.2727272510528564,3.272727272727273,1,in_json,121,6
a0def5452e33,Lawf2,Am,4,-1,3.2727272510528564,3.272727272727273,1,in_json,121,7
a0def5452e33,Lawf2,Am,-4,0,3.2727272510528564,3.272727272727273,1,in_json,121,8
a0def5452e33,Lawf2,Am,-3,0,3.2727272510528564,3.272727272727273,1,in_json,121,9
a0def5452e33,Lawf2,Am,-2,0,3.2727272510528564,3.272727272727273,1,in_json,121,10
a0def5452e33,Lawf2,Am,-1,0,3.2727272510528564,3.272727272727273,1,in_json,121,11
a0def5452e33,Lawf2,Am,0,0,3.2727272510528564,3.272727272727273,1,in_json,121,12
a0def5452e33,Lawf2,Am,1,0,3.2727272510528564,3.272727272727273,1,in_json,121,13
a0def5452e33,Lawf2,Am,2,0,3.2727272510528564,3.272727272727273,1,in_json,121,14
a0def5452e33,Lawf2,Am,3,0,3.2727272510528564,3.272727272727273,1,in_json,121,15
a0def5452e33,Lawf2,Am,4,0,3.2727272510528564,3.272727272727273,1,in_json,121,16
a0def5452e33,Lawf2,Am,-4,1,3.2727272510528564,3.272727272727273,1,in_json,121,17
a0def5452e33,Lawf2,Am,-3,1,3.2727272510528564,3.272727272727273,1,in_json,121,18
a0def5452e33,Lawf2,Am,-2,1,3.2727272510528564,3.272727272727273,1,in_json,121,19
a0def5452e33,Lawf2,Am,-1,1,3.2727272510528564,3.272727272727273,1,in_json,121,20
a0def5452e33,Lawf2,Am,0,1,3.2727272510528564,3.272727272727273,1,in_json,121,21
a0def5452e33,Lawf2,Am,1,1,3.2727272510528564,3.272727272727273,1,in_json,121,22
a0def5452e33,Lawf2,Am,2,1,3.2727272510528564,3.272727272727273,1,in_json,121,23
a0def5452e33,Lawf2,Am,3,1,3.2727272510528564,3.272727272727273,1,in_json,121,24
f087ac945f65,Am,R1,0,0,1.0,1,-1,in_json,122,0
9b8688e42334,Am,R2,0,0,1.0,1,-1,in_json,123,0
1e83a82e5c40,Am,R4,0,0,2.0,2,-1,in_json,124,0
c76d4e39de2d,Am,R5,0,0,2.0,2,-1,in_json,125,0
7f36cc9fe4e0,Am,L1,0,0,1.0,1,1,in_json,126,0
51e1a8237a96,Am,L2,0,0,4.0,4,-1,in_json,127,0
e6842946cc29,Am,L3,0,0,14.0,14,-1,in_json,128,0
f356949efd24,Am,L4,0,0,5.0,5,-1,in_json,129,0
21ffbb33d36c,Am,C2,0,0,1.0,1,-1,in_json,130,0
e8e99be360fe,Am,C3,0,0,1.0,1,-1,in_json,131,0
99c796503da4,Am,T1,0,0,63.0,63,1,in_json,132,0
df940f36bde0,C2,L1,0,0,18.454545974731445,18.454545454545453,1,in_json,133,0
72c62138dfc1,C2,L2,0,0,11.5,11.5,1,in_json,134,0
c62711971002,C2,L3,0,0,3.200000047683716,3.2,-1,in_json,135,0
1ca0d8f910da,C2,L4,0,1,6.44444465637207,6.444444444444445,-1,in_json,136,0
1ca0d8f910da,C2,L4,-1,1,5.666666507720947,5.666666666666667,-1,in_json,136,1
86123b231217,C2,L5,0,0,19.454545974731445,19.454545454545453,-1,in_json,137,0
238b249ef926,C2,Lawf2,0,1,5.0,5,-1,in_json,138,0
238b249ef926,C2,Lawf2,-1,1,5.0,5,-1,in_json,138,1
238b249ef926,C2,Lawf2,0,0,5.0,5,-1,in_json,138,2
238b249ef926,C2,Lawf2,-2,1,5.0,5,-1,in_json,138,3
238b249ef926,C2,Lawf2,-1,0,5.0,5,-1,in_json,138,4
238b249ef926,C2,Lawf2,-2,0,5.0,5,-1,in_json,138,5
238b249ef926,C2,Lawf2,-1,2,5.0,5,-1,in_json,138,6
238b249ef926,C2,Lawf2,-2,2,5.0,5,-1,in_json,138,7
238b249ef926,C2,Lawf2,2,-1,5.0,5,-1,in_json,138,8
238b249ef926,C2,Lawf2,2,-2,5.0,5,-1,in_json,138,9
238b249ef926,C2,Lawf2,2,0,5.0,5,-1,in_json,138,10
238b249ef926,C2,Lawf2,1,1,5.0,5,-1,in_json,138,11
238b249ef926,C2,Lawf2,1,-2,5.0,5,-1,in_json,138,12
238b249ef926,C2,Lawf2,0,-2,5.0,5,-1,in_json,138,13
238b249ef926,C2,Lawf2,-1,-1,5.0,5,-1,in_json,138,14
238b249ef926,C2,Lawf2,0,-1,5.0,5,-1,in_json,138,15
238b249ef926,C2,Lawf2,1,0,5.0,5,-1,in_json,138,16
238b249ef926,C2,Lawf2,1,-1,5.0,5,-1,in_json,138,17
238b249ef926,C2,Lawf2,0,2,5.0,5,-1,in_json,138,18
d29ae87a9af9,C2,Am,0,0,8.0,8,-1,in_json,139,0
c5440d266bfa,C2,Mi1,0,0,10.727272987365723,10.727272727272727,-1,in_json,140,0
78302d5f04f0,C2,T1,0,0,3.454545497894287,3.4545454545454546,-1,in_json,141,0
749598e6d533,C2,T2,-1,1,1.6666666269302368,1.6666666666666667,-1,in_json,142,0
24a1f6bafcf6,C2,T4a,-4,2,1.2000000476837158,1.2,-1,in_json,143,0
3b0ff6ce6d57,C2,Tm1,0,0,5.400000095367432,5.4,-1,in_json,144,0
96d1c15752ca,C2,Tm9,0,0,3.3333332538604736,3.3333333333333335,-1,in_json,145,0
f5f8434ea743,C2,TmY14,1,0,1.5,1.5,-1,in_json,146,0
8165d0a06315,C3,R3,-2,1,1.0,1,-1,in_json,147,0
a7a231f0db34,C3,L1,0,0,6.0,6,1,in_json,148,0
1d57e6485786,C3,L2,0,0,56.125,56.125,1,in_json,149,0
94fe890a6095,C3,L3,0,0,1.0,1,-1,in_json,150,0
623f4ec0e556,C3,L5,0,0,9.333333015441895,9.333333333333334,-1,in_json,151,0
0cc1ae204b61,C3,Lawf2,0,1,5.0,5,-1,in_json,152,0
0cc1ae204b61,C3,Lawf2,-1,1,5.0,5,-1,in_json,152,1
0cc1ae204b61,C3,Lawf2,0,0,5.0,5,-1,in_json,152,2
0cc1ae204b61,C3,Lawf2,-2,1,5.0,5,-1,in_json,152,3
0cc1ae204b61,C3,Lawf2,-1,0,5.0,5,-1,in_json,152,4
0cc1ae204b61,C3,Lawf2,-2,0,5.0,5,-1,in_json,152,5
0cc1ae204b61,C3,Lawf2,-1,2,5.0,5,-1,in_json,152,6
0cc1ae204b61,C3,Lawf2,-2,2,5.0,5,-1,in_json,152,7
0cc1ae204b61,C3,Lawf2,2,-1,5.0,5,-1,in_json,152,8
0cc1ae204b61,C3,Lawf2,2,-2,5.0,5,-1,in_json,152,9
0cc1ae204b61,C3,Lawf2,2,0,5.0,5,-1,in_json,152,10
0cc1ae204b61,C3,Lawf2,1,1,5.0,5,-1,in_json,152,11
0cc1ae204b61,C3,Lawf2,1,-2,5.0,5,-1,in_json,152,12
0cc1ae204b61,C3,Lawf2,0,-2,5.0,5,-1,in_json,152,13
0cc1ae204b61,C3,Lawf2,-1,-1,5.0,5,-1,in_json,152,14
0cc1ae204b61,C3,Lawf2,0,-1,5.0,5,-1,in_json,152,15
0cc1ae204b61,C3,Lawf2,1,0,5.0,5,-1,in_json,152,16
0cc1ae204b61,C3,Lawf2,1,-1,5.0,5,-1,in_json,152,17
0cc1ae204b61,C3,Lawf2,0,2,5.0,5,-1,in_json,152,18
1d7d4262e341,C3,Am,0,0,22.0,22,-1,in_json,153,0
cf8f8cc4a817,C3,CT1(M10),0,0,1.1304347515106201,1.1304347826086956,-1,in_json,154,0
1d58da322947,C3,Mi1,0,0,3.9200000762939453,3.92,-1,in_json,155,0
c3aa1c56264a,C3,Mi4,0,0,2.119999885559082,2.12,-1,in_json,156,0
6f260f8a7d92,C3,Mi9,0,0,11.727272987365723,11.727272727272727,-1,in_json,157,0
6d745c8d07ef,C3,T1,0,0,128.60000610351562,128.6,-1,in_json,158,0
bdb02d6e8839,C3,T2,0,1,3.555555582046509,3.5555555555555554,-1,in_json,159,0
bdb02d6e8839,C3,T2,-1,1,3.0,3,-1,in_json,159,1
bdb02d6e8839,C3,T2,-1,2,2.8333332538604736,2.8333333333333335,-1,in_json,159,2
bdb02d6e8839,C3,T2,0,0,4.400000095367432,4.4,-1,in_json,159,3
2333c3a19c62,C3,T4a,0,1,2.3043477535247803,2.3043478260869565,-1,in_json,160,0
2333c3a19c62,C3,T4a,-1,1,7.400000095367432,7.4,-1,in_json,160,1
bd7a2e470931,C3,T4b,0,-1,2.7200000286102295,2.72,-1,in_json,161,0
bd7a2e470931,C3,T4b,1,-1,2.5,2.5,-1,in_json,161,1
1bb2961ba407,C3,T4c,1,0,2.4285714626312256,2.4285714285714284,-1,in_json,162,0
1bb2961ba407,C3,T4c,1,-1,1.7777777910232544,1.7777777777777777,-1,in_json,162,1
bf624d8675d2,C3,T4d,-1,0,4.5,4.5,-1,in_json,163,0
bf624d8675d2,C3,T4d,1,1,1.0,1,-1,in_json,163,1
bf624d8675d2,C3,T4d,-1,1,1.0,1,-1,in_json,163,2
bf624d8675d2,C3,T4d,0,1,1.0,,-1,hull_filled,163,
7ae6bb736742,C3,Tm1,0,0,16.090909957885742,16.09090909090909,-1,in_json,164,0
b3b0ae57e4d8,C3,Tm2,0,0,1.5199999809265137,1.52,-1,in_json,165,0
d35f3c869f68,C3,Tm4,-1,0,1.1428571939468384,1.1428571428571428,-1,in_json,166,0
d35f3c869f68,C3,Tm4,0,1,7.666666507720947,7.666666666666667,-1,in_json,166,1
d35f3c869f68,C3,Tm4,-1,1,7.111111164093018,7.111111111111111,-1,in_json,166,2
d35f3c869f68,C3,Tm4,-1,2,3.0,3,-1,in_json,166,3
d35f3c869f68,C3,Tm4,0,2,1.0,1,-1,in_json,166,4
d35f3c869f68,C3,Tm4,0,0,3.555555582046509,3.5555555555555554,-1,in_json,166,5
8dc8e8da90c3,C3,Tm9,0,0,2.444444417953491,2.4444444444444446,-1,in_json,167,0
e900c0f9f91a,C3,Tm20,0,0,6.800000190734863,6.8,-1,in_json,168,0
6a790b7f8515,CT1(Lo1),T5a,0,1,6.12863302230835,6.12863283450829,-1,in_json,169,0
6a790b7f8515,CT1(Lo1),T5a,-1,1,9.382027626037598,9.382027419272763,-1,in_json,169,1
6a790b7f8515,CT1(Lo1),T5a,-1,2,4.881271839141846,4.881271821858781,-1,in_json,169,2
6a790b7f8515,CT1(Lo1),T5a,0,2,2.5690903663635254,2.5690904325572537,-1,in_json,169,3
6a790b7f8515,CT1(Lo1),T5a,-6,4,5.769749164581299,5.769748929784831,-1,in_json,169,4
6a790b7f8515,CT1(Lo1),T5a,-4,4,2.3228859901428223,2.3228859327705167,-1,in_json,169,5
6a790b7f8515,CT1(Lo1),T5a,-2,3,2.124316692352295,2.124316651420779,-1,in_json,169,6
6a790b7f8515,CT1(Lo1),T5a,0,0,1.822026014328003,1.8220259778267889,-1,in_json,169,7
6a790b7f8515,CT1(Lo1),T5a,-5,4,1.0,,-1,hull_filled,169,
6a790b7f8515,CT1(Lo1),T5a,-4,3,1.0,,-1,hull_filled,169,
6a790b7f8515,CT1(Lo1),T5a,-3,2,1.0,,-1,hull_filled,169,
6a790b7f8515,CT1(Lo1),T5a,-3,3,1.0,,-1,hull_filled,169,
6a790b7f8515,CT1(Lo1),T5a,-2,2,1.0,,-1,hull_filled,169,
1aaf0ec0bb8d,CT1(Lo1),T5b,0,-1,8.783177375793457,8.783177164368235,-1,in_json,170,0
1aaf0ec0bb8d,CT1(Lo1),T5b,0,-2,5.060619831085205,5.060619655251229,-1,in_json,170,1
1aaf0ec0bb8d,CT1(Lo1),T5b,1,-2,2.6499245166778564,2.6499244740224617,-1,in_json,170,2
1aaf0ec0bb8d,CT1(Lo1),T5b,1,-1,7.229456424713135,7.229456650358899,-1,in_json,170,3
1aaf0ec0bb8d,CT1(Lo1),T5b,-3,-3,4.554557800292969,4.554557689726106,-1,in_json,170,4
1aaf0ec0bb8d,CT1(Lo1),T5b,0,0,2.722264289855957,2.7222643662730746,-1,in_json,170,5
1aaf0ec0bb8d,CT1(Lo1),T5b,-2,-2,1.0,,-1,hull_filled,170,
1aaf0ec0bb8d,CT1(Lo1),T5b,-1,-2,1.0,,-1,hull_filled,170,
1aaf0ec0bb8d,CT1(Lo1),T5b,-1,-1,1.0,,-1,hull_filled,170,
498eaa1af5b6,CT1(Lo1),T5c,-1,1,6.497471809387207,6.4974719178290155,-1,in_json,171,0
498eaa1af5b6,CT1(Lo1),T5c,1,0,21.696697235107422,21.69669664893563,-1,in_json,171,1
498eaa1af5b6,CT1(Lo1),T5c,1,-1,10.805831909179688,10.805831433235351,-1,in_json,171,2
498eaa1af5b6,CT1(Lo1),T5c,0,0,1.0,,-1,hull_filled,171,
48e2d52caed7,CT1(Lo1),T5d,-1,0,21.430313110351562,21.430312880942704,-1,in_json,172,0
48e2d52caed7,CT1(Lo1),T5d,-1,1,6.509549140930176,6.509548963835838,-1,in_json,172,1
48e2d52caed7,CT1(Lo1),T5d,0,-1,7.281592845916748,7.2815928484355945,-1,in_json,172,2
48e2d52caed7,CT1(Lo1),T5d,0,0,4.778545379638672,4.778545306785859,-1,in_json,172,3
423f46bc4280,CT1(Lo1),Tm1,0,0,2.799999952316284,2.8,-1,in_json,173,0
b6a646d6a597,CT1(Lo1),Tm9,0,0,19.68000030517578,19.68,-1,in_json,174,0
9e68aa17edcb,CT1(M10),C3,0,0,1.1739130020141602,1.173913043478261,-1,in_json,175,0
e9127be1bfb4,CT1(M10),Mi1,0,0,7.0638298988342285,7.0638297872340425,-1,in_json,176,0
1da8fd4c5435,CT1(M10),T4a,-1,0,1.7142857313156128,1.7142857142857144,-1,in_json,177,0
1da8fd4c5435,CT1(M10),T4a,-2,0,1.0,1.0000000000000002,-1,in_json,177,1
1da8fd4c5435,CT1(M10),T4a,0,1,3.0,3.000000000000001,-1,in_json,177,2
1da8fd4c5435,CT1(M10),T4a,-1,1,9.285714149475098,9.285714285714288,-1,in_json,177,3
1da8fd4c5435,CT1(M10),T4a,1,0,1.6666666269302368,1.666666666666667,-1,in_json,177,4
1da8fd4c5435,CT1(M10),T4a,0,0,1.3050847053527832,1.3050847457627122,-1,in_json,177,5
f1f362187f46,CT1(M10),T4b,-1,0,1.2999999523162842,1.3,-1,in_json,178,0
f1f362187f46,CT1(M10),T4b,0,-1,6.55555534362793,6.555555555555556,-1,in_json,178,1
f1f362187f46,CT1(M10),T4b,1,-1,2.7142856121063232,2.7142857142857144,-1,in_json,178,2
f1f362187f46,CT1(M10),T4b,0,0,1.5555555820465088,1.5555555555555556,-1,in_json,178,3
271873adb666,CT1(M10),T4c,1,1,2.0,1.9999999999999998,-1,in_json,179,0
271873adb666,CT1(M10),T4c,0,1,1.0,0.9999999999999999,-1,in_json,179,1
271873adb666,CT1(M10),T4c,-1,1,1.0,0.9999999999999999,-1,in_json,179,2
271873adb666,CT1(M10),T4c,1,0,7.142857074737549,7.142857142857142,-1,in_json,179,3
271873adb666,CT1(M10),T4c,1,-1,2.2857143878936768,2.2857142857142856,-1,in_json,179,4
271873adb666,CT1(M10),T4c,0,0,1.0909091234207153,1.0909090909090906,-1,in_json,179,5
e27a08951308,CT1(M10),T4d,-1,0,9.125,9.125,-1,in_json,180,0
e27a08951308,CT1(M10),T4d,-2,0,1.0,0.9999999999999999,-1,in_json,180,1
e27a08951308,CT1(M10),T4d,1,1,2.75,2.75,-1,in_json,180,2
e27a08951308,CT1(M10),T4d,0,1,1.0,0.9999999999999999,-1,in_json,180,3
e27a08951308,CT1(M10),T4d,-1,1,1.1111111640930176,1.1111111111111112,-1,in_json,180,4
e27a08951308,CT1(M10),T4d,0,-1,1.3333333730697632,1.3333333333333333,-1,in_json,180,5
e27a08951308,CT1(M10),T4d,0,0,1.8888888359069824,1.8888888888888886,-1,in_json,180,6
c20fd147fa33,Mi1,L1,0,0,26.285715103149414,26.285714285714285,1,in_json,181,0
219f36eed813,Mi1,L5,0,0,4.92307710647583,4.923076923076923,1,in_json,182,0
27b57a289b1b,Mi1,C2,0,1,2.777777671813965,2.7777777777777777,1,in_json,183,0
27b57a289b1b,Mi1,C2,-1,1,2.454545497894287,2.4545454545454546,1,in_json,183,1
27b57a289b1b,Mi1,C2,2,-2,1.600000023841858,1.6,1,in_json,183,2
27b57a289b1b,Mi1,C2,-1,2,1.4444444179534912,1.4444444444444444,1,in_json,183,3
27b57a289b1b,Mi1,C2,1,0,3.6666667461395264,3.6666666666666665,1,in_json,183,4
27b57a289b1b,Mi1,C2,1,-2,2.200000047683716,2.2,1,in_json,183,5
27b57a289b1b,Mi1,C2,1,-1,2.6666667461395264,2.6666666666666665,1,in_json,183,6
27b57a289b1b,Mi1,C2,-1,3,1.1666666269302368,1.1666666666666667,1,in_json,183,7
27b57a289b1b,Mi1,C2,0,0,4.909090995788574,4.909090909090909,1,in_json,183,8
27b57a289b1b,Mi1,C2,2,-4,2.3333332538604736,2.3333333333333335,1,in_json,183,9
27b57a289b1b,Mi1,C2,2,-3,1.5,1.5,1,in_json,183,10
27b57a289b1b,Mi1,C2,2,-1,1.6666666269302368,1.6666666666666667,1,in_json,183,11
27b57a289b1b,Mi1,C2,1,2,1.25,1.25,1,in_json,183,12
27b57a289b1b,Mi1,C2,0,2,1.0,,1,hull_filled,183,
27b57a289b1b,Mi1,C2,1,1,1.0,,1,hull_filled,183,
19b185c89187,Mi1,C3,0,0,8.960000038146973,8.96,1,in_json,184,0
6c4eac100549,Mi1,CT1(M10),0,0,4.319149017333984,4.319148936170213,1,in_json,185,0
ea82d688fd99,Mi1,Mi2,-1,0,4.5,4.5,1,in_json,186,0
ea82d688fd99,Mi1,Mi2,0,1,2.799999952316284,2.8,1,in_json,186,1
ea82d688fd99,Mi1,Mi2,-1,1,2.1666667461395264,2.1666666666666665,1,in_json,186,2
ea82d688fd99,Mi1,Mi2,-1,2,1.0,1,1,in_json,186,3
ea82d688fd99,Mi1,Mi2,0,-1,2.0,2,1,in_json,186,4
ea82d688fd99,Mi1,Mi2,0,0,9.166666984558105,9.166666666666666,1,in_json,186,5
c32eba3f85ac,Mi1,Mi4,0,0,11.833333015441895,11.833333333333334,1,in_json,187,0
cb0b5dc29c76,Mi1,Mi9,0,0,10.5600004196167,10.56,1,in_json,188,0
64b4ad452803,Mi1,Mi10,-1,0,1.0,1,1,in_json,189,0
64b4ad452803,Mi1,Mi10,1,0,1.0,1,1,in_json,189,1
607facef5525,Mi1,Mi12,0,1,1.125,1.125,1,in_json,190,0
0f1422bae278,Mi1,Mi13,0,-1,1.0,1,1,in_json,191,0
c566ca14a8b2,Mi1,Mi14,0,1,1.6666666269302368,1.6666666666666667,1,in_json,192,0
c566ca14a8b2,Mi1,Mi14,0,0,2.3333332538604736,2.3333333333333335,1,in_json,192,1
4b1da44e7638,Mi1,Mi15,0,0,3.875,3.875,1,in_json,193,0
1e69236e4948,Mi1,T2,0,1,5.5,5.5,1,in_json,194,0
1e69236e4948,Mi1,T2,-1,1,4.454545497894287,4.454545454545454,1,in_json,194,1
1e69236e4948,Mi1,T2,-1,2,1.2000000476837158,1.2,1,in_json,194,2
1e69236e4948,Mi1,T2,0,0,4.7272725105285645,4.7272727272727275,1,in_json,194,3
800e45bdbaee,Mi1,T2a,0,1,10.5,10.5,1,in_json,195,0
800e45bdbaee,Mi1,T2a,-1,1,4.5,4.5,1,in_json,195,1
800e45bdbaee,Mi1,T2a,-1,2,3.700000047683716,3.7,1,in_json,195,2
800e45bdbaee,Mi1,T2a,0,0,3.3333332538604736,3.3333333333333335,1,in_json,195,3
56aa969bdc83,Mi1,T3,-1,0,7.375,7.375,1,in_json,196,0
56aa969bdc83,Mi1,T3,0,1,2.0,2,1,in_json,196,1
56aa969bdc83,Mi1,T3,-1,1,4.777777671813965,4.777777777777778,1,in_json,196,2
56aa969bdc83,Mi1,T3,2,-1,3.5999999046325684,3.6,1,in_json,196,3
56aa969bdc83,Mi1,T3,1,0,6.142857074737549,6.142857142857143,1,in_json,196,4
56aa969bdc83,Mi1,T3,0,-1,1.2999999523162842,1.3,1,in_json,196,5
56aa969bdc83,Mi1,T3,1,-1,2.75,2.75,1,in_json,196,6
56aa969bdc83,Mi1,T3,0,0,22.0,22,1,in_json,196,7
e438af8fab0d,Mi1,T4a,-1,0,13.736448287963867,13.736448168879368,1,in_json,197,0
e438af8fab0d,Mi1,T4a,1,1,0.8618947863578796,0.8618947870669407,1,in_json,197,1
e438af8fab0d,Mi1,T4a,0,1,3.453104019165039,3.4531041148515254,1,in_json,197,2
e438af8fab0d,Mi1,T4a,-1,1,3.6710333824157715,3.6710333523221546,1,in_json,197,3
e438af8fab0d,Mi1,T4a,2,-1,0.8978070616722107,0.8978070698613966,1,in_json,197,4
e438af8fab0d,Mi1,T4a,1,0,4.5146870613098145,4.514686979874451,1,in_json,197,5
e438af8fab0d,Mi1,T4a,0,-1,1.4364913702011108,1.4364913117782345,1,in_json,197,6
e438af8fab0d,Mi1,T4a,1,-1,0.7182456851005554,0.7182456558891173,1,in_json,197,7
e438af8fab0d,Mi1,T4a,0,0,20.749319076538086,20.74931894790783,1,in_json,197,8
e438af8fab0d,Mi1,T4a,2,0,1.4364913702011108,1.4364913117782345,1,in_json,197,9
e438af8fab0d,Mi1,T4a,-4,1,1.8355166912078857,1.8355166761610773,1,in_json,197,10
e438af8fab0d,Mi1,T4a,2,2,0.8208521604537964,0.8208521781589911,1,in_json,197,11
e438af8fab0d,Mi1,T4a,1,3,3.9104485511779785,3.9104485709518606,1,in_json,197,12
e438af8fab0d,Mi1,T4a,1,4,0.9576608538627625,0.957660874518823,1,in_json,197,13
e438af8fab0d,Mi1,T4a,-3,1,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,-2,0,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,-2,1,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,-2,2,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,-1,2,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,0,2,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,0,3,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,1,2,1.0,,1,hull_filled,197,
e438af8fab0d,Mi1,T4a,2,1,1.0,,1,hull_filled,197,
ef8f392c4c23,Mi1,T4b,-1,0,4.06332540512085,4.0633254409708615,1,in_json,198,0
ef8f392c4c23,Mi1,T4b,0,1,4.113490104675293,4.113489952587785,1,in_json,198,1
ef8f392c4c23,Mi1,T4b,-1,1,5.3274712562561035,5.327471133717352,1,in_json,198,2
ef8f392c4c23,Mi1,T4b,-2,1,1.5479334592819214,1.5479335013222328,1,in_json,198,3
ef8f392c4c23,Mi1,T4b,2,-3,1.0207387208938599,1.0207387581182839,1,in_json,198,4
ef8f392c4c23,Mi1,T4b,1,0,3.724714994430542,3.724714987556623,1,in_json,198,5
ef8f392c4c23,Mi1,T4b,0,-1,3.3108577728271484,3.310857766716998,1,in_json,198,6
ef8f392c4c23,Mi1,T4b,1,-1,3.611844778060913,3.6118448364185434,1,in_json,198,7
ef8f392c4c23,Mi1,T4b,0,0,23.17600440979004,23.176004367018987,1,in_json,198,8
ef8f392c4c23,Mi1,T4b,1,2,1.1036192178726196,1.1036192555723328,1,in_json,198,9
ef8f392c4c23,Mi1,T4b,1,-2,1.0,,1,hull_filled,198,
ef8f392c4c23,Mi1,T4b,1,1,1.0,,1,hull_filled,198,
89a6f3630971,Mi1,T4c,-1,0,2.9245340824127197,2.9245341716534643,1,in_json,199,0
89a6f3630971,Mi1,T4c,1,1,1.698116660118103,1.6981166157987857,1,in_json,199,1
89a6f3630971,Mi1,T4c,0,1,7.756828784942627,7.756828985747539,1,in_json,199,2
89a6f3630971,Mi1,T4c,-1,1,3.490572929382324,3.490573043586393,1,in_json,199,3
89a6f3630971,Mi1,T4c,-2,1,5.660388946533203,5.660388719329286,1,in_json,199,4
89a6f3630971,Mi1,T4c,1,0,4.952840328216553,4.952840129413125,1,in_json,199,5
89a6f3630971,Mi1,T4c,0,-1,4.245291709899902,4.245291539496964,1,in_json,199,6
89a6f3630971,Mi1,T4c,0,2,2.264155387878418,2.2641554877317143,1,in_json,199,7
89a6f3630971,Mi1,T4c,1,-1,7.510900497436523,7.510900416033091,1,in_json,199,8
89a6f3630971,Mi1,T4c,0,0,20.39191246032715,20.39191320681448,1,in_json,199,9
89a6f3630971,Mi1,T4c,2,0,1.0613229274749756,1.061322884874241,1,in_json,199,10
89a6f3630971,Mi1,T4c,-3,1,1.886796236038208,1.8867962397764286,1,in_json,199,11
