# source=flyvis 1.2.0 : connectome/fib25-fib19_v2.2.json; json_sha256=bfbb0766251ff09e22723d0ebbf7b14793e70b3ae8ad0eea64eac9d28223351a; compiled=FLYVIS_ROOT_DIR/connectome/ConnectomeFromAvgFilters_0000 (extent 15, n_syn_fill 1); script=results/genome/bank/extract_bank.py sha256=eea3815e8b0b79290d77b22dc3a5085bd8f3ee8ed4299ea1d449bc02b475f4c6; see bank.meta.json; birth_id=sha256('cs-birth-v1|type|NAME' or 'cs-birth-v1|pair|SRC->TAR')[:12]; next_display_no=671; rule=REGISTRY.md
birth_id,display_no,kind,birth_key,generation_born,parent_ids,src_birth_id,tar_birth_id,expressed_in_compiled_bank,content_sha256
a33ee6c4d9fb,143,pair,pair:L2>Tm2,0,,36f25ce16c8f,1716679973ed,True,74f01f12f3393e5f1c3533980dc1ffacfed9a0cffa6a0c8a5cb18e5128a25cb3
5f6db25d06b7,144,pair,pair:L2>Tm20,0,,36f25ce16c8f,5202f2beeefe,True,578ca904b0a26d1d0f7b135db357371a10786ab82080f0463ba5bea447a1a5d8
4e86cd97cc49,145,pair,pair:L2>Tm4,0,,36f25ce16c8f,8f9d79739978,True,e724c491f733865466f9baa9adbfa1e8ddf0cb091f6afa16e01e690873c883b9
6cccba15bdff,146,pair,pair:L2>TmY3,0,,36f25ce16c8f,607b8ed34a33,True,4c37873c1dfbbf40807612aa3151665e72bd97f1c64084316ef8a79b19190d59
28618ec2630e,147,pair,pair:L3>C3,0,,fd5e84317740,6182a4f16e6d,True,9e54bc2c4a4e92950b65683d9a24b6bc82fa37da14528ca38324513511861ca0
f2d60e24efa8,148,pair,pair:L3>Lawf1,0,,fd5e84317740,2627beca1340,True,1646ba4ddbaed172274ae1773de8ee03f5552f8f1c1d0553788af28b11b6749a
16fb5e431857,149,pair,pair:L3>Mi1,0,,fd5e84317740,af1ee12c7a13,True,1e97da6c3fd61f0608817362485a1a07446e7b0f4ded3581a3e58b4bcc88cef9
48910ae6cc98,150,pair,pair:L3>Mi13,0,,fd5e84317740,7fd7d345df8e,True,8c22269f53c36b6f51eca72b2461eef545c35fb4b32fc3c8f2cbb65fb4a183b4
543da8f277ff,151,pair,pair:L3>Mi15,0,,fd5e84317740,4dd1eb26b0df,True,e8a6444c77a00ccb0944dfdc433fc74bf96e84d857ef548e932650815506f741
9ab58b7faead,152,pair,pair:L3>Mi2,0,,fd5e84317740,8d98b9eb6175,True,2d0f591f7da62e67c795fdf8b3f6e160056e88f40a1625e1ff08b69f788e9f42
4dca5df1d84f,153,pair,pair:L3>Mi9,0,,fd5e84317740,760f78ba3287,True,df880d4ba42a7154dd708ef4047b50cbb74ed9a6f5abe34a3473a6c2e03bfff1
108b06d7106d,154,pair,pair:L3>Tm20,0,,fd5e84317740,5202f2beeefe,True,b81772515d78f78dea30befc151581d920038dbd128ccf4765c2a3255ada62be
2fcb8e229ce9,155,pair,pair:L3>Tm28,0,,fd5e84317740,0a8ba80929dc,True,0fc1017e7ba2b68bda33149763cb5666b3a9fb15b31396bda9a317aa25eba983
64d73d7f83b9,156,pair,pair:L3>Tm3,0,,fd5e84317740,1d04dc9e4e44,True,f23b4b3ee2cc14d04362447910ab448867650550cca593068abd8fbf80ee3e2d
eefad9c5396c,157,pair,pair:L3>Tm5Y,0,,fd5e84317740,05257d37421c,True,c8c548445ebbd62cade22cfd7dc319ac18ddea61970f4f5f52b1b678ac22852c
1e5cf347d47f,158,pair,pair:L3>Tm5a,0,,fd5e84317740,e2174a9084c8,True,3e766ec8670421c2f0ce771f21c66a1855ad77a9731ef504960f37590611e2fa
73f65ed9896e,159,pair,pair:L3>Tm5c,0,,fd5e84317740,2455576c666d,True,f4286980dcf9dc5e6330a3f1a35ebe13c87944f0164353e8538385308a997a02
1456ab86d536,160,pair,pair:L3>Tm9,0,,fd5e84317740,d00cef6913df,True,b61beae225611349fb8f90274fa724509144243ae7ff40973c3599b2bf2e9b97
dce025e45a8d,161,pair,pair:L3>TmY10,0,,fd5e84317740,d1d3392c46d1,True,4f1291ef7167adb085cb4f85d83dd9bed2a12dc4d5babf8604d8119ed902f8f0
e38658196a84,162,pair,pair:L3>TmY9,0,,fd5e84317740,7af2610d274e,True,ab74be55292dcef6f50f72825cc7ec69a6b42fb744f601795d819355fbac0054
839d0f2e12ea,163,pair,pair:L4>Am,0,,7c19534e0d84,ae7eec9cc6aa,True,bcd915675ed2adfceedf0f8be3654e2541381d9a93ba6e522cdf877ffb726171
94b486cf7d4e,164,pair,pair:L4>L2,0,,7c19534e0d84,36f25ce16c8f,True,07e83eca7c44c05c29b5d75d64fea7cbcc09e29df0159291baa2bc0059636e35
c5f88f2e6bec,165,pair,pair:L4>L3,0,,7c19534e0d84,fd5e84317740,True,d1ef4d296c02428b674bb8d800c92dacbe06229d7f97a29954c99e282691fa98
cb15116811d5,166,pair,pair:L4>L4,0,,7c19534e0d84,7c19534e0d84,True,c0af71a214d8b4e35c6a19a8c02dfa2225613c98d23d30421c6206fe98f86f6b
8ee85c6c9b6a,167,pair,pair:L4>L5,0,,7c19534e0d84,cc98a8db805e,True,40cc4103a947c95752cd326f60fc64ddecb46a2b0d3d329968b422b63825214f
b74cd03dc368,168,pair,pair:L4>Mi9,0,,7c19534e0d84,760f78ba3287,True,4d06b1c02ac4a5fa4430826b8919f3bd8764ce24b9d8e4a8d2e283d4a64853dc
3d3ee06f4f53,169,pair,pair:L4>R1,0,,7c19534e0d84,9654b247b494,True,b74a9b0d08f37b724b920cd6ca436add376e0d7576ffbda5a6764478943532d2
9404f2195fac,170,pair,pair:L4>R2,0,,7c19534e0d84,b075082bb026,True,80067aeebe6dcefbc5818238194162e66e2f8402dccf9c937545b1a106cd5d8f
82be9f671527,171,pair,pair:L4>R3,0,,7c19534e0d84,a9358d78ca90,True,f8f77acdaf7ed27a775285838bda66043fb860872a899b986161fe5c1e916ff1
72d9bdcec699,172,pair,pair:L4>R4,0,,7c19534e0d84,d54d0db004dc,True,45e85a0bef7e6a8ea90b1c8c08c31c3cdc3d531fdbcf670cb1799045d5ad0eaf
50cf1060151d,173,pair,pair:L4>R5,0,,7c19534e0d84,bf135de1db2a,True,bf2871da666a826c234f3f097e60374f4d9a937721e0fa533f099a35a86470ff
d02432531ce9,174,pair,pair:L4>R6,0,,7c19534e0d84,ef2dad65a896,True,9c73a3e05d6dac0bf83f910cf68f69e235af16526fac3b4298a903fb6d84a8cb
071b9ba6a697,175,pair,pair:L4>T2,0,,7c19534e0d84,2c81c87fcf2c,True,f88de8f362a4acce214a984cdc42bcb8232bc4c370a8c9848e39cb240db76c52
bc2c858f039f,176,pair,pair:L4>Tm2,0,,7c19534e0d84,1716679973ed,True,2474bbe6cc21b595c1337dc96065f3bbe1f2b354f86350baac54aa83cbc95ae2
2e09ee2fe424,177,pair,pair:L4>Tm4,0,,7c19534e0d84,8f9d79739978,True,ca04de2fe621beb4858d6808b3124e4dedc781fd5c9a66cec2a9b250233d79fd
623d241c43bc,178,pair,pair:L4>Tm9,0,,7c19534e0d84,d00cef6913df,True,7cd9bd846ca7115c96e8add67214b8d4304937b95e48a11e9ede1cc2e46c5e3a
3e73c458bc09,179,pair,pair:L4>TmY13,0,,7c19534e0d84,e8c21941580e,True,81ebffeaff99138c2f2a002a41e09ab3f8bdf37f9807bed3663e03d4297678d6
594e3bf1d46c,180,pair,pair:L4>TmY3,0,,7c19534e0d84,607b8ed34a33,True,82ebb8b1ed97d5af3eb52103d41820c7448da55202832086d714f3f3319bd7f5
62038101dc0b,181,pair,pair:L5>C2,0,,cc98a8db805e,ac7377b4f393,True,5c0832b1cb2badda92f9c66a86ed8856b9990d7b73490b0a0d7f5a56f69fc40f
942200a41c83,182,pair,pair:L5>C3,0,,cc98a8db805e,6182a4f16e6d,True,21f05446277918f5e236acee6fb959106217d66c32979550ba8333d2a6d49f59
ed26c76556ef,183,pair,pair:L5>L1,0,,cc98a8db805e,ad5110ebac00,True,3226577912ff89e5881ff60744352b8a2573f18d315b57ec2be0e5d4be8ae386
652e71b9c29d,184,pair,pair:L5>L2,0,,cc98a8db805e,36f25ce16c8f,True,bfa77635ad1baff962ef1234f4e82fc6e4d368e807a4a6d3c19a8854b65c0519
82aa933511b4,185,pair,pair:L5>L5,0,,cc98a8db805e,cc98a8db805e,True,db70a7e500ea7e6b9eb57766beee67d4f5626105519691897a6c736d6c9aaa11
4705c57db1d7,186,pair,pair:L5>Mi1,0,,cc98a8db805e,af1ee12c7a13,True,0248b03b6de3140d012896aea43aefd2bcd40b4659b475b2dc07535c8e4dd71e
9b1b571fec42,187,pair,pair:L5>Mi15,0,,cc98a8db805e,4dd1eb26b0df,True,918f0a58010286eb55379fcf7032d38e4cf1f5f3a467569b35bb65053a2ad3ae
b05e8c868ed7,188,pair,pair:L5>Mi2,0,,cc98a8db805e,8d98b9eb6175,True,4626f1820cbe764e9797522b78cf5ea55a27a286433f55ae97a32913af18e4d7
6550d51e3977,189,pair,pair:L5>Mi4,0,,cc98a8db805e,7c9f2d10b0f7,True,019a259352b76bdcd66878c50356504eb4bd715f6bfbe9b4650f0d8582349fc7
a22b2f124e84,190,pair,pair:L5>T1,0,,cc98a8db805e,7fccce4faa2f,True,913ecf98dfdb019cf3077c5b773206f16fd8362697f2e5628497d820b49f9df4
4d0c9a594eba,191,pair,pair:L5>T2,0,,cc98a8db805e,2c81c87fcf2c,True,c856371f123e794790fa1bd796dcfcc71fd1baec92fea70d93fdab0488058f37
98f8ede7c521,192,pair,pair:L5>Tm20,0,,cc98a8db805e,5202f2beeefe,True,310c15bcce56abca4afb94ccb25d07117b57024e68803d00595b740724840038
60fdecfa1c51,193,pair,pair:L5>Tm3,0,,cc98a8db805e,1d04dc9e4e44,True,d4c24c6312255a281a3bcb01d21434a6e0daecbce85e1b895bd17c05cc08d1f1
258895532845,194,pair,pair:L5>TmY13,0,,cc98a8db805e,e8c21941580e,True,711494630e5be671a5a1854d09eafd9f8ed38b7d3d323e5aac0042dab4e3ebb2
d6bf01ec187b,195,pair,pair:L5>TmY14,0,,cc98a8db805e,28a670a5d3c8,True,6809ca39e29fd6fd6b5e5c694867aa19307e8fd89edaa0fdfe7a6d22eb9bdf2a
40b716770207,196,pair,pair:L5>TmY18,0,,cc98a8db805e,dd5eb1fb0caf,True,ca16886458686c28a55ad64c3ad0d57292dbc9060907e4d813987e7d0ed8d6d1
eea3d78c605b,197,pair,pair:L5>TmY3,0,,cc98a8db805e,607b8ed34a33,True,ebc854c0054a264f5ff712973998333b972693a37bb8b491b6b040e2c3fb284e
16031c360590,198,pair,pair:Lawf1>Lawf1,0,,2627beca1340,2627beca1340,False,c702e00bf37c64aa9900578fc4c02c540d110d26e99c918d9b864630a985bbc2
f542bbaab113,199,pair,pair:Lawf1>Tm3,0,,2627beca1340,1d04dc9e4e44,True,b8c45f7873eccc22a45f31ba080a9d2a014d7135c583c17f75c351dd3da16fea
a0def5452e33,200,pair,pair:Lawf2>Am,0,,3a1e8d7d01c3,ae7eec9cc6aa,True,737b3b71f4d2372d26cd17fd392ebfb6ca1c82829e8227d7815b4be06f8187da
3c6174ab5da5,201,pair,pair:Lawf2>L3,0,,3a1e8d7d01c3,fd5e84317740,True,45f6e16c439496431e3b0626addcd0cf69890fc16b7c3bed0d455326f989e99e
69418d53cf85,202,pair,pair:Lawf2>Lawf2,0,,3a1e8d7d01c3,3a1e8d7d01c3,True,02ae05e302a1bbe2329745101f5f05298306595d3c748916de30f957953f2217
27b57a289b1b,203,pair,pair:Mi1>C2,0,,af1ee12c7a13,ac7377b4f393,True,33a9991eff2f47d0e0467abc03a2b30ba180f0974da875612d07748f369032a3
19b185c89187,204,pair,pair:Mi1>C3,0,,af1ee12c7a13,6182a4f16e6d,True,da17a3a6f92ea35eb3fbf551512425f3ad4272d620ac78f4d5edfe97503b6dc0
6c4eac100549,205,pair,pair:Mi1>CT1(M10),0,,af1ee12c7a13,63667a4a1a53,True,22f4caf6ed95d4f30c57686ee430271cb6610fbe413025655cda3355d646dd48
c20fd147fa33,206,pair,pair:Mi1>L1,0,,af1ee12c7a13,ad5110ebac00,True,bf690230154e663ebc0b7c4b277e0be23a0c494fc75e5b668b2946bccf08c81e
219f36eed813,207,pair,pair:Mi1>L5,0,,af1ee12c7a13,cc98a8db805e,True,bbf02ae5e006090c1b0b5bdfc7203636087efe75ef5a3434bafead67dc7d9c45
64b4ad452803,208,pair,pair:Mi1>Mi10,0,,af1ee12c7a13,59362ec08e0b,True,04b7225f9c0a9c4008ecddd618e77b69653b5024b83a24740b47f4a9a00b7a3b
607facef5525,209,pair,pair:Mi1>Mi12,0,,af1ee12c7a13,22599a5bd694,True,fb069c4eb03cb28c828ee253cc73b07a55b5596f90c121fe9dc028a823cafe5e
0f1422bae278,210,pair,pair:Mi1>Mi13,0,,af1ee12c7a13,7fd7d345df8e,True,f255599169278243009b036a37582d3445b2bfb04b6f56dad12188437430b092
c566ca14a8b2,211,pair,pair:Mi1>Mi14,0,,af1ee12c7a13,b33da6e1384a,True,e96f2ce87e990456e67d6b49d10ec33c3802d61800796c8e28b364dc9dab6398
4b1da44e7638,212,pair,pair:Mi1>Mi15,0,,af1ee12c7a13,4dd1eb26b0df,True,37cdb799346ddf31867d7e9467e067134179537382787f97fc7a84a1a1c88f0b
ea82d688fd99,213,pair,pair:Mi1>Mi2,0,,af1ee12c7a13,8d98b9eb6175,True,d06cd2b56992eccafbafc3e1b0a2cf036b6b38391bfca59bf5701da34a4f3241
c32eba3f85ac,214,pair,pair:Mi1>Mi4,0,,af1ee12c7a13,7c9f2d10b0f7,True,49e75ec9185cd861db8f82245805e4ade2cb2212852db3835a2682fc13cc0a14
cb0b5dc29c76,215,pair,pair:Mi1>Mi9,0,,af1ee12c7a13,760f78ba3287,True,e957bf900500fe222712c2b4298a7e5bafb9e6f8a00087ae69a6ace823702c39
1e69236e4948,216,pair,pair:Mi1>T2,0,,af1ee12c7a13,2c81c87fcf2c,True,a382fe8657a170ea27e0f8b56af08a9790bbd9dde1577282edc3d2fcb22a9af5
800e45bdbaee,217,pair,pair:Mi1>T2a,0,,af1ee12c7a13,e4707238632a,True,83a8b17d0b133171cec6a60299f002adaa5808759c6fb22d0c070956dab8db51
56aa969bdc83,218,pair,pair:Mi1>T3,0,,af1ee12c7a13,3b9aa8bb490c,True,5a1bfa27a27490578dc8850cb950905f3b2f223cca190379e65e8c7ca97ae40a
e438af8fab0d,219,pair,pair:Mi1>T4a,0,,af1ee12c7a13,a722a78be07c,True,70deaf7ae20dc3fdfa9da5d352ecb6934df3e9c179841633730df14d15e7b719
ef8f392c4c23,220,pair,pair:Mi1>T4b,0,,af1ee12c7a13,8dac2399d9d3,True,10ab8d92efb7ef71c8b195b5d1913bad8cde3f717fdf5532187573a23505d925
89a6f3630971,221,pair,pair:Mi1>T4c,0,,af1ee12c7a13,3a2a1325fb93,True,11585370abbf1ebc89d2c741b3905b25c24e92c68082f54beba8919edac01f01
59b4e88f05dd,222,pair,pair:Mi1>T4d,0,,af1ee12c7a13,0645a54521a8,True,e97bfdf702e6da99210725dec3c6a966d0547579683f1096b3e14a18daef9900
cf4a8e87b9c8,223,pair,pair:Mi1>Tm1,0,,af1ee12c7a13,6b080cbcddcf,True,d3dc72c8863f142042503ab027a9a982b578040254352ce77f797ce6f52a4cf6
f53f96367a07,224,pair,pair:Mi1>Tm20,0,,af1ee12c7a13,5202f2beeefe,True,d8c4203a0875c921bbc6480fbffa021da6f2f207fc57876cbca35cf24f4c461d
3547760e706b,225,pair,pair:Mi1>Tm3,0,,af1ee12c7a13,1d04dc9e4e44,True,f1b4b491e2385d0471e0e523b93b70963add82d79e5ab227d77bd64ca8d44748
4b4af59ed8d6,226,pair,pair:Mi1>TmY13,0,,af1ee12c7a13,e8c21941580e,True,a9ea611ff80e5bd1ab2319864101859aadf0f51d0ebb6b26dc2da185dcad0f20
e7a620258947,227,pair,pair:Mi1>TmY14,0,,af1ee12c7a13,28a670a5d3c8,True,9c1e7431c689c8089390c6bb4a704fe85a3e8c1ddd43644ff8849f08a8112746
2f295d765e3c,228,pair,pair:Mi1>TmY15,0,,af1ee12c7a13,18fb00442a43,True,f68285cb27c84d763f2e77c96fa3526b7bea1f8d6b6581df36360f77ee54d861
d7e6d77e4c85,229,pair,pair:Mi1>TmY18,0,,af1ee12c7a13,dd5eb1fb0caf,True,ee63132eb07247d9e223b1505df8acfe596fbab57f7a3b9ccbf028d76cba9426
c8ae9bc6c400,230,pair,pair:Mi1>TmY3,0,,af1ee12c7a13,607b8ed34a33,True,89249b12ef4ec8e021b959b89bdbd5b30917ed7108121f7966aec4bf5f543797
fec8451a28aa,231,pair,pair:Mi1>TmY9,0,,af1ee12c7a13,7af2610d274e,True,20bfb1be1048d40ed04cb2eac88db6d7418b5912d55494880903e7248ab60222
ac2272d7a1df,232,pair,pair:Mi10>Lawf1,0,,59362ec08e0b,2627beca1340,True,c7a025dbf460fb6ca121dc89fefe14d77e41b45f24a0fc924675dabfb32014a9
57ac00a92659,233,pair,pair:Mi10>Mi14,0,,59362ec08e0b,b33da6e1384a,True,bd72d82d57e5554885489961f6b626720a146556aa6b69bd094414b898b4acf4
ddbcc4eb8de8,234,pair,pair:Mi10>Mi9,0,,59362ec08e0b,760f78ba3287,True,d9511cc3332c5e4d61f3ea47f5181f5ca871ab929bf28f126d6d3620d29aa8e5
87a3a91eb55c,235,pair,pair:Mi10>T4a,0,,59362ec08e0b,a722a78be07c,True,3280bd019a18b58b6ba7c3f81597b8b49e86f4fa7e886c1c93c2cdca39350dc7
61fae72a3b97,236,pair,pair:Mi10>T4b,0,,59362ec08e0b,8dac2399d9d3,True,16c81326dece2a94408f6d7eec97f892abdfff63f6a4eb5f0567f9522d3be0eb
98c4193d5577,237,pair,pair:Mi10>T4c,0,,59362ec08e0b,3a2a1325fb93,True,6f1724f274d40b6a5a34d109af42cb23a6b3289991e2b3b43441073c2fe383e1
d4a5a68a3675,238,pair,pair:Mi10>T4d,0,,59362ec08e0b,0645a54521a8,True,65154fe9d8671d2e48ffde671e71d1c77659aec25646d72ddcb51b104f05363c
fac467a2d0f1,239,pair,pair:Mi10>Tm5b,0,,59362ec08e0b,5bd7d91f26e1,True,58be67738386475723320df95449a4cbb6f796e740151dcee98f90d489ceae15
95871a53895f,240,pair,pair:Mi10>TmY14,0,,59362ec08e0b,28a670a5d3c8,True,f9de5365f43328ea6e11e59a5eef5bae2dec46adf51de3dc68f7f584d80ac00a
0cf8a3303237,241,pair,pair:Mi10>TmY3,0,,59362ec08e0b,607b8ed34a33,True,9c6a8c5352bd96cc5f826763a015d2c5aad7149776d858e50b5b2264134ae9a2
1a0c043a9f58,242,pair,pair:Mi10>TmY5a,0,,59362ec08e0b,3ad6ff7262ce,True,1beeb05021edfeb86c487b0c0adc6acbf6f001e14502548125a2d62ca0593333
0c43c51d94e5,243,pair,pair:Mi12>Mi1,0,,22599a5bd694,af1ee12c7a13,True,355e81212f2f3145a1c140f1ff21d60ebcba0e404ae6f1384fd12c6fc1eca2b4
9b5f761c8266,244,pair,pair:Mi12>Mi9,0,,22599a5bd694,760f78ba3287,True,975cc0767adb83c3ad606542df0bcf4b19db163f72e38b97861e6cf8f5dc970b
3ccb592652be,245,pair,pair:Mi12>Tm1,0,,22599a5bd694,6b080cbcddcf,True,914ae6a93062aaeb8c292dc4d1558811ec68a192c9c09da5e9562847860db530
27b7af0f1c30,246,pair,pair:Mi12>Tm2,0,,22599a5bd694,1716679973ed,True,f494e8b69feb81925658869db13a3695ff554b52bbb64392b426484161f35793
d17a399500e8,247,pair,pair:Mi12>Tm3,0,,22599a5bd694,1d04dc9e4e44,True,90fcd487cd3a7819a81f9cd2cff71e7d9f05e9cece70d28416ebea938a3afaa8
a9e80683b37f,248,pair,pair:Mi12>Tm4,0,,22599a5bd694,8f9d79739978,True,68fec3def313f9e17c8197597eb765100bb05976431eedddf5da3dc47e5999df
6f3fff0d2728,249,pair,pair:Mi13>L5,0,,7fd7d345df8e,cc98a8db805e,True,725b483894aea7e35454f378758e49c4d745cfd3a2c0bd9d9bd6f5802da34602
6a8d2200186a,250,pair,pair:Mi13>Mi1,0,,7fd7d345df8e,af1ee12c7a13,True,19ac5b2369564f6e084de1e9bfc117e9fe5c76c810910456a7ead890a1329225
e0012cbd73f0,251,pair,pair:Mi13>T2,0,,7fd7d345df8e,2c81c87fcf2c,True,2468ba9773224542da46b801211d6e4132736f3e75819bf6ef4ed2575dec4317
de41945e85b9,252,pair,pair:Mi13>Tm1,0,,7fd7d345df8e,6b080cbcddcf,True,84c2ebe0e5dd9f681357057932aa55c2d82b209376408e6f207d2243fb96449c
2340d43625ce,253,pair,pair:Mi13>Tm2,0,,7fd7d345df8e,1716679973ed,True,6708da33557f41d6ddabf0e54063e8342826e78d33fde5f6888559569087c160
6b3995bf7ec2,254,pair,pair:Mi13>Tm3,0,,7fd7d345df8e,1d04dc9e4e44,True,8a3a4e3d3c5d32b84886d3ba7677dc634b4b687392c2e6f40408bc65da24dc34
3997f92b8e34,255,pair,pair:Mi13>Tm4,0,,7fd7d345df8e,8f9d79739978,True,4a0dd5d8f30bc6140929bc7c1cf629585f827e362450080f08c5aebdeaf4252f
8e7eefe160d0,256,pair,pair:Mi13>Tm9,0,,7fd7d345df8e,d00cef6913df,True,f3b14626fc63576ab3ec9722275dc4426eda0e3e82aa7368d2f0d312903485cc
8775385f6d6e,257,pair,pair:Mi14>Tm1,0,,b33da6e1384a,6b080cbcddcf,True,3790d0e34394c00f5cf5053529f6fdd3c5e10d59b7b1649374c085c84e060c9a
74bf7fb6e733,258,pair,pair:Mi14>Tm4,0,,b33da6e1384a,8f9d79739978,True,7d73e533ce8606b0f281bb9310778c02dc0e30cd55edbf3beb5fbc535f0e8353
282671ae8429,259,pair,pair:Mi14>TmY3,0,,b33da6e1384a,607b8ed34a33,True,97dbe93d3fa5fde70a66a055cc2436124b902e58f3d5bae04ac0e2c1d80a2d57
22f609a7a486,260,pair,pair:Mi15>C3,0,,4dd1eb26b0df,6182a4f16e6d,True,92afe3b2a9877f9421227de133fc492b7b9df11bc50b985f3d2ab05a3148a87b
460bf5517db3,261,pair,pair:Mi15>Mi10,0,,4dd1eb26b0df,59362ec08e0b,True,00dda2938354cd9c73144cdbb3fe4ec70f428d6f56feb3523358386d85371634
08b3b96c860c,262,pair,pair:Mi15>Mi15,0,,4dd1eb26b0df,4dd1eb26b0df,True,ea26573316c512095def1afd84261ab4d636fa67ff6bf2ce3948221291d0f90e
6a08849089b5,263,pair,pair:Mi15>Mi4,0,,4dd1eb26b0df,7c9f2d10b0f7,True,4c488727499c93bbe78601ab9b383793e79b7db279fb28062849f11d451a5856
22c4171c8c30,264,pair,pair:Mi15>Tm5c,0,,4dd1eb26b0df,2455576c666d,True,68b57efdd2725ade16b6801c4804100f550993f490bbbb10db22f2ca108f07cc
820c724ca803,265,pair,pair:Mi2>Mi1,0,,8d98b9eb6175,af1ee12c7a13,True,86db44b4039f50a57b30dc88825b6087b9742bd3bd4e125d17fbea86a6721123
c02f1badc4df,266,pair,pair:Mi2>T2,0,,8d98b9eb6175,2c81c87fcf2c,True,98a59f830ece9694fc61d45c9d419247aca5c32caa63739cbc0ee2ed47da8788
01a95261d9a8,267,pair,pair:Mi2>T2a,0,,8d98b9eb6175,e4707238632a,True,01bc862d5ac2c596ba0036e27df8289cd44183fe888338340cbd5b8999bdd082
b8846fb4fca6,268,pair,pair:Mi2>T3,0,,8d98b9eb6175,3b9aa8bb490c,True,70beaa03370ad85f15cbb19a238953843c026fd21ec8da79e98d905454e238a2
87be54aaa62d,269,pair,pair:Mi2>Tm1,0,,8d98b9eb6175,6b080cbcddcf,True,e9c46e8cf59993fc88f4a5e8d29d13bc102f44b46b7752ace50845ce4c44ce10
8774e8f922e7,270,pair,pair:Mi2>TmY18,0,,8d98b9eb6175,dd5eb1fb0caf,True,66f23345d02de247d5b9a9507722b03d5157f8df710bcf9c7a374e836c3aef82
f6cc823ad698,271,pair,pair:Mi3>T2,0,,0172ab6332cf,2c81c87fcf2c,True,8b9c2cc9ee6eabaeb380d2fb1427f154130c9e40c1537f0d0a17c732fb5e52b8
f85e860b5125,272,pair,pair:Mi3>Tm5b,0,,0172ab6332cf,5bd7d91f26e1,True,929179cdbab55115c4cebf62a593da756ba50c992433e70ec80e144abcaf2997
5a3bff8b2c7c,273,pair,pair:Mi4>C3,0,,7c9f2d10b0f7,6182a4f16e6d,True,140237e651a25dafebca7393507b09f56e0cdb8e3b0775a8c4473b0bca4ddb2a
1678b105e123,274,pair,pair:Mi4>L2,0,,7c9f2d10b0f7,36f25ce16c8f,True,654c304d5b84143ef14b43b16f1d28e4bfad0c63c2aa2c4957ada3c33752a64b
3b381ab94104,275,pair,pair:Mi4>Mi1,0,,7c9f2d10b0f7,af1ee12c7a13,True,f7b5b875d8dd4b7e2d23d4e220a32a578c4928e15ecea15d727a5c2e0921e509
dd8c26c3a3de,276,pair,pair:Mi4>Mi4,0,,7c9f2d10b0f7,7c9f2d10b0f7,True,bbb6ac2de7c9ae0917ccb701a2b2ef5682add07418f4f92ac5412d7a233d866e
06b18a5f98c7,277,pair,pair:Mi4>Mi9,0,,7c9f2d10b0f7,760f78ba3287,True,e378823b3a8161490e465d7d1c153f989ed162cc3bd08e984adaa4d06a6ab572
ac5f2973cea2,278,pair,pair:Mi4>T1,0,,7c9f2d10b0f7,7fccce4faa2f,True,f2839a0c0080b4a40562a1dbed55b0f6e27450730dc44cf31cbb45f9611bd787
f2c67519a50b,279,pair,pair:Mi4>T4a,0,,7c9f2d10b0f7,a722a78be07c,True,b723d75ffa087e438dd95f5440c0cd4be2d5d8cdabbbc499e757cd1376195623
9bdd07be22d8,280,pair,pair:Mi4>T4b,0,,7c9f2d10b0f7,8dac2399d9d3,True,3377cb03f8bf8c4bd1eb09a10f09cb5849eec159bbb0ffcfd41a835214cbb799
05d1470a4198,281,pair,pair:Mi4>T4c,0,,7c9f2d10b0f7,3a2a1325fb93,True,616ef5993a62bdaf78922b2973888025e95126555fc9d413475c1a39c07354a7
0d18a9aba7ce,282,pair,pair:Mi4>T4d,0,,7c9f2d10b0f7,0645a54521a8,True,cc21650146dc26cf214cb40bbf566384a1ba4ca6a794928f57c6ec0465e74b60
2effd9780a37,283,pair,pair:Mi4>Tm1,0,,7c9f2d10b0f7,6b080cbcddcf,True,c7e6768f36bdb0980187109f16ac6526e6280d4a53a2d4d7b6418c4728359686
d68ee223d041,284,pair,pair:Mi4>Tm16,0,,7c9f2d10b0f7,7a0908bbdc11,True,d4d23581a129eb1a1bc3d1f92bb6930b773e67d8f592df995c245d2b08f58b70
be512d5757cd,285,pair,pair:Mi4>Tm2,0,,7c9f2d10b0f7,1716679973ed,True,7e5500095ad005fb5b38e3da971f2761a8980a5df8960fe421448b320168108e
1c69f1c8cd75,286,pair,pair:Mi4>Tm20,0,,7c9f2d10b0f7,5202f2beeefe,True,62731a98de467a99b5620c1b7b7ec5c06da36a36371200e110d0c98c3683adcb
01adba4597c9,287,pair,pair:Mi4>Tm28,0,,7c9f2d10b0f7,0a8ba80929dc,True,aad4e055402899c109353dec63de4675df289c511895e3726991e7d52e72cf85
876652e8c7ce,288,pair,pair:Mi4>Tm5Y,0,,7c9f2d10b0f7,05257d37421c,True,7fcacd7f0ce3e7c693903d3f79bcfbc85a848123c205ce6c5e069154ecda972d
2d3ec45de424,289,pair,pair:Mi4>Tm5a,0,,7c9f2d10b0f7,e2174a9084c8,True,b7dc23dc818c478eec34c9db6f386a3fb44176764930e3e2236ec6881b682861
