# source=flyvis 1.2.0 : connectome/fib25-fib19_v2.2.json; json_sha256=bfbb0766251ff09e22723d0ebbf7b14793e70b3ae8ad0eea64eac9d28223351a; compiled=FLYVIS_ROOT_DIR/connectome/ConnectomeFromAvgFilters_0000 (extent 15, n_syn_fill 1); script=results/genome/bank/extract_bank.py sha256=fb2303d241ed0966033b63a3d9f9b64ec1e47cea5376932360b8cfb96ae93943; see bank.meta.json
json_index,birth_id,src,tar,alpha,alpha_fixed,alpha_references,lambda_mult,edge_type,n_offsets_json,n_synapses_json_total,instantiated,n_offsets_compiled,n_offsets_hull_filled,n_offsets_dropped,n_synapses_compiled_total,note
207,227,Mi1,TmY14,1,False,NernPC2018,4.217685423765029,chem,3,4.933333333333334,True,3,0,0,4.933333396911621,
208,228,Mi1,TmY15,1,False,NernPC2018,1.0004046194792429,chem,9,13.166666666666666,True,14,5,0,18.166666626930237,
209,229,Mi1,TmY18,1,False,NernPC2018,1.7696486817083494,chem,14,47.5286963036963,True,16,2,0,49.5286967754364,
210,265,Mi2,Mi1,-1,True,NernPC2018,2.8565569670668265,chem,2,2.5,True,2,0,0,2.5,
211,266,Mi2,T2,-1,True,NernPC2018,1.2434599905290822,chem,6,15.7,True,6,0,0,15.699999809265137,
212,267,Mi2,T2a,-1,True,NernPC2018,1.698153663179792,chem,3,5.928571428571429,True,3,0,0,5.928571581840515,
213,268,Mi2,T3,-1,True,NernPC2018,2.1256355535848734,chem,4,7.883333333333334,True,4,0,0,7.883333206176758,
214,269,Mi2,Tm1,-1,True,NernPC2018,1.7811294177357178,chem,2,2.2,True,2,0,0,2.200000047683716,
215,270,Mi2,TmY18,-1,True,NernPC2018,1.199711767914982,chem,3,4.5,True,3,0,0,4.5,
216,271,Mi3,T2,-1,True,NernPC2018,1.7677669529663689,chem,1,1.0,True,1,0,0,1.0,
217,272,Mi3,Tm5b,-1,True,NernPC2018,0.7071067811865476,chem,1,2.3333333333333335,True,1,0,0,2.3333332538604736,
218,274,Mi4,L2,-1,True,ReiserPC2017;NernPC2018,3.8373324544444127,chem,1,5.428571428571429,True,1,0,0,5.4285712242126465,
219,273,Mi4,C3,-1,True,ReiserPC2017;NernPC2018,6.301107807623153,chem,1,1.24,True,1,0,0,1.2400000095367432,
220,275,Mi4,Mi1,-1,True,ReiserPC2017;NernPC2018,133.85293488441732,chem,1,3.9166666666666665,True,1,0,0,3.9166667461395264,
221,276,Mi4,Mi4,-1,True,ReiserPC2017;NernPC2018,5.0969451614470245,chem,4,6.631578947368421,True,5,1,0,7.6315789222717285,
222,277,Mi4,Mi9,-1,True,ReiserPC2017;NernPC2018,5.139538470558586,chem,1,42.5,True,1,0,0,42.5,
223,278,Mi4,T1,-1,True,ReiserPC2017;NernPC2018,20.554804791094465,chem,1,1.0,True,1,0,0,1.0,
224,279,Mi4,T4a,-1,True,ReiserPC2017;NernPC2018,3.0883074619475055,chem,5,15.0,True,9,4,0,19.0,
225,280,Mi4,T4b,-1,True,ReiserPC2017;NernPC2018,2.915668617982438,chem,5,15.854545454545454,True,5,0,0,15.85454535484314,
226,281,Mi4,T4c,-1,True,ReiserPC2017;NernPC2018,2.236396343937464,chem,5,11.669444444444444,True,5,0,0,11.66944432258606,
227,282,Mi4,T4d,-1,True,ReiserPC2017;NernPC2018,3.8689472151648685,chem,4,9.916666666666666,True,5,1,0,10.916666746139526,
228,283,Mi4,Tm1,-1,True,ReiserPC2017;NernPC2018,7.795763885620602,chem,1,5.521739130434782,True,1,0,0,5.5217390060424805,
229,285,Mi4,Tm2,-1,True,ReiserPC2017;NernPC2018,10.370414344942002,chem,1,5.416666666666667,True,1,0,0,5.416666507720947,
230,288,Mi4,Tm5Y,-1,True,ReiserPC2017;NernPC2018,2.575241533114843,chem,1,2.375,True,1,0,0,2.375,
231,289,Mi4,Tm5a,-1,True,ReiserPC2017;NernPC2018,4.521511908396887,chem,3,3.25,True,3,0,0,3.25,
232,290,Mi4,Tm5b,-1,True,ReiserPC2017;NernPC2018,2.3781594369056323,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
233,291,Mi4,Tm5c,-1,True,ReiserPC2017;NernPC2018,4.374465916652906,chem,1,1.25,True,1,0,0,1.25,
234,292,Mi4,Tm9,-1,True,ReiserPC2017;NernPC2018,6.6037980217368,chem,1,10.666666666666666,True,1,0,0,10.666666984558105,
235,284,Mi4,Tm16,-1,True,ReiserPC2017;NernPC2018,1.3000151857050286,chem,12,40.278571428571425,True,12,0,0,40.27857172489166,
236,286,Mi4,Tm20,-1,True,ReiserPC2017;NernPC2018,2.805882215905449,chem,1,12.4,True,1,0,0,12.399999618530273,
237,287,Mi4,Tm28,-1,True,ReiserPC2017;NernPC2018,2.6338841544882126,chem,1,1.2857142857142858,True,1,0,0,1.2857142686843872,
238,297,Mi4,TmY3,-1,True,ReiserPC2017;NernPC2018,3.6798886808340825,chem,10,39.36666666666667,True,10,0,0,39.36666691303253,
239,298,Mi4,TmY4,-1,True,ReiserPC2017;NernPC2018,2.3999022693206493,chem,3,3.333333333333333,True,3,0,0,3.333333373069763,
240,299,Mi4,TmY5a,-1,True,ReiserPC2017;NernPC2018,4.289139512153641,chem,5,12.94047619047619,True,5,0,0,12.940476179122925,
241,293,Mi4,TmY10,-1,True,ReiserPC2017;NernPC2018,1.0655428835406118,chem,5,16.75,True,5,0,0,16.74999976158142,
242,294,Mi4,TmY13,-1,True,ReiserPC2017;NernPC2018,1.09427248951451,chem,7,35.5,True,7,0,0,35.5,
243,295,Mi4,TmY15,-1,True,ReiserPC2017;NernPC2018,0.8817222928634463,chem,4,6.483333333333333,True,5,1,0,7.483333230018616,
244,296,Mi4,TmY18,-1,True,ReiserPC2017;NernPC2018,1.8406937324889443,chem,9,16.27493715434892,True,10,1,0,17.274937391281128,
245,302,Mi9,L3,-1,True,ReiserPC2017;NernPC2018,26.186146828319085,chem,1,1.0,True,1,0,0,1.0,
246,303,Mi9,Lawf1,-1,True,ReiserPC2017;NernPC2018,1.4544207242065998,chem,6,9.833333333333334,True,6,0,0,9.833333373069763,
247,300,Mi9,C3,-1,True,ReiserPC2017;NernPC2018,7.040177586009233,chem,1,2.32,True,1,0,0,2.319999933242798,
248,301,Mi9,CT1(M10),-1,True,ReiserPC2017;NernPC2018,6.129669888094673,chem,1,2.6458333333333335,True,1,0,0,2.6458332538604736,
249,304,Mi9,Mi1,-1,True,ReiserPC2017;NernPC2018,19.115940135411048,chem,1,3.8,True,1,0,0,3.799999952316284,
250,307,Mi9,Mi4,-1,True,ReiserPC2017;NernPC2018,6.5639588290896995,chem,1,25.083333333333332,True,1,0,0,25.08333396911621,
251,305,Mi9,Mi10,-1,True,ReiserPC2017;NernPC2018,1.819703598704221,chem,9,39.233333333333334,True,9,0,0,39.233333706855774,
252,306,Mi9,Mi15,-1,True,ReiserPC2017;NernPC2018,4.987735997156433,chem,1,5.125,True,1,0,0,5.125,
253,308,Mi9,T2,-1,True,ReiserPC2017;NernPC2018,8.665020601224404,chem,3,3.6454545454545455,True,3,0,0,3.645454525947571,
254,309,Mi9,T2a,-1,True,ReiserPC2017;NernPC2018,4.114404757262153,chem,1,1.0,True,1,0,0,1.0,
255,310,Mi9,T4a,-1,True,ReiserPC2017;NernPC2018,2.500060777244667,chem,11,23.1642673992674,True,16,5,0,28.16426718235016,
256,311,Mi9,T4b,-1,True,ReiserPC2017;NernPC2018,1.7042551506492147,chem,5,21.861740558292283,True,5,0,0,21.861740350723267,
257,312,Mi9,T4c,-1,True,ReiserPC2017;NernPC2018,2.3395013901098407,chem,6,21.698328108672936,True,8,2,0,23.698327779769897,
258,313,Mi9,T4d,-1,True,ReiserPC2017;NernPC2018,2.772303767346314,chem,5,22.15277777777778,True,5,0,0,22.152778148651123,
259,314,Mi9,Tm1,-1,True,ReiserPC2017;NernPC2018,5.524927928457354,chem,1,20.791666666666668,True,1,0,0,20.79166603088379,
260,316,Mi9,Tm2,-1,True,ReiserPC2017;NernPC2018,9.804060633807168,chem,1,7.769230769230769,True,1,0,0,7.769230842590332,
261,317,Mi9,Tm4,-1,True,ReiserPC2017;NernPC2018,3.3689839544020894,chem,3,4.206477732793522,True,3,0,0,4.206477880477905,
262,318,Mi9,Tm5a,-1,True,ReiserPC2017;NernPC2018,3.730676764221292,chem,1,1.4285714285714286,True,1,0,0,1.4285714626312256,
263,319,Mi9,Tm5b,-1,True,ReiserPC2017;NernPC2018,2.5154309400707606,chem,1,1.2222222222222223,True,1,0,0,1.2222222089767456,
264,315,Mi9,Tm16,-1,True,ReiserPC2017;NernPC2018,1.1445478574056132,chem,1,1.125,True,1,0,0,1.125,
265,322,Mi9,TmY3,-1,True,ReiserPC2017;NernPC2018,3.9768635231672333,chem,9,23.558333333333334,True,9,0,0,23.55833327770233,
266,323,Mi9,TmY4,-1,True,ReiserPC2017;NernPC2018,2.6288796350981385,chem,2,2.333333333333333,True,2,0,0,2.333333373069763,
267,324,Mi9,TmY5a,-1,True,ReiserPC2017;NernPC2018,5.352944428533311,chem,1,1.0,True,1,0,0,1.0,
268,320,Mi9,TmY13,-1,True,ReiserPC2017;NernPC2018,1.1509411006916634,chem,7,38.083333333333336,True,8,1,0,39.08333349227905,
269,321,Mi9,TmY18,-1,True,ReiserPC2017;NernPC2018,2.684321790981256,chem,4,5.634032634032634,True,4,0,0,5.634032726287842,
270,232,Mi10,Lawf1,-1,True,NernPC2018,1.5690318614763117,chem,5,42.5,True,5,0,0,42.5,
271,234,Mi10,Mi9,-1,True,NernPC2018,1.7547185199585142,chem,9,23.15,True,9,0,0,23.149999618530273,
272,233,Mi10,Mi14,-1,True,NernPC2018,0.9805806756909201,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
273,235,Mi10,T4a,-1,True,NernPC2018,2.5409077941104705,chem,1,1.2857142857142858,True,1,0,0,1.2857142686843872,
274,236,Mi10,T4b,-1,True,NernPC2018,3.501581736788941,chem,1,1.0,True,1,0,0,1.0,
275,237,Mi10,T4c,-1,True,NernPC2018,3.062274601968103,chem,1,1.4285714285714286,True,1,0,0,1.4285714626312256,
276,238,Mi10,T4d,-1,True,NernPC2018,2.8082239153245143,chem,2,2.142857142857143,True,2,0,0,2.1428571939468384,
277,239,Mi10,Tm5b,-1,True,NernPC2018,0.8810356852772724,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
278,241,Mi10,TmY3,-1,True,NernPC2018,8.069179249512482,chem,1,1.0,True,1,0,0,1.0,
279,242,Mi10,TmY5a,-1,True,NernPC2018,2.367427702160678,chem,1,1.25,True,1,0,0,1.25,
280,240,Mi10,TmY14,-1,True,NernPC2018,5.59733000758336,chem,1,3.3333333333333335,True,1,0,0,3.3333332538604736,
281,243,Mi12,Mi1,-1,False,NernPC2018,3.0400382626101807,chem,5,11.115079365079366,True,5,0,0,11.115079402923584,
282,244,Mi12,Mi9,-1,False,NernPC2018,4.930836378046482,chem,1,1.2222222222222223,True,1,0,0,1.2222222089767456,
283,245,Mi12,Tm1,-1,False,NernPC2018,4.295896298738522,chem,6,15.545634920634921,True,6,0,0,15.545634865760803,
284,246,Mi12,Tm2,-1,False,NernPC2018,3.7632433376079906,chem,5,9.817460317460318,True,5,0,0,9.817460298538208,
285,247,Mi12,Tm3,-1,False,NernPC2018,2.138212403865835,chem,1,1.2,True,1,0,0,1.2000000476837158,
286,248,Mi12,Tm4,-1,False,NernPC2018,2.582258225750314,chem,4,6.544444444444444,True,4,0,0,6.544444561004639,
287,249,Mi13,L5,-1,True,NernPC2018,2.1711174535260707,chem,4,7.869047619047619,True,4,0,0,7.86904764175415,
288,250,Mi13,Mi1,-1,True,NernPC2018,1.5788804601952062,chem,6,15.53452380952381,True,6,0,0,15.534523606300354,
289,251,Mi13,T2,-1,True,NernPC2018,1.1859974641486235,chem,3,7.333333333333334,True,3,0,0,7.333333253860474,
290,252,Mi13,Tm1,-1,True,NernPC2018,1.2666515976227575,chem,7,25.5,True,7,0,0,25.49999988079071,
291,253,Mi13,Tm2,-1,True,NernPC2018,1.3489668194404534,chem,6,14.291666666666668,True,6,0,0,14.291666507720947,
292,254,Mi13,Tm3,-1,True,NernPC2018,1.0906978793461333,chem,4,5.652777777777778,True,4,0,0,5.652777791023254,
293,255,Mi13,Tm4,-1,True,NernPC2018,1.2293980016135828,chem,8,19.866666666666667,True,8,0,0,19.866666555404663,
294,256,Mi13,Tm9,-1,True,NernPC2018,1.4482437046841052,chem,1,1.25,True,1,0,0,1.25,
295,257,Mi14,Tm1,-1,False,NernPC2018,1.414213562373095,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
296,258,Mi14,Tm4,-1,False,NernPC2018,1.2374368670764582,chem,2,4.0,True,2,0,0,3.9999998807907104,
297,259,Mi14,TmY3,-1,False,NernPC2018,1.4142135623730954,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
298,260,Mi15,C3,1,False,NernPC2018,2.4987007594610717,chem,1,5.857142857142857,True,1,0,0,5.857142925262451,
299,263,Mi15,Mi4,1,False,NernPC2018,3.013778484908224,chem,1,4.857142857142857,True,1,0,0,4.857142925262451,
300,261,Mi15,Mi10,1,False,NernPC2018,4.008389523247331,chem,1,1.25,True,1,0,0,1.25,
301,262,Mi15,Mi15,1,False,NernPC2018,1.045503206474133,chem,5,7.133333333333333,True,7,2,0,9.133333325386047,
302,264,Mi15,Tm5c,1,False,NernPC2018,1.2426406871192852,chem,1,1.0,True,1,0,0,1.0,
303,369,T1,L2,1,False,,46.860065853689115,chem,1,5.2,True,1,0,0,5.199999809265137,
304,370,T1,L5,1,False,,12.312341369536503,chem,1,1.0,True,1,0,0,1.0,
305,371,T1,Tm20,1,False,,15.839191898578663,chem,1,1.5555555555555556,True,1,0,0,1.5555555820465088,
306,372,T2,Lawf2,1,False,,1.6433926173073585,chem,4,7.333333333333333,True,4,0,0,7.333333373069763,
307,373,T2,Mi1,1,False,,3.4936415191989187,chem,3,6.571936758893281,True,3,0,0,6.571936845779419,
308,374,T2,T2,1,False,,1.4916879044791014,chem,14,25.841269841269842,True,18,4,0,29.841269969940186,
309,375,T2,Tm5c,1,False,,1.6754757419094062,chem,2,6.0,True,2,0,0,6.0,
310,377,T2,TmY5a,1,False,,2.3492431288964912,chem,3,4.458333333333333,True,4,1,0,5.458333373069763,
311,376,T2,TmY15,1,False,,1.2348390035986072,chem,3,3.666666666666667,True,5,2,0,5.666666626930237,
312,378,T2a,Mi1,1,False,,4.106599382926063,chem,3,5.9,True,3,0,0,5.900000095367432,
313,379,T2a,T3,1,False,,5.512405194329137,chem,1,1.25,True,1,0,0,1.25,
314,381,T2a,Tm3,1,False,,1.903969567565631,chem,2,2.6,True,2,0,0,2.600000023841858,
315,382,T2a,Tm5Y,1,False,,1.811493187959004,chem,2,2.666666666666667,True,2,0,0,2.666666626930237,
316,383,T2a,Tm5b,1,False,,2.553824191411542,chem,1,1.0,True,1,0,0,1.0,
317,380,T2a,Tm28,1,False,,2.2258777854163285,chem,3,3.4,True,4,1,0,4.399999976158142,
318,384,T2a,TmY4,1,False,,1.1712382620351292,chem,3,3.428571428571429,True,3,0,0,3.4285714626312256,
319,385,T2a,TmY5a,1,False,,2.3131173310788182,chem,6,14.03452380952381,True,6,0,0,14.034523606300354,
320,386,T2a,TmY9,1,False,,1.2982010779631563,chem,3,3.125,True,3,0,0,3.125,
321,387,T3,T2,1,False,,1.8976408822434891,chem,2,2.0,True,2,0,0,2.0,
322,388,T3,T2a,1,False,,2.0780181528158814,chem,3,4.75,True,3,0,0,4.75,
323,389,T3,Tm3,1,False,,2.6770030297003236,chem,2,3.916666666666667,True,2,0,0,3.916666626930237,
324,390,T4a,C3,1,False,,2.4905918736271593,chem,2,5.177777777777777,True,2,0,0,5.177777647972107,
325,391,T4a,CT1(M10),1,False,,2.5686602337427247,chem,1,5.0,True,1,0,0,5.0,
326,393,T4a,Mi9,1,False,,3.686741343637994,chem,2,4.071428571428571,True,2,0,0,4.071428537368774,
327,392,T4a,Mi12,1,False,,4.501252069212962,chem,3,4.3,True,5,2,0,6.299999952316284,
328,394,T4a,T4a,1,False,,1.3462358615534737,chem,10,20.922459893048128,True,17,7,0,27.922459840774536,
329,395,T4a,T4c,1,False,,1.7593737668644218,chem,2,2.333333333333333,True,2,0,0,2.333333373069763,
330,396,T4a,T5a,1,True,NernPC2018,1.5963636641536374,chem,8,12.023295364657491,True,8,0,0,12.023295402526855,
331,397,T4a,TmY14,1,False,,1.3137336758149785,chem,4,5.327257799671592,True,4,0,0,5.327257871627808,
332,398,T4a,TmY18,1,False,,1.7400108693949905,chem,3,4.2272727272727275,True,3,0,0,4.2272727489471436,
333,399,T4b,CT1(M10),1,False,,2.269097382077207,chem,1,6.0,True,1,0,0,6.0,
334,400,T4b,Mi9,1,False,,2.5806956940073307,chem,1,2.25,True,1,0,0,2.25,
335,401,T4b,T4b,1,False,,1.1332283768301152,chem,6,14.13115763546798,True,7,1,0,15.131157636642456,
336,402,T4b,T4c,1,False,,2.0924333299863664,chem,1,1.0909090909090908,True,1,0,0,1.0909091234207153,
337,403,T4b,T5b,1,True,NernPC2018,1.1369235952973678,chem,5,6.658504537328636,True,5,0,0,6.658504486083984,
338,404,T4b,TmY15,1,False,,1.3984876738957177,chem,13,5.0,True,25,12,0,17.000000029802322,
339,405,T4c,CT1(M10),1,False,,1.9988882987160115,chem,1,4.0,True,1,0,0,4.0,
340,406,T4c,Mi9,1,False,,3.279579646553383,chem,1,1.7692307692307692,True,1,0,0,1.7692307233810425,
341,407,T4c,T4c,1,False,,1.3790557047698746,chem,5,7.709745762711864,True,6,1,0,8.70974576473236,
342,408,T4c,T5c,1,True,NernPC2018,1.371473602404915,chem,4,5.049121578063056,True,4,0,0,5.049121618270874,
343,411,T4c,TmY4,1,False,,1.3443228789066584,chem,21,38.85595238095238,True,33,12,0,50.855952739715576,
344,409,T4c,TmY14,1,False,,1.6734296145335723,chem,1,1.064516129032258,True,1,0,0,1.0645161867141724,
345,410,T4c,TmY15,1,False,,1.2809039308376666,chem,22,6.999999999999998,True,32,10,0,16.999999977648258,
346,412,T4d,CT1(M10),1,False,,2.561495769253767,chem,1,5.0,True,1,0,0,5.0,
347,413,T4d,T4a,1,False,,2.967645711446638,chem,1,1.0,True,1,0,0,1.0,
348,414,T4d,T4d,1,False,,1.31399940975074,chem,5,8.156184486373165,True,6,1,0,9.156184554100037,
349,415,T4d,T5d,1,True,NernPC2018,1.5913989652316798,chem,2,2.431489361702128,True,2,0,0,2.43148934841156,
350,417,T4d,TmY4,1,False,,1.3859269331456456,chem,8,11.116666666666667,True,12,4,0,15.116666555404663,
351,416,T4d,TmY15,1,False,,1.9536407252841337,chem,7,0.9999999999999999,True,11,4,0,5.000000014901161,
352,418,T5a,CT1(Lo1),1,False,,1.4265766805495144,chem,1,1.2982456140350878,True,1,0,0,1.2982456684112549,
353,419,T5a,T4a,1,False,,1.5065785117915462,chem,6,9.231086879196123,True,6,0,0,9.23108696937561,
354,420,T5a,T5a,1,True,NernPC2018,1.3791785292478604,chem,10,18.627236129410043,True,11,1,0,19.627236247062683,
355,421,T5a,T5b,1,True,NernPC2018,1.842632910817597,chem,2,2.2501186521120076,True,2,0,0,2.250118613243103,
356,424,T5a,TmY9,1,False,,1.4148558070850383,chem,1,1.0,True,1,0,0,1.0,
357,422,T5a,TmY14,1,False,,1.093936228521158,chem,12,20.455156731768426,True,13,1,0,21.455156683921814,
358,423,T5a,TmY15,1,False,,2.2341338317351918,chem,2,1.0,True,2,0,0,1.0000000298023224,
359,425,T5b,CT1(Lo1),1,False,,1.4265766805495144,chem,1,1.2982456140350878,True,1,0,0,1.2982456684112549,
360,426,T5b,T2,1,False,,2.2413028084736593,chem,1,1.2380952380952381,True,1,0,0,1.2380952835083008,
361,427,T5b,T4b,1,False,,1.1004650265675289,chem,5,6.299014774723166,True,5,0,0,6.299014687538147,
362,428,T5b,T5b,1,True,NernPC2018,1.4403603310345747,chem,12,20.992840794571975,True,13,1,0,21.99284064769745,
363,429,T5b,T5d,1,True,NernPC2018,2.214158833731222,chem,1,1.065217391304348,True,1,0,0,1.06521737575531,
364,430,T5b,Tm2,1,False,,3.969336284688697,chem,1,1.032258064516129,True,1,0,0,1.0322580337524414,
365,431,T5b,TmY14,1,False,,1.5223476881240008,chem,3,3.0989247311827954,True,3,0,0,3.09892475605011,
366,432,T5b,TmY15,1,False,,1.6153705465737647,chem,12,0.9999999999999999,True,15,3,0,4.000000007450581,
367,433,T5c,CT1(Lo1),1,False,,1.4265766805495144,chem,1,1.2982456140350878,True,1,0,0,1.2982456684112549,
368,434,T5c,T4c,1,False,,1.2594759702593423,chem,4,4.68741420224471,True,4,0,0,4.687414169311523,
369,435,T5c,T5c,1,True,NernPC2018,1.1241081857399955,chem,6,9.07899556583767,True,7,1,0,10.07899558544159,
370,436,T5c,Tm2,1,False,,3.587427446560756,chem,1,1.2903225806451613,True,1,0,0,1.2903225421905518,
371,439,T5c,TmY4,1,False,,1.570257695961886,chem,11,15.360714285714286,True,20,9,0,24.360714316368103,
372,437,T5c,TmY14,1,False,,1.3898178251352094,chem,1,1.3870967741935485,True,1,0,0,1.3870967626571655,
373,438,T5c,TmY15,1,False,,1.4232553572931277,chem,14,1.0000000000000002,True,21,7,0,8.00000000745058,
374,440,T5d,CT1(Lo1),1,False,,1.4265766805495144,chem,1,1.2982456140350878,True,1,0,0,1.2982456684112549,
375,441,T5d,T2,1,False,,2.105370849897757,chem,1,1.0,True,1,0,0,1.0,
376,442,T5d,T4d,1,False,,1.520975545693067,chem,3,3.6914726741760533,True,3,0,0,3.69147264957428,
377,443,T5d,T5d,1,True,NernPC2018,1.444645288936407,chem,9,14.19748984865264,True,10,1,0,15.197489738464355,
378,445,T5d,TmY4,1,False,,1.8285433961071036,chem,7,8.98452380952381,True,10,3,0,11.98452377319336,
379,444,T5d,TmY15,1,False,,1.9450930850498802,chem,5,0.9999999999999999,True,6,1,0,1.9999999701976776,
380,448,Tm1,L2,1,False,,42.75577549323798,chem,1,5.571428571428571,True,1,0,0,5.5714287757873535,
381,449,Tm1,L5,1,False,,38.69734426753443,chem,1,10.666666666666666,True,1,0,0,10.666666984558105,
382,450,Tm1,Lawf2,1,False,,1.8446432817563116,chem,4,10.666666666666668,True,4,0,0,10.666666507720947,
383,446,Tm1,C3,1,False,,9.981979662265514,chem,2,2.458333333333333,True,2,0,0,2.458333373069763,
384,447,Tm1,CT1(Lo1),1,False,,3.170195417631355,chem,1,7.711111111111111,True,1,0,0,7.711111068725586,
385,451,Tm1,Mi1,1,False,,10.990543952600998,chem,1,2.1538461538461537,True,1,0,0,2.153846263885498,
386,454,Tm1,Mi2,1,False,,2.038673198110241,chem,5,20.65,True,5,0,0,20.65000009536743,
387,455,Tm1,Mi4,1,False,,5.862246730783367,chem,1,6.217391304347826,True,1,0,0,6.217391490936279,
388,456,Tm1,Mi9,1,False,,10.527431628114599,chem,1,7.5,True,1,0,0,7.5,
389,452,Tm1,Mi12,1,False,,3.779168304099364,chem,1,1.1428571428571428,True,1,0,0,1.1428571939468384,
390,453,Tm1,Mi13,1,False,,1.7646852854875033,chem,2,2.685714285714286,True,2,0,0,2.6857142448425293,
391,457,Tm1,T1,1,False,,36.660605559646726,chem,1,1.4,True,1,0,0,1.399999976158142,
392,458,Tm1,T2,1,False,,5.450858989435687,chem,1,1.1,True,1,0,0,1.100000023841858,
393,459,Tm1,T2a,1,False,,1.9465931481791399,chem,5,21.51919191919192,True,5,0,0,21.519192576408386,
394,460,Tm1,T3,1,False,,3.0636116560645723,chem,9,52.09722222222222,True,9,0,0,52.097222566604614,
395,461,Tm1,T5a,1,True,NernPC2018,2.7223418472945093,chem,10,26.692431604155743,True,10,0,0,26.692431688308716,
396,462,Tm1,T5b,1,True,NernPC2018,2.428371555317946,chem,7,24.488703703703703,True,9,2,0,26.48870325088501,
397,463,Tm1,T5c,1,True,NernPC2018,1.562992254233292,chem,8,23.074684574684575,True,9,1,0,24.074684619903564,
398,464,Tm1,T5d,1,True,NernPC2018,3.348365097017714,chem,9,27.23412457912458,True,11,2,0,29.234124898910522,
399,465,Tm1,Tm2,1,False,,6.023926423008472,chem,1,6.142857142857143,True,1,0,0,6.142857074737549,
400,468,Tm1,Tm4,1,False,,2.5431428402213467,chem,4,16.409523809523808,True,4,0,0,16.409523487091064,
401,469,Tm1,Tm5Y,1,False,,2.173700889412694,chem,2,2.333333333333333,True,2,0,0,2.333333373069763,
402,470,Tm1,Tm9,1,False,,28.115503645286648,chem,1,5.896551724137931,True,1,0,0,5.896551609039307,
403,466,Tm1,Tm20,1,False,,6.986640830724896,chem,1,8.0,True,1,0,0,8.0,
404,467,Tm1,Tm28,1,False,,1.5699043721860262,chem,6,17.705952380952382,True,6,0,0,17.705952644348145,
405,472,Tm1,TmY4,1,False,,1.9356393527671936,chem,10,24.86190476190476,True,10,0,0,24.861904978752136,
406,473,Tm1,TmY9,1,False,,1.6656025317253549,chem,6,8.5,True,6,0,0,8.5,
407,471,Tm1,TmY15,1,False,,1.1524495870449658,chem,4,4.95,True,5,1,0,5.950000047683716,
408,491,Tm2,L2,1,False,,11.716976211705926,chem,1,7.285714285714286,True,1,0,0,7.285714149475098,
409,492,Tm2,L5,1,False,,3.2809216779324686,chem,1,15.153846153846153,True,1,0,0,15.15384578704834,
410,493,Tm2,Lawf1,1,False,,2.164195151594013,chem,1,1.1666666666666667,True,1,0,0,1.1666666269302368,
411,489,Tm2,C3,1,False,,11.209187790077463,chem,3,5.472222222222222,True,3,0,0,5.472222328186035,
412,490,Tm2,CT1(Lo1),1,False,,3.7849168001455955,chem,1,1.24,True,1,0,0,1.2400000095367432,
413,494,Tm2,Mi4,1,False,,8.809434189650105,chem,1,5.875,True,1,0,0,5.875,
414,495,Tm2,Mi9,1,False,,4.894624494257725,chem,1,10.461538461538462,True,1,0,0,10.461538314819336,
415,496,Tm2,T2,1,False,,2.670234701992532,chem,7,52.66479888398047,True,7,0,0,52.664798736572266,
416,497,Tm2,T2a,1,False,,3.4973564803735178,chem,1,1.0,True,1,0,0,1.0,
417,498,Tm2,T5a,1,True,NernPC2018,2.8225999053834525,chem,8,27.018475043217812,True,8,0,0,27.018474817276,
418,499,Tm2,T5b,1,True,NernPC2018,2.8143853998267576,chem,8,27.134081250599603,True,11,3,0,30.1340811252594,
419,500,Tm2,T5c,1,True,NernPC2018,1.9142205958855696,chem,7,27.877168363708964,True,8,1,0,28.87716853618622,
420,501,Tm2,T5d,1,True,NernPC2018,2.7444945094772155,chem,8,28.09845956142808,True,10,2,0,30.098459839820862,
421,502,Tm2,Tm1,1,False,,12.43790532713973,chem,1,7.0,True,1,0,0,7.0,
422,504,Tm2,Tm4,1,False,,4.72977545665187,chem,3,4.649538866930171,True,3,0,0,4.64953887462616,
423,505,Tm2,Tm9,1,False,,8.358236525885081,chem,1,4.709677419354839,True,1,0,0,4.709677219390869,
424,503,Tm2,Tm28,1,False,,1.545413325327392,chem,2,4.194444444444445,True,2,0,0,4.194444417953491,
425,509,Tm2,TmY3,1,False,,4.184142139276661,chem,7,25.229131652661064,True,7,0,0,25.2291316986084,
426,510,Tm2,TmY4,1,False,,2.356181254375315,chem,1,1.0,True,1,0,0,1.0,
427,506,Tm2,TmY13,1,False,,1.5891862259789111,chem,2,2.666666666666667,True,2,0,0,2.666666626930237,
428,507,Tm2,TmY15,1,False,,1.245652071709978,chem,4,6.816666666666666,True,4,0,0,6.816666603088379,
429,508,Tm2,TmY18,1,False,,2.709920180356938,chem,4,5.602952602952603,True,4,0,0,5.602952599525452,
430,519,Tm3,L1,1,False,,1.5634744696070277,chem,6,9.623809523809523,True,6,0,0,9.623809456825256,
