# source=flyvis 1.2.0 : connectome/fib25-fib19_v2.2.json; json_sha256=bfbb0766251ff09e22723d0ebbf7b14793e70b3ae8ad0eea64eac9d28223351a; compiled=FLYVIS_ROOT_DIR/connectome/ConnectomeFromAvgFilters_0000 (extent 15, n_syn_fill 1); script=results/genome/bank/extract_bank.py sha256=fb2303d241ed0966033b63a3d9f9b64ec1e47cea5376932360b8cfb96ae93943; see bank.meta.json
json_index,birth_id,src,tar,alpha,alpha_fixed,alpha_references,lambda_mult,edge_type,n_offsets_json,n_synapses_json_total,instantiated,n_offsets_compiled,n_offsets_hull_filled,n_offsets_dropped,n_synapses_compiled_total,note
431,520,Tm3,Lawf1,1,False,,1.4243953355120091,chem,1,1.0,True,1,0,0,1.0,
432,521,Tm3,Lawf2,1,False,,1.8939973018357705,chem,1,3.3333333333333335,True,1,0,0,3.3333332538604736,
433,522,Tm3,Mi1,1,False,,2.6384644544907276,chem,1,1.2285714285714286,True,1,0,0,1.2285714149475098,
434,523,Tm3,Mi11,1,False,,1.0963763171773129,chem,2,2.0,True,2,0,0,2.0,
435,524,Tm3,Mi14,1,False,,0.850851660376602,chem,7,10.533333333333333,True,7,0,0,10.533333420753479,
436,525,Tm3,T2,1,False,,1.523372850994156,chem,6,24.674358974358974,True,6,0,0,24.67435908317566,
437,526,Tm3,T2a,1,False,,1.9271139837338052,chem,1,1.0,True,1,0,0,1.0,
438,527,Tm3,T3,1,False,,2.744591208378366,chem,3,8.666666666666666,True,3,0,0,8.666666626930237,
439,528,Tm3,T4a,1,False,,1.6884696294985895,chem,9,25.733239275344538,True,12,3,0,28.73323953151703,
440,529,Tm3,T4b,1,False,,1.6279422395797134,chem,6,16.53422659212133,True,6,0,0,16.534226894378662,
441,530,Tm3,T4c,1,False,,1.7405587844591048,chem,8,18.974081474081473,True,8,0,0,18.97408151626587,
442,531,Tm3,T4d,1,False,,2.0206009819411026,chem,6,14.935786435786435,True,6,0,0,14.935786724090576,
443,532,Tm3,Tm3,1,False,,1.8479217611857306,chem,6,7.032679738562091,True,7,1,0,8.032679796218872,
444,534,Tm3,Tm4,1,False,,1.9505381048071482,chem,1,1.1379310344827587,True,1,0,0,1.137930989265442,
445,533,Tm3,Tm30,1,False,,1.414213562373095,chem,1,1.0,True,1,0,0,1.0,
446,539,Tm3,TmY3,1,False,,2.2941750116546364,chem,9,25.694444444444443,True,10,1,0,26.69444441795349,
447,540,Tm3,TmY5a,1,False,,2.751114997439269,chem,6,22.049603174603174,True,7,1,0,23.04960322380066,
448,535,Tm3,TmY13,1,False,,1.0223624718589466,chem,1,2.0,True,1,0,0,2.0,
449,536,Tm3,TmY14,1,False,,1.4354239373256497,chem,12,35.348516218081436,True,12,0,0,35.34851634502411,
450,537,Tm3,TmY15,1,False,,0.8466664628536523,chem,26,114.53333333333333,True,27,1,0,115.53333306312561,
451,538,Tm3,TmY18,1,False,,2.1510594287311076,chem,3,5.551282051282051,True,3,0,0,5.551282048225403,
452,542,Tm4,Lawf2,1,False,,1.515096244259343,chem,2,6.666666666666666,True,2,0,0,6.666666746139526,
453,541,Tm4,C3,1,False,,2.855427115669239,chem,4,7.083333333333334,True,4,0,0,7.083333492279053,
454,547,Tm4,Mi4,1,False,,2.6018638734025346,chem,2,4.260526315789473,True,2,0,0,4.260526180267334,
455,543,Tm4,Mi10,1,False,,3.88109716685463,chem,1,1.0,True,1,0,0,1.0,
456,544,Tm4,Mi12,1,False,,2.7371186686372084,chem,1,1.0,True,1,0,0,1.0,
457,545,Tm4,Mi13,1,False,,1.7188959577127092,chem,2,2.8285714285714283,True,2,0,0,2.8285714387893677,
458,546,Tm4,Mi14,1,False,,0.9361206932396033,chem,7,19.666666666666668,True,7,0,0,19.666666626930237,
459,548,Tm4,T2,1,False,,1.6870976516066494,chem,1,1.0,True,1,0,0,1.0,
460,549,Tm4,T2a,1,False,,2.7477398999128684,chem,2,4.8,True,2,0,0,4.799999952316284,
461,550,Tm4,T3,1,False,,2.608268768366731,chem,6,14.899206349206349,True,6,0,0,14.899206519126892,
462,551,Tm4,T5a,1,True,NernPC2018,2.8650550590395545,chem,7,16.436344814605683,True,7,0,0,16.436344981193542,
463,552,Tm4,T5b,1,True,NernPC2018,2.503527059842188,chem,6,14.956521739130435,True,6,0,0,14.95652151107788,
464,553,Tm4,T5c,1,True,NernPC2018,1.5746196383058604,chem,8,18.216247139588102,True,9,1,0,19.216247081756592,
465,554,Tm4,T5d,1,True,NernPC2018,2.6214116486702927,chem,6,16.43838383838384,True,7,1,0,17.43838369846344,
466,555,Tm4,Tm3,1,False,,2.3720994008344003,chem,2,2.208128078817734,True,2,0,0,2.2081280946731567,
467,556,Tm4,Tm4,1,False,,2.2814725564150464,chem,2,2.2111111111111112,True,2,0,0,2.2111111879348755,
468,560,Tm4,TmY3,1,False,,3.122777371830925,chem,6,10.053571428571429,True,6,0,0,10.053571462631226,
469,561,Tm4,TmY4,1,False,,3.035074383635021,chem,2,2.8333333333333335,True,2,0,0,2.8333332538604736,
470,562,Tm4,TmY5a,1,False,,2.714789382248951,chem,6,31.417857142857144,True,6,0,0,31.41785752773285,
471,557,Tm4,TmY13,1,False,,1.2814214691803316,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
472,558,Tm4,TmY14,1,False,,1.5626993591147986,chem,14,59.32323388685618,True,14,0,0,59.32323396205902,
473,559,Tm4,TmY15,1,False,,0.8959784332372613,chem,16,142.95,True,17,1,0,143.9500002861023,
474,564,Tm5Y,Tm5a,1,False,,2.1948333205292334,chem,1,1.0,True,1,0,0,1.0,
475,565,Tm5Y,Tm5b,1,False,,1.1752308956729005,chem,1,1.0,True,1,0,0,1.0,
476,563,Tm5Y,Tm20,1,False,,2.814582562299426,chem,1,1.0,True,1,0,0,1.0,
477,567,Tm5Y,TmY5a,1,False,,2.3873477353884387,chem,1,1.2,True,1,0,0,1.2000000476837158,
478,566,Tm5Y,TmY10,1,False,,2.138089935299395,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
479,568,Tm5a,Tm5a,1,False,Karuppudurai2014;Lin2016,1.0606601717798214,chem,2,3.666666666666667,True,2,0,0,3.666666626930237,
480,569,Tm5a,Tm5b,1,False,Karuppudurai2014;Lin2016,0.8966986643803165,chem,4,6.666666666666667,True,6,2,0,8.666666626930237,
481,571,Tm5b,Mi3,1,False,Karuppudurai2014;Lin2016,0.7071067811865477,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
482,570,Tm5b,Mi10,1,False,Karuppudurai2014;Lin2016,1.0832750088054883,chem,1,1.6,True,1,0,0,1.600000023841858,
483,572,Tm5b,Tm5a,1,False,Karuppudurai2014;Lin2016,1.9805087717965437,chem,1,1.25,True,1,0,0,1.25,
484,573,Tm5b,Tm5b,1,False,Karuppudurai2014;Lin2016,1.197126041341717,chem,7,15.333333333333334,True,9,2,0,17.333333253860474,
485,574,Tm5b,Tm5c,1,False,Karuppudurai2014;Lin2016,1.0974166602646167,chem,1,1.0,True,1,0,0,1.0,
486,576,Tm5c,Mi4,-1,False,Karuppudurai2014;Lin2016,4.040588580276823,chem,2,4.916666666666667,True,2,0,0,4.916666626930237,
487,575,Tm5c,Mi15,-1,False,Karuppudurai2014;Lin2016,1.2153011664846043,chem,2,10.166666666666666,True,2,0,0,10.166666626930237,
488,578,Tm5c,Tm5Y,-1,False,Karuppudurai2014;Lin2016,7.3484692283495345,chem,1,2.0,True,1,0,0,2.0,
489,579,Tm5c,Tm5b,-1,False,Karuppudurai2014;Lin2016,1.3999228005379252,chem,1,4.0,True,1,0,0,4.0,
490,577,Tm5c,Tm16,-1,False,Karuppudurai2014;Lin2016,1.0606601717798212,chem,1,1.0,True,1,0,0,1.0,
491,580,Tm9,CT1(Lo1),1,False,,2.6095914069855763,chem,1,23.36,True,1,0,0,23.360000610351562,
492,581,Tm9,Mi9,1,False,,69.88967446049884,chem,1,1.1851851851851851,True,1,0,0,1.185185194015503,
493,582,Tm9,T5a,1,True,NernPC2018,2.6195265263271397,chem,4,48.99999999999999,True,4,0,0,49.0,
494,583,Tm9,T5b,1,True,NernPC2018,2.487566233531162,chem,4,47.01363436845058,True,4,0,0,47.01363563537598,
495,584,Tm9,T5c,1,True,NernPC2018,1.4502553861351093,chem,4,45.92842437536461,True,4,0,0,45.92842483520508,
496,585,Tm9,T5d,1,True,NernPC2018,2.470915203204628,chem,4,51.28318408882595,True,4,0,0,51.283185958862305,
497,586,Tm9,Tm1,1,False,,134.43360465762802,chem,1,3.9655172413793105,True,1,0,0,3.965517282485962,
498,587,Tm9,Tm2,1,False,,12.842063614262614,chem,1,4.709677419354839,True,1,0,0,4.709677219390869,
499,589,Tm9,Tm5Y,1,False,,1.784669316832696,chem,2,2.0,True,2,0,0,2.0,
500,588,Tm9,Tm28,1,False,,2.57980920795527,chem,1,1.2857142857142858,True,1,0,0,1.2857142686843872,
501,591,Tm9,TmY4,1,False,,7.202240138205264,chem,2,2.0,True,2,0,0,2.0,
502,592,Tm9,TmY9,1,False,,2.8301409633334655,chem,3,3.5,True,3,0,0,3.5,
503,590,Tm9,TmY15,1,False,,1.5551453782531273,chem,5,7.35,True,5,0,0,7.350000023841858,
504,474,Tm16,Lawf1,1,False,,0.9502084893614823,chem,6,12.0,True,6,0,0,12.0,
505,475,Tm16,Lawf2,1,False,,1.224744871391589,chem,1,2.0,True,1,0,0,2.0,
506,476,Tm16,Mi9,1,False,,1.450267168946861,chem,4,8.714285714285715,True,4,0,0,8.714285612106323,
507,477,Tm16,T2,1,False,,3.0507374554610336,chem,3,3.7857142857142856,True,3,0,0,3.785714268684387,
508,478,Tm16,Tm1,1,False,,1.1331145854890228,chem,3,5.708333333333334,True,3,0,0,5.708333253860474,
509,479,Tm16,Tm2,1,False,,1.0771359021871854,chem,1,1.0,True,1,0,0,1.0,
510,480,Tm16,Tm4,1,False,,1.5510182955134861,chem,2,2.166666666666667,True,2,0,0,2.166666626930237,
511,481,Tm16,Tm5Y,1,False,,1.5304335428752736,chem,3,3.0,True,3,0,0,3.0,
512,482,Tm16,Tm5c,1,False,,1.0043503945320575,chem,3,5.666666666666666,True,3,0,0,5.666666746139526,
513,483,Tm16,Tm9,1,False,,1.1659046744733024,chem,6,9.307142857142857,True,6,0,0,9.307142853736877,
514,487,Tm16,TmY3,1,False,,3.5355339059327378,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
515,488,Tm16,TmY5a,1,False,,1.7236173244952344,chem,3,5.75,True,3,0,0,5.75,
516,484,Tm16,TmY10,1,False,,1.0627440157488868,chem,3,3.6666666666666665,True,3,0,0,3.6666667461395264,
517,485,Tm16,TmY13,1,False,,1.9845819845644528,chem,2,6.666666666666666,True,2,0,0,6.666666746139526,
518,486,Tm16,TmY14,1,False,,1.1646668306947903,chem,5,10.5,True,5,0,0,10.49999988079071,
519,511,Tm20,Mi2,1,False,,1.2608941672240375,chem,1,1.2,True,1,0,0,1.2000000476837158,
520,512,Tm20,Mi9,1,False,,4.241834069636549,chem,1,4.0,True,1,0,0,4.0,
521,514,Tm20,Tm5Y,1,False,,1.604136286794629,chem,7,23.4,True,7,0,0,23.399999856948853,
522,515,Tm20,Tm9,1,False,,4.64562198560685,chem,1,3.2222222222222223,True,1,0,0,3.222222328186035,
523,513,Tm20,Tm20,1,False,,0.9313994547410853,chem,4,9.82857142857143,True,5,1,0,10.828571557998657,
524,516,Tm28,Tm5Y,1,False,,2.0502525316941673,chem,1,1.0,True,1,0,0,1.0,
525,517,Tm28,TmY4,1,False,,1.1696293076232513,chem,6,14.216666666666667,True,6,0,0,14.21666669845581,
526,518,Tm28,TmY9,1,False,,1.689509743695024,chem,1,1.0,True,1,0,0,1.0,
527,641,TmY3,T2,1,False,,3.9406096935435317,chem,5,15.867532467532467,True,5,0,0,15.86753249168396,
528,642,TmY3,Tm4,1,False,,3.9469007441192905,chem,1,1.5,True,1,0,0,1.5,
529,646,TmY3,TmY3,1,False,,5.203190198470974,chem,1,1.0,True,1,0,0,1.0,
530,647,TmY3,TmY4,1,False,,3.972965564947278,chem,2,2.833333333333333,True,2,0,0,2.833333373069763,
531,648,TmY3,TmY5a,1,False,,3.2358967817020905,chem,4,7.166666666666667,True,4,0,0,7.166666626930237,
532,643,TmY3,TmY13,1,False,,2.82842712474619,chem,1,2.0,True,1,0,0,2.0,
533,644,TmY3,TmY14,1,False,,2.2188585522636415,chem,13,33.75214687273511,True,15,2,0,35.75214695930481,
534,645,TmY3,TmY15,1,False,,1.9980589520429153,chem,2,2.0,True,2,0,0,2.0,
535,650,TmY4,Mi3,1,False,,1.0690449676496976,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
536,651,TmY4,Mi4,1,False,,2.686526594388021,chem,2,2.75,True,2,0,0,2.75,
537,649,TmY4,Mi13,1,False,,2.1213203435596424,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
538,652,TmY4,T2,1,False,,8.26237921249264,chem,1,1.5,True,1,0,0,1.5,
539,653,TmY4,T5d,1,True,NernPC2018,7.675177596763987,chem,1,1.2,True,1,0,0,1.2000000476837158,
540,655,TmY4,TmY4,1,False,,1.1092271848598096,chem,2,3.666666666666667,True,2,0,0,3.666666626930237,
541,656,TmY4,TmY5a,1,False,,1.6815622070389717,chem,4,7.583333333333333,True,4,0,0,7.583333492279053,
542,657,TmY4,TmY9,1,False,,3.134917509555344,chem,2,2.0,True,2,0,0,2.0,
543,654,TmY4,TmY14,1,False,,2.179124315241535,chem,2,2.75,True,2,0,0,2.75,
544,658,TmY5a,Mi2,-1,True,NernPC2018,2.1667062935110883,chem,1,1.0,True,1,0,0,1.0,
545,659,TmY5a,Mi3,-1,True,NernPC2018,2.82842712474619,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
546,660,TmY5a,T2,-1,True,NernPC2018,3.595114178392207,chem,1,1.0,True,1,0,0,1.0,
547,661,TmY5a,T2a,-1,True,NernPC2018,3.064047027179766,chem,2,2.685714285714286,True,2,0,0,2.6857142448425293,
548,662,TmY5a,Tm16,-1,True,NernPC2018,1.396352929363113,chem,1,1.0,True,1,0,0,1.0,
549,666,TmY5a,TmY3,-1,True,NernPC2018,3.12579604957995,chem,3,4.366666666666667,True,3,0,0,4.366666674613953,
550,667,TmY5a,TmY4,-1,True,NernPC2018,6.128258770283411,chem,1,1.3333333333333333,True,1,0,0,1.3333333730697632,
551,663,TmY5a,TmY14,-1,True,NernPC2018,3.7248095926910483,chem,3,4.4,True,3,0,0,4.399999976158142,
552,664,TmY5a,TmY15,-1,True,NernPC2018,1.1641501751292487,chem,3,5.25,True,3,0,0,5.25,
553,665,TmY5a,TmY18,-1,True,NernPC2018,2.9956996465453347,chem,2,2.875,True,2,0,0,2.875,
554,668,TmY9,Mi13,1,False,,1.4448888224879788,chem,3,3.0,True,3,0,0,3.0,
555,669,TmY9,TmY4,1,False,,3.2182008966919713,chem,2,2.333333333333333,True,2,0,0,2.333333373069763,
556,670,TmY9,TmY9,1,False,,1.4555963560356076,chem,4,4.2,True,11,7,0,11.200000047683716,
557,593,TmY10,Mi4,1,False,,1.3761437999581911,chem,6,17.833333333333332,True,6,0,0,17.833333492279053,
558,594,TmY10,T2a,1,False,,7.3484692283495345,chem,1,1.0,True,1,0,0,1.0,
559,598,TmY10,Tm5b,1,False,,2.82842712474619,chem,1,1.0,True,1,0,0,1.0,
560,599,TmY10,Tm5c,1,False,,1.224744871391589,chem,1,2.0,True,1,0,0,2.0,
561,600,TmY10,Tm9,1,False,,4.365641250653994,chem,1,1.5,True,1,0,0,1.5,
562,595,TmY10,Tm16,1,False,,0.9752437217515684,chem,3,3.6666666666666665,True,3,0,0,3.6666667461395264,
563,596,TmY10,Tm20,1,False,,1.3389812690935508,chem,1,1.0,True,1,0,0,1.0,
564,597,TmY10,Tm28,1,False,,1.0999438818457405,chem,2,2.0,True,2,0,0,2.0,
565,601,TmY10,TmY4,1,False,,1.2325301864204314,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
566,602,TmY10,TmY9,1,False,,1.0667902219105647,chem,1,2.0,True,1,0,0,2.0,
567,603,TmY13,Mi4,1,False,,1.266696235827727,chem,2,3.5833333333333335,True,2,0,0,3.5833332538604736,
568,604,TmY13,T2,1,False,,1.1498917221767648,chem,3,5.5,True,3,0,0,5.5000001192092896,
569,606,TmY13,Tm5b,1,False,,1.7931509443361069,chem,1,1.0,True,1,0,0,1.0,
570,605,TmY13,Tm16,1,False,,1.3615552305724343,chem,1,1.0,True,1,0,0,1.0,
571,607,TmY13,TmY5a,1,False,,1.1905918672678526,chem,1,1.5,True,1,0,0,1.5,
572,608,TmY14,C3,-1,True,NernPC2018,3.601489881454454,chem,4,6.3,True,4,0,0,6.299999952316284,
573,609,TmY14,Mi12,-1,True,NernPC2018,3.216171493348246,chem,4,4.5,True,6,2,0,6.4999998807907104,
574,610,TmY14,Mi13,-1,True,NernPC2018,1.2947098452288401,chem,3,6.416666666666666,True,3,0,0,6.416666746139526,
575,612,TmY14,Tm9,-1,True,NernPC2018,8.295581217348271,chem,1,1.0,True,1,0,0,1.0,
576,611,TmY14,Tm16,-1,True,NernPC2018,1.244719880386806,chem,4,9.916666666666668,True,5,1,0,10.916666507720947,
577,613,TmY14,TmY4,-1,True,NernPC2018,7.505690770880899,chem,1,1.0,True,1,0,0,1.0,
578,614,TmY15,Mi4,-1,True,NernPC2018,0.9177429241035547,chem,14,28.083333333333332,True,15,1,0,29.083333373069763,
579,615,TmY15,Mi9,-1,True,NernPC2018,4.575317547305483,chem,1,1.0,True,1,0,0,1.0,
580,616,TmY15,T2,-1,True,NernPC2018,0.8499370483048785,chem,2,2.0,True,2,0,0,2.0,
581,617,TmY15,T2a,-1,True,NernPC2018,1.5259101889224564,chem,1,1.6666666666666667,True,1,0,0,1.6666666269302368,
582,618,TmY15,T4a,-1,True,NernPC2018,1.334402708058241,chem,19,11.000000000000002,True,25,6,0,16.999999940395355,
583,619,TmY15,T4b,-1,True,NernPC2018,1.402180572993786,chem,17,12.000000000000004,True,28,11,0,23.000000059604645,
584,620,TmY15,T4c,-1,True,NernPC2018,1.4101690650310361,chem,19,10.000000000000002,True,31,12,0,21.999999940395355,
585,621,TmY15,T4d,-1,True,NernPC2018,1.530631011784322,chem,11,10.000000000000002,True,14,3,0,13.000000059604645,
586,622,TmY15,T5a,-1,True,NernPC2018,1.4316319598387066,chem,18,10.000000000000002,True,23,5,0,15.000000074505806,
587,623,TmY15,T5b,-1,True,NernPC2018,2.0859211376792106,chem,15,11.0,True,17,2,0,13.000000089406967,
588,624,TmY15,T5c,-1,True,NernPC2018,1.2325380321463708,chem,16,10.000000000000002,True,22,6,0,16.0,
589,625,TmY15,T5d,-1,True,NernPC2018,1.4156728560800909,chem,18,8.999999999999998,True,22,4,0,12.999999940395355,
590,626,TmY15,Tm1,-1,True,NernPC2018,1.3935865842076611,chem,2,2.0,True,2,0,0,2.0,
591,627,TmY15,Tm2,-1,True,NernPC2018,1.955626078951732,chem,2,2.0,True,2,0,0,2.0,
592,628,TmY15,Tm3,-1,True,NernPC2018,1.2545472232393466,chem,2,2.142857142857143,True,2,0,0,2.1428571939468384,
593,629,TmY15,Tm4,-1,True,NernPC2018,0.901840134611131,chem,8,12.216666666666667,True,9,1,0,13.21666669845581,
594,630,TmY15,Tm9,-1,True,NernPC2018,1.3824117860922893,chem,6,9.583333333333334,True,8,2,0,11.583333373069763,
595,633,TmY15,TmY3,-1,True,NernPC2018,0.903446339972574,chem,3,7.166666666666667,True,3,0,0,7.166666626930237,
596,631,TmY15,TmY14,-1,True,NernPC2018,1.0282983554386493,chem,19,117.0,True,20,1,0,117.99999964237213,
597,632,TmY15,TmY18,-1,True,NernPC2018,1.014755750750873,chem,9,22.283333333333335,True,9,0,0,22.28333342075348,
598,635,TmY18,Mi4,1,False,,2.3811124530820726,chem,3,4.484665661136249,True,3,0,0,4.484665632247925,
599,634,TmY18,Mi10,1,False,,1.5643915531065096,chem,5,7.75,True,5,0,0,7.75,
600,636,TmY18,T2,1,False,,1.5876062653378802,chem,2,4.7,True,2,0,0,4.700000047683716,
601,639,TmY18,TmY5a,1,False,,5.517217990277666,chem,2,3.291666666666667,True,2,0,0,3.291666626930237,
602,640,TmY18,TmY9,1,False,,2.7826117627979396,chem,1,1.0,True,1,0,0,1.0,
603,637,TmY18,TmY15,1,False,,0.8645109798377456,chem,9,20.0,True,9,0,0,19.99999988079071,
604,638,TmY18,TmY18,1,False,,2.2395705110563093,chem,4,5.476190476190476,True,5,1,0,6.476190567016602,
