run_a_netdir,run_a_label,run_a_individual,run_b_netdir,run_b_label,run_b_individual,pair_kind,chkpt_index,chkpt_iter,side_of_150000,quantity,distance_form,distance,is_nearest_foreign_for_twin_with_3ppp,is_nearest_foreign_for_twin_without_3ppp,nearest_foreign_distance_with_3ppp,ratio_nf_over_twin_with_3ppp,nearest_foreign_distance_without_3ppp,ratio_nf_over_twin_without_3ppp
9991/000,seed0,0,9991/900,seed0prime,0,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,0.48927144537463124,inf
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,0.48927144537463124,inf
9991/000,seed0,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,euclid,0.5712178217412894,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,euclid,0.5377106341813009,,,,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,"0~0';0~0"";3~3';3~3'''","0~0';0~0"";3~3'",,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,3'~3''',,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6239872635247534,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5381386843747694,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,0.48927144537463124,inf
9991/900,seed0prime,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,euclid,0.5712178217412894,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,euclid,0.5377106341813009,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,"0'~0""","0'~0""",,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6239872635247534,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5381386843747694,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,euclid,0.5712178217412894,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,euclid,0.5377106341813009,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,euclid,0.48927144537463124,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6239872635247534,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5381386843747694,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,euclid,0.6164815425220789,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,euclid,0.6657274337931126,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,euclid,0.6657274337931126,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,euclid,0.6657274337931126,,,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6499924777760138,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5432966528433956,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,euclid,0.5269464819200941,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,euclid,0.5269464819200941,,,,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,euclid,0.5269464819200941,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6157224658571157,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5220394005351872,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,0.48927144537463124,inf
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,,
9991/003,seed3,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6267625059689139,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5162949877541846,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,mean_by_type,euclid,0.0,,,0.48927144537463124,inf,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6267625059689139,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5162949877541846,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,euclid,0.6267625059689139,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.5162949877541846,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,euclid,0.6046115235842232,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,0.11918706293706294,inf
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,0.11918706293706294,inf
9991/000,seed0,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17360139860139856,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19742132867132867,,,,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,"0~0';0~0"";3~3';3~3'''","0~0';0~0"";3~3'",,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,3'~3''',,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19401223776223775,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18164335664335662,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,0.11918706293706294,inf
9991/900,seed0prime,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17360139860139856,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19742132867132867,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,"0'~0""","0'~0""",,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19401223776223775,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18164335664335662,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17360139860139856,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19742132867132867,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.11918706293706294,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19401223776223775,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18164335664335662,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.21101398601398602,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.191215034965035,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.191215034965035,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.191215034965035,,,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.21118881118881117,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.19484265734265738,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18946678321678323,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18946678321678323,,,,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.18946678321678323,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17696678321678316,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.21477272727272723,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,0.11918706293706294,inf
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,,
9991/003,seed3,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17906468531468533,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.13811188811188813,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,mean_by_type,one_minus_spearman,0.0,,,0.11918706293706294,inf,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17906468531468533,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.13811188811188813,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17906468531468533,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.13811188811188813,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,0,-1,before,mean_by_type,one_minus_spearman,0.17320804195804196,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,0.49108621065425945,inf
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,0.49108621065425945,inf
9991/000,seed0,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5729307925945746,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5385617883128947,,,,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,"0~0';0~0"";3~3';3~3'''","0~0';0~0"";3~3'",,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,3'~3''',,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6269052686462037,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5388537663260777,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,0.49108621065425945,inf
9991/900,seed0prime,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5729307925945746,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5385617883128947,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,"0'~0""","0'~0""",,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6269052686462037,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5388537663260777,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5729307925945746,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5385617883128947,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.49108621065425945,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6269052686462037,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5388537663260777,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6183829870193152,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6701318596147763,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6701318596147763,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6701318596147763,,,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6523045855581362,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5438994134093105,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5286616039397758,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5286616039397758,,,,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5286616039397758,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.620651023828848,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5241205112675006,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,0.49108621065425945,inf
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,,
9991/003,seed3,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6302920408637451,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5185590809805928,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.0,,,0.49108621065425945,inf,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6302920408637451,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5185590809805928,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6302920408637451,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.5185590809805928,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,euclid,0.6065786700744092,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,0.1086101398601399,inf
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,0.1086101398601399,inf
9991/000,seed0,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.15690559440559437,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17736013986013988,,,,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,"0~0';0~0"";3~3';3~3'''","0~0';0~0"";3~3'",,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,3'~3''',,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17246503496503496,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16861888111888113,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,0.1086101398601399,inf
9991/900,seed0prime,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.15690559440559437,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17736013986013988,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,"0'~0""","0'~0""",,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17246503496503496,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16861888111888113,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.15690559440559437,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17736013986013988,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1086101398601399,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17246503496503496,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16861888111888113,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.18474650349650346,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.18098776223776225,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.18098776223776225,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.18098776223776225,,,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.17963286713286708,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1792832167832168,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16840034965034967,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16840034965034967,,,,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16840034965034967,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.15747377622377623,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1968094405594406,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,0.1086101398601399,inf
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,,
9991/003,seed3,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16083916083916083,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.12639860139860137,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.0,,,0.1086101398601399,inf,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16083916083916083,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.12639860139860137,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.16083916083916083,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.12639860139860137,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,0,-1,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.15625,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,1,11,before,mean_by_type,euclid,8.963788221426062e-08,,,0.6058193458309764,6758519.175886952,0.6058193458309764,6758519.175886952
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,1,11,before,mean_by_type,euclid,1.596906644995412e-07,,,0.6058193587679767,3793705.5410632174,0.6058193587679767,3793705.5410632174
9991/000,seed0,0,9991/001,seed1,1,foreign,1,11,before,mean_by_type,euclid,0.8432547176963936,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,1,11,before,mean_by_type,euclid,0.6058193587679767,"0~0""","0~0""",,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,1,11,before,mean_by_type,euclid,0.697515011031159,,,,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,1,11,before,mean_by_type,euclid,0.6975150536536429,,,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,1,11,before,mean_by_type,euclid,0.6975150428828508,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,1,11,before,mean_by_type,euclid,0.611373038216134,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,1,11,before,mean_by_type,euclid,0.6079292522495587,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,1,11,before,mean_by_type,euclid,1.8174912898837554e-07,,,0.6058193458309764,3333272.3474549577,0.6058193458309764,3333272.3474549577
9991/900,seed0prime,0,9991/001,seed1,1,foreign,1,11,before,mean_by_type,euclid,0.8432547355235022,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,1,11,before,mean_by_type,euclid,0.6058193458309764,"0~0';0'~0""","0~0';0'~0""",,,,
