run_a_netdir,run_a_label,run_a_individual,run_b_netdir,run_b_label,run_b_individual,pair_kind,chkpt_index,chkpt_iter,side_of_150000,quantity,distance_form,distance,is_nearest_foreign_for_twin_with_3ppp,is_nearest_foreign_for_twin_without_3ppp,nearest_foreign_distance_with_3ppp,ratio_nf_over_twin_with_3ppp,nearest_foreign_distance_without_3ppp,ratio_nf_over_twin_without_3ppp
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,mean_by_type,euclid,7.275177264501831,,,12.536786028881,1.7232275686329215,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,euclid,34.42275923254875,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,euclid,22.229385590143448,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,euclid,34.791010505623284,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,euclid,24.524254401411433,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,euclid,34.85997661489398,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,23,79211,before,mean_by_type,one_minus_spearman,0.4508304195804196,,,0.41232517482517483,0.9145904023267087,0.41232517482517483,0.9145904023267087
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,23,79211,before,mean_by_type,one_minus_spearman,0.3598339160839161,,,0.41232517482517483,1.145876351269282,0.41232517482517483,1.145876351269282
9991/000,seed0,0,9991/001,seed1,1,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.5169143356643356,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.41232517482517483,"0~0';0~0""","0~0';0~0""",,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.43736888111888117,,,,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.5378933566433566,,,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.43763111888111883,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9187062937062938,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9822115384615384,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,23,79211,before,mean_by_type,one_minus_spearman,0.11376748251748248,,,0.4215034965034965,3.7049558202074544,0.4739947552447552,4.166346523242414
9991/900,seed0prime,0,9991/001,seed1,1,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.5685314685314685,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.6527972027972029,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.569361888111888,,,,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.4935751748251749,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.4215034965034965,"0'~0""",,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,1.0475961538461538,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9339597902097903,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.5973339160839161,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.6101398601398602,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.6423513986013987,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.4739947552447552,,"0'~0""",,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.46529720279720277,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,1.0014423076923078,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8137237762237762,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.3641171328671329,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.3590034965034965,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.38942307692307687,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.27805944055944054,3~3''';3'~3''',,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8045454545454546,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9518356643356644,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.42696678321678316,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.33382867132867133,3~3',3~3',,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.37154720279720277,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8283216783216784,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8589160839160839,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,23,79211,before,mean_by_type,one_minus_spearman,0.4755244755244755,,,0.33382867132867133,0.7020220588235294,0.33382867132867133,0.7020220588235294
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,mean_by_type,one_minus_spearman,0.29069055944055944,,,0.27805944055944054,0.9565478875357089,,
9991/003,seed3,3,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8174388111888111,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,1.0171328671328672,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,mean_by_type,one_minus_spearman,0.19807692307692304,,,0.27805944055944054,1.4037952338923214,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9810314685314685,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.9840472027972028,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.8368881118881119,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,1.0233391608391609,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,23,79211,before,mean_by_type,one_minus_spearman,0.6624125874125875,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,44.11850385160539,,,25.817987052546577,0.585196341639022,25.817987052546577,0.585196341639022
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,76.90611211764106,,,25.817987052546577,0.3357078695260729,25.817987052546577,0.3357078695260729
9991/000,seed0,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,26.968720718390145,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,25.817987052546577,"0~0';0~0""","0~0';0~0""",,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,51.58461261400012,,,,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,29.60502067237741,,,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,27.85717626268686,,,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,47.87067969542473,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,39.770672734210706,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,45.57211999707868,,,53.24109552521731,1.1682821762215634,54.49801919627589,1.1958631549238743
9991/900,seed0prime,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,55.05243286398582,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,57.02112674042806,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,65.9871276406425,,,,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,54.49801919627589,,"0'~0""",,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,53.24109552521731,"0'~0""",,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,66.33494321122228,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,64.55380605460675,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,91.22727040465222,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,94.91635158749435,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,93.55608564211745,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,92.24383823209287,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,90.44848701537845,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,99.01194082141872,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,101.92245238513794,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,16.29967390247308,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,51.275014405470635,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,19.145975304083503,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,16.34140209264488,3~3''';3'~3''',,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,37.480618458052334,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,31.406619714089544,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,55.058031858206824,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,18.67250883574903,3~3',3~3',,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,18.8544948554643,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,41.16806014677113,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,23.068767672904105,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,47.782885275566144,,,18.67250883574903,0.3907781777526367,18.67250883574903,0.3907781777526367
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,46.74799920422313,,,16.34140209264488,0.3495636684097622,,
9991/003,seed3,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,60.605556138762246,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,67.27443286240653,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,euclid,10.259452717849177,,,16.34140209264488,1.5928142116405934,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,41.581181072812115,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,28.588677567248872,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,42.5232173278423,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,33.49324572982185,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,euclid,42.361715141134255,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.4378059440559441,,,0.393312937062937,0.8983727662972945,0.4140297202797203,0.9456923230508136
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.3427010489510489,,,0.393312937062937,1.1476852442290524,0.4140297202797203,1.2081367172554522
9991/000,seed0,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.5136800699300699,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.4140297202797203,,"0~0';0~0""",,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.4768356643356644,,,,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.542263986013986,,,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.393312937062937,"0~0';0~0""",,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9084353146853147,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9376311188811188,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.11254370629370625,,,0.4505681818181818,4.00349514563107,0.5396416083916085,4.794951456310682
9991/900,seed0prime,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6136363636363636,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6916520979020979,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6343094405594405,,,,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.5806818181818182,,,,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.46595279720279725,,,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,1.0249125874125875,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.8850524475524475,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6008741258741259,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6117132867132867,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6637674825174825,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.5396416083916085,,"0'~0""",,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.4505681818181818,"0'~0""",,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9818618881118881,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.7833479020979021,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.38457167832167827,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.37067307692307694,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.41385489510489515,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.290472027972028,3~3''';3'~3''',,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.7961975524475524,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9076048951048951,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.48050699300699296,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.3276660839160839,3~3',3~3',,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.37303321678321677,,,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.7781031468531469,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.801923076923077,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.47041083916083914,,,0.3276660839160839,0.6965530056675647,0.3276660839160839,0.6965530056675647
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.31595279720279723,,,0.290472027972028,0.9193526075529118,,
9991/003,seed3,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.7602272727272728,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9524038461538462,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.1968094405594406,,,0.290472027972028,1.4759049522540526,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9210227272727273,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9417832167832167,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.8003933566433566,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.9674825174825175,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,23,79211,before,central_cell_mean_skip_first_quarter,one_minus_spearman,0.6816870629370629,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,24,82811,before,mean_by_type,euclid,30.48108956245922,,,21.52011514434436,0.7060152853213201,21.68055573190442,0.7112788959685478
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,24,82811,before,mean_by_type,euclid,44.26201072466411,,,21.52011514434436,0.48619831751910697,21.68055573190442,0.48982310963616865
9991/000,seed0,0,9991/001,seed1,1,foreign,24,82811,before,mean_by_type,euclid,23.441305122755438,,,,,,
9991/000,seed0,0,9991/002,seed2,2,foreign,24,82811,before,mean_by_type,euclid,21.68055573190442,,"0~0';0~0""",,,,
9991/000,seed0,0,9991/003,seed3,3,foreign,24,82811,before,mean_by_type,euclid,27.116577955582084,,,,,,
9991/000,seed0,0,9991/903,seed3prime,3,foreign,24,82811,before,mean_by_type,euclid,23.271475811118627,,,,,,
9991/000,seed0,0,9992/003,seed3primeprimeprime,3,foreign,24,82811,before,mean_by_type,euclid,21.52011514434436,"0~0';0~0""",,,,,
9991/000,seed0,0,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,39.56100476687168,,,,,,
9991/000,seed0,0,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,35.95899810274832,,,,,,
9991/900,seed0prime,0,9992/000,seed0primeprime,0,twin,24,82811,before,mean_by_type,euclid,25.884855655556375,,,36.99716555008034,1.4292977346442581,37.21426356579416,1.437684801530112
9991/900,seed0prime,0,9991/001,seed1,1,foreign,24,82811,before,mean_by_type,euclid,38.53217965429491,,,,,,
9991/900,seed0prime,0,9991/002,seed2,2,foreign,24,82811,before,mean_by_type,euclid,39.88773114160961,,,,,,
9991/900,seed0prime,0,9991/003,seed3,3,foreign,24,82811,before,mean_by_type,euclid,39.65762225059648,,,,,,
9991/900,seed0prime,0,9991/903,seed3prime,3,foreign,24,82811,before,mean_by_type,euclid,37.21426356579416,,"0'~0""",,,,
9991/900,seed0prime,0,9992/003,seed3primeprimeprime,3,foreign,24,82811,before,mean_by_type,euclid,36.99716555008034,"0'~0""",,,,,
9991/900,seed0prime,0,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,48.89333387790743,,,,,,
9991/900,seed0prime,0,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,47.73656718032892,,,,,,
9992/000,seed0primeprime,0,9991/001,seed1,1,foreign,24,82811,before,mean_by_type,euclid,54.69191273042272,,,,,,
9992/000,seed0primeprime,0,9991/002,seed2,2,foreign,24,82811,before,mean_by_type,euclid,58.08474569723478,,,,,,
9992/000,seed0primeprime,0,9991/003,seed3,3,foreign,24,82811,before,mean_by_type,euclid,56.572553417241636,,,,,,
9992/000,seed0primeprime,0,9991/903,seed3prime,3,foreign,24,82811,before,mean_by_type,euclid,56.02719157097608,,,,,,
9992/000,seed0primeprime,0,9992/003,seed3primeprimeprime,3,foreign,24,82811,before,mean_by_type,euclid,55.494524199547946,,,,,,
9992/000,seed0primeprime,0,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,63.37938653272077,,,,,,
9992/000,seed0primeprime,0,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,65.65970869187095,,,,,,
9991/001,seed1,1,9991/002,seed2,2,foreign,24,82811,before,mean_by_type,euclid,15.571131738136785,,,,,,
9991/001,seed1,1,9991/003,seed3,3,foreign,24,82811,before,mean_by_type,euclid,27.448081620991747,,,,,,
9991/001,seed1,1,9991/903,seed3prime,3,foreign,24,82811,before,mean_by_type,euclid,16.42765433226354,,,,,,
9991/001,seed1,1,9992/003,seed3primeprimeprime,3,foreign,24,82811,before,mean_by_type,euclid,13.903838881439846,,,,,,
9991/001,seed1,1,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,30.86682429226688,,,,,,
9991/001,seed1,1,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,31.169961869268786,,,,,,
9991/002,seed2,2,9991/003,seed3,3,foreign,24,82811,before,mean_by_type,euclid,26.897318459136383,,,,,,
9991/002,seed2,2,9991/903,seed3prime,3,foreign,24,82811,before,mean_by_type,euclid,13.245993473792602,3~3',3~3',,,,
9991/002,seed2,2,9992/003,seed3primeprimeprime,3,foreign,24,82811,before,mean_by_type,euclid,11.35142574983809,3~3''';3'~3''',,,,,
9991/002,seed2,2,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,34.11020826241448,,,,,,
9991/002,seed2,2,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,23.491322599171674,,,,,,
9991/003,seed3,3,9991/903,seed3prime,3,twin,24,82811,before,mean_by_type,euclid,23.623036757354466,,,13.245993473792602,0.5607235686863493,13.245993473792602,0.5607235686863493
9991/003,seed3,3,9992/003,seed3primeprimeprime,3,twin,24,82811,before,mean_by_type,euclid,23.599907802340606,,,11.35142574983809,0.48099449561037144,,
9991/003,seed3,3,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,40.53193348771814,,,,,,
9991/003,seed3,3,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,40.044539764435015,,,,,,
9991/903,seed3prime,3,9992/003,seed3primeprimeprime,3,twin,24,82811,before,mean_by_type,euclid,6.593315034146403,,,11.35142574983809,1.7216568131584344,,
9991/903,seed3prime,3,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,34.37358151827832,,,,,,
9991/903,seed3prime,3,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,24.08998168771466,,,,,,
9992/003,seed3primeprimeprime,3,9991/004,seed4,4,foreign,24,82811,before,mean_by_type,euclid,34.39244497499132,,,,,,
9992/003,seed3primeprimeprime,3,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,26.03011636100336,,,,,,
9991/004,seed4,4,9991/005,seed5,5,foreign,24,82811,before,mean_by_type,euclid,35.709442359591165,,,,,,
9991/000,seed0,0,9991/900,seed0prime,0,twin,24,82811,before,mean_by_type,one_minus_spearman,0.47303321678321675,,,0.43133741258741254,0.911854384181835,0.4454108391608391,0.9416058394160584
9991/000,seed0,0,9992/000,seed0primeprime,0,twin,24,82811,before,mean_by_type,one_minus_spearman,0.3663898601398602,,,0.4454108391608391,1.2156745795061432,0.4454108391608391,1.2156745795061432
