# PREVIEW DIAGNOSTIC -- NOT A TEST
# script_sha256=d402eb4140ead741a9c3fcf603647dbfd210ff7facd034b0bbe943ea7f57e531
run,chkpt_index,solver_iteration,process,evaluator,round,mean_16,stored_val_loss
903,0,0,2,E2,1,1212.549735546112,1212.549735546112
903,0,0,2,E3,1,1212.549735546112,1212.549735546112
903,0,0,2,E1,2,1212.549735546112,1212.549735546112
903,0,0,2,E2,2,1212.549735546112,1212.549735546112
903,0,0,2,E3,2,1212.549735546112,1212.549735546112
903,0,0,2,E1,3,1212.549735546112,1212.549735546112
903,0,0,2,E2,3,1212.549735546112,1212.549735546112
903,0,0,2,E3,3,1212.549735546112,1212.549735546112
903,0,0,2,E1,4,1212.549735546112,1212.549735546112
903,0,0,2,E2,4,1212.549735546112,1212.549735546112
903,0,0,2,E3,4,1212.549735546112,1212.549735546112
903,0,0,2,E1,5,1212.549735546112,1212.549735546112
903,0,0,2,E2,5,1212.549735546112,1212.549735546112
903,0,0,2,E3,5,1212.549735546112,1212.549735546112
903,8,25212,2,E1,1,1187.1360249519348,1187.1360335350037
903,8,25212,2,E2,1,1187.1360683441162,1187.1360335350037
903,8,25212,2,E3,1,1187.136064529419,1187.1360335350037
903,8,25212,2,E1,2,1187.1360244750977,1187.1360335350037
903,8,25212,2,E2,2,1187.1360683441162,1187.1360335350037
903,8,25212,2,E3,2,1187.1360626220703,1187.1360335350037
903,8,25212,2,E1,3,1187.136061668396,1187.1360335350037
903,8,25212,2,E2,3,1187.1360363960266,1187.1360335350037
903,8,25212,2,E3,3,1187.1360592842102,1187.1360335350037
903,8,25212,2,E1,4,1187.1360621452332,1187.1360335350037
903,8,25212,2,E2,4,1187.1360635757446,1187.1360335350037
903,8,25212,2,E3,4,1187.136037349701,1187.1360335350037
903,8,25212,2,E1,5,1187.136058330536,1187.1360335350037
903,8,25212,2,E2,5,1187.1360411643982,1187.1360335350037
903,8,25212,2,E3,5,1187.1360664367676,1187.1360335350037
903,71,250008,2,E1,1,1163.3765468597412,1163.376554965973
903,71,250008,2,E2,1,1163.376552581787,1163.376554965973
903,71,250008,2,E3,1,1163.3765168190002,1163.376554965973
903,71,250008,2,E1,2,1163.3764114379883,1163.376554965973
903,71,250008,2,E2,2,1163.3765487670898,1163.376554965973
903,71,250008,2,E3,2,1163.3765206336975,1163.376554965973
903,71,250008,2,E1,3,1163.3765234947205,1163.376554965973
903,71,250008,2,E2,3,1163.376507282257,1163.376554965973
903,71,250008,2,E3,3,1163.3765563964844,1163.376554965973
903,71,250008,2,E1,4,1163.3765296936035,1163.376554965973
903,71,250008,2,E2,4,1163.3765268325806,1163.376554965973
903,71,250008,2,E3,4,1163.3765206336975,1163.376554965973
903,71,250008,2,E1,5,1163.3765482902527,1163.376554965973
903,71,250008,2,E2,5,1163.376554965973,1163.376554965973
903,71,250008,2,E3,5,1163.3764853477478,1163.376554965973
003,0,0,3,E1,1,1212.549735546112,1212.549735546112
003,0,0,3,E2,1,1212.549735546112,1212.549735546112
003,0,0,3,E3,1,1212.549735546112,1212.549735546112
003,0,0,3,E1,2,1212.5497364997864,1212.549735546112
003,0,0,3,E2,2,1212.549735546112,1212.549735546112
003,0,0,3,E3,2,1212.549735546112,1212.549735546112
003,0,0,3,E1,3,1212.549735546112,1212.549735546112
003,0,0,3,E2,3,1212.5497364997864,1212.549735546112
003,0,0,3,E3,3,1212.549735546112,1212.549735546112
003,0,0,3,E1,4,1212.549735546112,1212.549735546112
003,0,0,3,E2,4,1212.5497364997864,1212.549735546112
003,0,0,3,E3,4,1212.549735546112,1212.549735546112
003,0,0,3,E1,5,1212.5497364997864,1212.549735546112
003,0,0,3,E2,5,1212.549735546112,1212.549735546112
003,0,0,3,E3,5,1212.549735546112,1212.549735546112
003,8,25212,3,E1,1,1190.0516600608826,1190.0516934394836
003,8,25212,3,E2,1,1190.0516595840454,1190.0516934394836
003,8,25212,3,E3,1,1190.051688671112,1190.0516934394836
003,8,25212,3,E1,2,1190.0516576766968,1190.0516934394836
003,8,25212,3,E2,2,1190.0516567230225,1190.0516934394836
003,8,25212,3,E3,2,1190.0516653060913,1190.0516934394836
003,8,25212,3,E1,3,1190.0516843795776,1190.0516934394836
003,8,25212,3,E2,3,1190.051664352417,1190.0516934394836
003,8,25212,3,E3,3,1190.051649570465,1190.0516934394836
003,8,25212,3,E1,4,1190.0516901016235,1190.0516934394836
003,8,25212,3,E2,4,1190.0516910552979,1190.0516934394836
003,8,25212,3,E3,4,1190.051658153534,1190.0516934394836
003,8,25212,3,E1,5,1190.0516591072083,1190.0516934394836
003,8,25212,3,E2,5,1190.0516920089722,1190.0516934394836
003,8,25212,3,E3,5,1190.0516901016235,1190.0516934394836
003,71,250008,3,E1,1,1155.7706694602966,1155.7706489562988
003,71,250008,3,E2,1,1155.7706332206726,1155.7706489562988
003,71,250008,3,E3,1,1155.770616054535,1155.7706489562988
003,71,250008,3,E1,2,1155.770652770996,1155.7706489562988
003,71,250008,3,E2,2,1155.7706551551819,1155.7706489562988
003,71,250008,3,E3,2,1155.7706227302551,1155.7706489562988
003,71,250008,3,E1,3,1155.7706623077393,1155.7706489562988
003,71,250008,3,E2,3,1155.7706470489502,1155.7706489562988
003,71,250008,3,E3,3,1155.7706289291382,1155.7706489562988
003,71,250008,3,E1,4,1155.7706499099731,1155.7706489562988
003,71,250008,3,E2,4,1155.7706723213196,1155.7706489562988
003,71,250008,3,E3,4,1155.7706260681152,1155.7706489562988
003,71,250008,3,E1,5,1155.7706398963928,1155.7706489562988
003,71,250008,3,E2,5,1155.7706537246704,1155.7706489562988
003,71,250008,3,E3,5,1155.7706971168518,1155.7706489562988
903,0,0,3,E1,1,1212.549735546112,1212.549735546112
903,0,0,3,E2,1,1212.549735546112,1212.549735546112
903,0,0,3,E3,1,1212.549735546112,1212.549735546112
903,0,0,3,E1,2,1212.549735546112,1212.549735546112
903,0,0,3,E2,2,1212.5497364997864,1212.549735546112
903,0,0,3,E3,2,1212.549735546112,1212.549735546112
903,0,0,3,E1,3,1212.549735546112,1212.549735546112
903,0,0,3,E2,3,1212.549735546112,1212.549735546112
903,0,0,3,E3,3,1212.549735546112,1212.549735546112
903,0,0,3,E1,4,1212.5497364997864,1212.549735546112
903,0,0,3,E2,4,1212.549735546112,1212.549735546112
903,0,0,3,E3,4,1212.549735546112,1212.549735546112
903,0,0,3,E1,5,1212.5497364997864,1212.549735546112
903,0,0,3,E2,5,1212.549735546112,1212.549735546112
903,0,0,3,E3,5,1212.549735546112,1212.549735546112
903,8,25212,3,E1,1,1187.1360659599304,1187.1360335350037
903,8,25212,3,E2,1,1187.136067867279,1187.1360335350037
903,8,25212,3,E3,1,1187.1360592842102,1187.1360335350037
903,8,25212,3,E1,2,1187.136037349701,1187.1360335350037
903,8,25212,3,E2,2,1187.1360354423523,1187.1360335350037
903,8,25212,3,E3,2,1187.1360259056091,1187.1360335350037
903,8,25212,3,E1,3,1187.1360721588135,1187.1360335350037
903,8,25212,3,E2,3,1187.13605594635,1187.1360335350037
903,8,25212,3,E3,3,1187.136067390442,1187.1360335350037
903,8,25212,3,E1,4,1187.1360311508179,1187.1360335350037
903,8,25212,3,E2,4,1187.1360654830933,1187.1360335350037
903,8,25212,3,E3,4,1187.1360597610474,1187.1360335350037
903,8,25212,3,E1,5,1187.1360702514648,1187.1360335350037
903,8,25212,3,E2,5,1187.1360602378845,1187.1360335350037
903,8,25212,3,E3,5,1187.1360359191895,1187.1360335350037
903,71,250008,3,E1,1,1163.3765573501587,1163.376554965973
903,71,250008,3,E2,1,1163.3765425682068,1163.376554965973
903,71,250008,3,E3,1,1163.3765230178833,1163.376554965973
903,71,250008,3,E1,2,1163.3765454292297,1163.376554965973
903,71,250008,3,E2,2,1163.3765788078308,1163.376554965973
903,71,250008,3,E3,2,1163.3766145706177,1163.376554965973
903,71,250008,3,E1,3,1163.3765296936035,1163.376554965973
903,71,250008,3,E2,3,1163.3766160011292,1163.376554965973
903,71,250008,3,E3,3,1163.3765268325806,1163.376554965973
903,71,250008,3,E1,4,1163.3765511512756,1163.376554965973
903,71,250008,3,E2,4,1163.3765540122986,1163.376554965973
903,71,250008,3,E3,4,1163.3764986991882,1163.376554965973
903,71,250008,3,E1,5,1163.376546382904,1163.376554965973
903,71,250008,3,E2,5,1163.3765177726746,1163.376554965973
903,71,250008,3,E3,5,1163.3765573501587,1163.376554965973
