"# FULL FLOAT from the run jsons' checkpoint_metrics -- same convention as results/night4/night_report_checkpoints.csv, extended from eight runs to TEN (adds 0"" = 9992/000 and 3''' = 9992/003)."
"# run -> column is an EXPLICIT mapping, recorded in results/night5/run_columns.csv beside this file; do NOT derive it from the column name. # script: results/night5/extract_night5.py"
iteration,val_loss_seed0,val_loss_seed0prime,val_loss_seed1,val_loss_seed2,val_loss_seed3,val_loss_seed4,val_loss_seed3prime,val_loss_seed5,val_loss_seed0primeprime,val_loss_seed3primeprimeprime
93612,1146.0899176597595,1158.107048034668,1164.9665789604187,1156.8112330436707,1175.2162098884583,1170.5908479690552,1178.7145380973816,1188.1393399238586,1183.64262008667,1175.1622653007507
97212,1166.0587973594666,1165.5258479118347,1156.5754661560059,1139.1152305603027,1173.9762539863586,1168.6568455696106,1174.9573383331299,1180.2318868637085,1157.515413761139,1168.922146320343
100812,1159.3972482681274,1165.9083790779114,1174.59503698349,1149.9595098495483,1168.6563563346863,1170.787139415741,1174.2218699455261,1195.9461979866028,1152.260281085968,1169.8193879127502
104412,1149.9424061775208,1165.0305652618408,1156.3830351829529,1149.5918292999268,1172.8285298347473,1168.4853920936584,1179.2205777168274,1193.9646310806274,1149.5528683662415,1179.3173985481262
108012,1152.2471561431885,1165.1910004615784,1159.6917576789856,1149.0314645767212,1163.5787386894226,1169.1170048713684,1166.141987323761,1191.7150182724,1148.281994819641,1165.6168746948242
111612,1145.259247303009,1158.2587203979492,1158.5441946983337,1153.751736164093,1161.7089304924011,1164.0210571289062,1169.4736614227295,1182.2868447303772,1148.046667098999,1171.3647694587708
115212,1162.6178755760193,1167.6305890083313,1159.0098600387573,1141.791434764862,1170.3667149543762,1178.2951755523682,1177.8472781181335,1172.093770980835,1158.739993572235,1178.0510444641113
118812,1159.1505522727966,1160.2479157447815,1158.654372215271,1148.1022024154663,1174.6678228378296,1170.6738066673279,1191.0984358787537,1209.2466077804565,1151.3279008865356,1182.9998865127563
122412,1149.5846281051636,1157.1582894325256,1157.7469491958618,1144.9998154640198,1170.5867586135864,1161.0396633148193,1177.248076915741,1261.6148738861084,1147.3570718765259,1177.0700335502625
126012,1157.3147263526917,1163.24169921875,1153.2412114143372,1149.9143924713135,1167.1255345344543,1166.733796596527,1172.0774660110474,1303.0241222381592,1154.5402822494507,1182.6137804985046
129612,1155.54319190979,1160.7914743423462,1154.618935585022,1152.911548614502,1167.4171047210693,1159.7117166519165,1169.490535736084,1200.9613456726074,1147.369671344757,1168.9878511428833
133212,1153.2943959236145,1164.9485363960266,1158.1896433830261,1145.8231110572815,1168.2856822013855,1164.9900360107422,1170.9120593070984,1170.958842754364,1152.9067568778992,1172.9795365333557
136812,1155.7976460456848,1165.14652967453,1156.6086921691895,1142.9586153030396,1176.3770298957825,1157.7596158981323,1171.7409648895264,1194.0654487609863,1154.7585110664368,1175.557228565216
140412,1170.67139005661,1167.6291785240173,1153.7491188049316,1146.4059405326843,1163.0900983810425,1165.0008878707886,1171.6224207878113,1181.5869722366333,1151.3960165977478,1164.8907985687256
144012,1154.2527952194214,1166.6948523521423,1152.181580066681,1149.994649887085,1163.14825963974,1164.5611476898193,1166.6718611717224,1176.1111421585083,1148.2517337799072,1166.856803894043
147612,1150.4220099449158,1160.9484596252441,1151.5074534416199,1143.3270301818848,1161.3737435340881,1157.656994819641,1169.2592449188232,1169.277847290039,1137.8941688537598,1163.057623386383
151212,1152.8306703567505,1165.077630519867,1153.5651025772095,1144.913411140442,1165.2207584381104,1158.9329886436462,1176.7531461715698,1168.6910872459412,1144.594759941101,1164.5384798049927
154812,1159.6490750312805,1164.1412391662598,1159.3758964538574,1156.1771636009216,1165.6916799545288,1153.7937326431274,1173.4060826301575,1162.865954875946,1159.9002757072449,1160.8126940727234
158412,1148.1150574684143,1160.1365804672241,1157.6255736351013,1148.153480052948,1167.5395035743713,1159.5166506767273,1170.552927017212,1163.1878242492676,1139.665994644165,1160.0968594551086
162012,1159.507375717163,1170.9092984199524,1149.2913193702698,1137.8218989372253,1181.6246318817139,1158.191759109497,1178.0680150985718,1160.8299350738525,1156.2967047691345,1165.1136546134949
165612,1168.3797082901,1172.0600066184998,1149.6650700569153,1152.2315549850464,1166.1481046676636,1163.401943206787,1177.2763032913208,1170.0789713859558,1158.7077584266663,1165.3110909461975
169212,1149.1647539138794,1160.9523620605469,1148.1312074661255,1156.9998259544373,1171.6817154884338,1164.2379884719849,1171.5276708602905,1160.8200387954712,1146.9608855247498,1164.2804808616638
172812,1154.8276648521423,1165.792932510376,1151.781644821167,1139.5149302482605,1166.0326933860779,1165.690734386444,1169.5335822105408,1161.7554440498352,1149.4280047416687,1161.4680275917053
176412,1147.5206727981567,1164.690577507019,1145.0673270225525,1148.1520657539368,1158.8479490280151,1164.770757675171,1164.9235734939575,1167.2267594337463,1144.9144983291626,1152.090950012207
180012,1148.9452629089355,1161.0157647132874,1148.6651096343994,1156.9476127624512,1166.3808250427246,1162.0929107666016,1168.116026878357,1165.2337937355042,1142.8723578453064,1160.8209714889526
183612,1146.5117826461792,1163.1874775886536,1146.4211168289185,1147.0188484191895,1169.6822490692139,1158.0983710289001,1170.1281905174255,1161.8834972381592,1145.0720767974854,1159.850441455841
187212,1150.2213530540466,1167.1312942504883,1149.1065158843994,1149.011959552765,1161.4555730819702,1158.7704181671143,1165.8261532783508,1157.8814339637756,1149.0865597724915,1160.002679347992
190812,1167.618703365326,1172.5036034584045,1148.6974964141846,1147.2482500076294,1162.5908608436584,1155.6888899803162,1167.5395622253418,1159.068461894989,1158.2315673828125,1160.4920363426208
194412,1153.1420350074768,1163.9778952598572,1146.5436005592346,1152.435649394989,1161.2927770614624,1155.982656955719,1169.752408504486,1152.4383149147034,1140.9550771713257,1161.2851963043213
198012,1149.6872253417969,1163.5245547294617,1147.9997973442078,1145.209469795227,1152.6911673545837,1150.093433856964,1165.189504146576,1152.0758261680603,1141.6385145187378,1155.337393283844
201612,1147.5358061790466,1162.2339978218079,1147.0293822288513,1150.5089588165283,1163.238211631775,1156.383086681366,1171.1884713172913,1158.4730014801025,1149.3376145362854,1163.1990661621094
205212,1148.8634481430054,1163.277099609375,1140.2279896736145,1145.6014752388,1162.3036823272705,1155.4480986595154,1170.4309964179993,1158.7704210281372,1145.6677498817444,1164.824234008789
208812,1149.8739533424377,1163.9772124290466,1142.9587297439575,1150.0095510482788,1158.1978006362915,1155.980586051941,1165.568684577942,1155.2644791603088,1143.8932347297668,1160.045931816101
212412,1156.68288564682,1168.5995626449585,1145.1025261878967,1144.79763174057,1160.7131066322327,1150.104718208313,1164.9206538200378,1154.8302936553955,1147.129783630371,1157.4162545204163
216012,1152.8447680473328,1164.6138353347778,1143.7317070960999,1154.187656402588,1153.3346395492554,1164.9290256500244,1162.0308804512024,1150.574052810669,1154.8272895812988,1158.5754237174988
219612,1141.046275138855,1158.8615641593933,1141.954640865326,1144.73437833786,1157.4240245819092,1150.2353792190552,1163.0353684425354,1158.3132810592651,1142.0615429878235,1157.8857808113098
223212,1153.735357761383,1165.0799078941345,1143.8519539833069,1151.48770570755,1152.8705954551697,1156.4332375526428,1163.0893907546997,1143.1055297851562,1150.155023097992,1156.9439387321472
226812,1150.912000656128,1163.2939519882202,1142.2662115097046,1146.334297657013,1155.5817728042603,1151.341323852539,1166.512089729309,1149.8725275993347,1147.818335056305,1162.5878434181213
230412,1148.4919900894165,1161.378493309021,1141.4982767105103,1147.0198006629944,1155.2349181175232,1154.468566417694,1165.8362917900085,1152.9744448661804,1143.497920513153,1161.15726852417
234012,1145.9389743804932,1162.5076351165771,1141.9582362174988,1145.3684620857239,1156.2054166793823,1156.132887840271,1164.2867946624756,1147.6557602882385,1152.4623260498047,1157.2409381866455
237612,1146.768355846405,1163.559669971466,1142.3555226325989,1146.178310394287,1150.9344902038574,1159.1522274017334,1163.1084208488464,1152.5891437530518,1147.0200023651123,1155.9370350837708
241212,1150.2581067085266,1163.769284248352,1141.8480415344238,1148.028510093689,1153.4506540298462,1156.428294658661,1165.150336265564,1149.3406372070312,1148.140730381012,1159.3134350776672
244812,1147.7892470359802,1163.0918135643005,1141.7745065689087,1143.360122203827,1152.9010872840881,1152.1362080574036,1163.0639190673828,1152.6918172836304,1147.8752822875977,1156.4190125465393
248412,1153.3329420089722,1165.2531352043152,1139.7139511108398,1148.6121845245361,1153.678273677826,1151.6805572509766,1161.6191716194153,1151.1477661132812,1151.5320734977722,1157.6893153190613
250008,1148.8074851036072,1160.9823441505432,1144.636233329773,1147.717873096466,1155.7706489562988,1156.8284645080566,1163.376554965973,1156.3865871429443,1147.410159111023,1158.8484101295471
