path,run_a,run_b,variant,alpha,aggregate_hook,aggregate_per_item_mean,hook_minus_per_item_mean,bn_batches,wall_s,item_sequence_02_ambush_2_split_00,item_sequence_02_ambush_2_split_01,item_sequence_02_ambush_2_split_02,item_sequence_07_bamboo_1_split_00,item_sequence_07_bamboo_1_split_01,item_sequence_07_bamboo_1_split_02,item_sequence_09_bandage_1_split_00,item_sequence_09_bandage_1_split_01,item_sequence_09_bandage_1_split_02,item_sequence_12_cave_4_split_00,item_sequence_13_market_2_split_00,item_sequence_13_market_2_split_01,item_sequence_13_market_2_split_02,item_sequence_16_mountain_1_split_00,item_sequence_16_mountain_1_split_01,item_sequence_16_mountain_1_split_02
control_0_to_1,000,001,2,0.0,1145.4078845977783,1145.4078001976013,8.440017700195312e-05,13,0.915,4045.179443359375,4355.5625,4752.82568359375,93.5478515625,78.71156311035156,103.76710510253906,682.8807983398438,683.0111694335938,542.824951171875,1176.9844970703125,672.8297119140625,443.363525390625,206.90585327148438,185.6451416015625,103.1830825805664,199.3019256591797
control_0_to_1,000,001,2,0.05,1222.3676376342773,1222.3676099777222,2.765655517578125e-05,13,0.925,4160.61083984375,4487.8701171875,4889.8818359375,122.81961822509766,108.33980560302734,136.38124084472656,796.659423828125,792.8865966796875,646.0264892578125,1211.771484375,771.0607299804688,501.5531311035156,237.57493591308594,243.2216033935547,169.30642700195312,281.91748046875
control_0_to_1,000,001,2,0.1,1260.618706703186,1260.618691444397,1.52587890625e-05,13,0.918,4213.21923828125,4523.15087890625,4917.275390625,193.67303466796875,186.8882293701172,208.85546875,799.7993774414062,792.5416259765625,647.7211303710938,1216.140380859375,807.6334228515625,532.8758544921875,276.96295166015625,309.2458801269531,230.48916625976562,313.4270324707031
control_0_to_1,000,001,2,0.15,1255.1578731536865,1255.1578664779663,6.67572021484375e-06,13,1.257,4217.51806640625,4523.08447265625,4918.83203125,188.5392303466797,181.60716247558594,201.8651123046875,794.9409790039062,789.6177368164062,644.1257934570312,1216.1951904296875,806.32275390625,527.6268920898438,269.1419677734375,287.02105712890625,212.9817657470703,303.10565185546875
control_0_to_1,000,001,2,0.2,1237.0976600646973,1237.0976343154907,2.574920654296875e-05,13,0.672,4216.48974609375,4522.62646484375,4923.10986328125,163.59347534179688,153.55615234375,173.99258422851562,780.9241333007812,778.6087036132812,634.1805419921875,1211.046630859375,795.3577880859375,510.7532958984375,247.09921264648438,248.82284545898438,168.66993713378906,264.73077392578125
control_0_to_1,000,001,2,0.25,1227.5403661727905,1227.5403747558594,-8.58306884765625e-06,13,0.657,4220.48779296875,4527.01708984375,4929.6455078125,154.36279296875,140.8472442626953,160.7335205078125,771.6603393554688,771.7069702148438,628.857421875,1206.144287109375,788.5106201171875,503.36236572265625,238.12840270996094,225.31936645507812,137.68409729003906,236.1781768798828
control_0_to_1,000,001,2,0.3,1224.251636981964,1224.2516350746155,1.9073486328125e-06,13,0.555,4222.4775390625,4529.58740234375,4932.6015625,153.97555541992188,137.46128845214844,155.28366088867188,770.67431640625,772.6541748046875,631.782470703125,1204.1036376953125,783.0048828125,498.430419921875,235.22561645507812,212.6424560546875,123.6676254272461,224.45355224609375
control_0_to_1,000,001,2,0.35,1223.3597402572632,1223.3597450256348,-4.76837158203125e-06,13,0.659,4222.24560546875,4529.708984375,4932.3828125,155.1896514892578,135.9552001953125,151.09356689453125,774.9029541015625,778.5641479492188,639.037841796875,1203.4229736328125,777.5645141601562,494.3321838378906,233.96437072753906,204.46209716796875,118.57051086425781,222.35850524902344
control_0_to_1,000,001,2,0.4,1224.2500667572021,1224.2500672340393,-4.76837158203125e-07,13,0.553,4221.5341796875,4529.36474609375,4931.60400390625,159.15887451171875,137.73422241210938,149.91281127929688,780.22216796875,784.9859008789062,646.74658203125,1203.2923583984375,773.4703369140625,491.5858459472656,234.4862060546875,200.24517822265625,119.3610610961914,224.29660034179688
control_0_to_1,000,001,2,0.45,1227.3586559295654,1227.3586249351501,3.0994415283203125e-05,13,0.553,4220.36181640625,4528.76806640625,4930.49609375,167.1898193359375,143.91184997558594,152.45799255371094,787.1531982421875,792.6998291015625,656.0790405273438,1204.0667724609375,770.3472900390625,489.7599182128906,237.2417755126953,199.93170166015625,126.66167449951172,230.6111602783203
control_0_to_1,000,001,2,0.475,1230.0547895431519,1230.054799079895,-9.5367431640625e-06,13,0.735,4219.94091796875,4528.69775390625,4930.11181640625,173.38414001464844,149.36248779296875,155.85079956054688,791.2601318359375,797.0899047851562,661.4696655273438,1204.8431396484375,769.3035888671875,489.46929931640625,239.92881774902344,201.71417236328125,133.03150939941406,235.41864013671875
